"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2014-10-04","40+","Epcot","7328"
"2014-10-04","40+","Epcot Resort Area","1399"
"2014-10-04","40+","Magic Kingdom Park","6305"
"2014-10-04","40+","Magic Kingdom Resort Area","8880"
"2014-10-05","40+","Destination","228"
"2014-10-05","40+","Disney Springs","2420"
"2014-10-05","40+","Disney's Animal Kingdom Theme Park","2457"
"2014-10-05","40+","Disney's Animal Kingdom Theme Park Resort Area","1039"
"2014-10-05","40+","Disney's BoardWalk","166"
"2014-10-05","40+","Disney's Hollywood Studios","5485"
"2014-10-05","40+","Downtown Disney Resort Area","180"
"2014-10-05","40+","Epcot","6779"
"2014-10-05","40+","Epcot Resort Area","1600"
"2014-10-05","40+","Magic Kingdom Park","5020"
"2014-10-05","40+","Magic Kingdom Resort Area","7783"
"2014-10-06","40+","Destination","179"
"2014-10-06","40+","Disney Springs","1880"
"2014-10-06","40+","Disney's Animal Kingdom Theme Park","2786"
"2014-10-06","40+","Disney's Animal Kingdom Theme Park Resort Area","873"
"2014-10-06","40+","Disney's BoardWalk","170"
"2014-10-06","40+","Disney's Hollywood Studios","5430"
"2014-10-06","40+","Downtown Disney Resort Area","98"
"2014-10-06","40+","Epcot","7741"
"2014-10-06","40+","Epcot Resort Area","1786"
"2014-10-06","40+","Magic Kingdom Park","6440"
"2014-10-06","40+","Magic Kingdom Resort Area","7792"
"2014-10-07","40+","Destination","148"
"2014-10-07","40+","Disney Springs","2283"
"2014-10-07","40+","Disney's Animal Kingdom Theme Park","2702"
"2014-10-07","40+","Disney's Animal Kingdom Theme Park Resort Area","819"
"2014-10-07","40+","Disney's BoardWalk","177"
"2014-10-07","40+","Disney's Hollywood Studios","3777"
"2014-10-07","40+","Downtown Disney Resort Area","163"
"2014-10-07","40+","Epcot","7257"
"2014-10-07","40+","Epcot Resort Area","1704"
"2014-10-07","40+","Magic Kingdom Park","5940"
"2014-10-07","40+","Magic Kingdom Resort Area","8245"
"2014-10-08","40+","Destination","205"
"2014-10-08","40+","Disney Springs","2010"
"2014-10-08","40+","Disney's Animal Kingdom Theme Park","2333"
"2014-10-08","40+","Disney's Animal Kingdom Theme Park Resort Area","794"
"2014-10-08","40+","Disney's BoardWalk","227"
"2014-10-08","40+","Disney's Hollywood Studios","5225"
"2014-10-08","40+","Downtown Disney Resort Area","51"
"2014-10-08","40+","Epcot","8104"
"2014-10-08","40+","Epcot Resort Area","1660"
"2014-10-08","40+","Magic Kingdom Park","5819"
"2014-10-08","40+","Magic Kingdom Resort Area","7559"
"2014-10-09","40+","Destination","208"
"2014-10-09","40+","Disney Springs","2237"
"2014-10-09","40+","Disney's Animal Kingdom Theme Park","2286"
"2014-10-09","40+","Disney's Animal Kingdom Theme Park Resort Area","860"
"2014-10-09","40+","Disney's BoardWalk","179"
"2014-10-09","40+","Disney's Hollywood Studios","4771"
"2014-10-09","40+","Downtown Disney Resort Area","70"
"2014-10-09","40+","Epcot","6826"
"2014-10-09","40+","Epcot Resort Area","1269"
"2014-10-09","40+","Magic Kingdom Park","4953"
"2014-10-09","40+","Magic Kingdom Resort Area","8316"
"2014-10-10","40+","Destination","285"
"2014-10-10","40+","Disney Springs","2232"
"2014-10-10","40+","Disney's Animal Kingdom Theme Park","2690"
"2014-10-10","40+","Disney's Animal Kingdom Theme Park Resort Area","866"
"2014-10-10","40+","Disney's BoardWalk","168"
"2014-10-10","40+","Disney's Hollywood Studios","4902"
"2014-10-10","40+","Downtown Disney Resort Area","94"
"2014-10-10","40+","Epcot","7878"
"2014-10-10","40+","Epcot Resort Area","1527"
"2014-10-10","40+","Magic Kingdom Park","4949"
"2014-10-10","40+","Magic Kingdom Resort Area","8324"
"2014-10-11","40+","Destination","298"
"2014-10-11","40+","Disney Springs","2702"
"2014-10-11","40+","Disney's Animal Kingdom Theme Park","2291"
"2014-10-11","40+","Disney's Animal Kingdom Theme Park Resort Area","1058"
"2014-10-11","40+","Disney's BoardWalk","214"
"2014-10-11","40+","Disney's Hollywood Studios","5066"
"2014-10-11","40+","Downtown Disney Resort Area","147"
"2014-10-11","40+","Epcot","8526"
"2014-10-11","40+","Epcot Resort Area","1550"
"2014-10-11","40+","Magic Kingdom Park","6131"
"2014-10-11","40+","Magic Kingdom Resort Area","9012"
"2014-10-12","40+","Destination","324"
"2014-10-12","40+","Disney Springs","2509"
"2014-10-12","40+","Disney's Animal Kingdom Theme Park","2836"
"2014-10-12","40+","Disney's Animal Kingdom Theme Park Resort Area","1168"
"2014-10-12","40+","Disney's BoardWalk","152"
"2014-10-12","40+","Disney's Hollywood Studios","5100"
"2014-10-12","40+","Downtown Disney Resort Area","191"
"2014-10-12","40+","Epcot","8063"
"2014-10-12","40+","Epcot Resort Area","1423"
"2014-10-12","40+","Magic Kingdom Park","6742"
"2014-10-12","40+","Magic Kingdom Resort Area","8480"
"2014-10-13","40+","Destination","216"
"2014-10-13","40+","Disney Springs","1934"
"2014-10-13","40+","Disney's Animal Kingdom Theme Park","3037"
"2014-10-13","40+","Disney's Animal Kingdom Theme Park Resort Area","982"
"2014-10-13","40+","Disney's BoardWalk","44"
"2014-10-13","40+","Disney's Hollywood Studios","5625"
"2014-10-13","40+","Downtown Disney Resort Area","109"
"2014-10-13","40+","Epcot","7480"
"2014-10-13","40+","Epcot Resort Area","1473"
"2014-10-13","40+","Magic Kingdom Park","5114"
"2014-10-13","40+","Magic Kingdom Resort Area","7886"
"2014-10-14","40+","Destination","199"
"2014-10-14","40+","Disney Springs","1958"
"2014-10-14","40+","Disney's Animal Kingdom Theme Park","2769"
"2014-10-14","40+","Disney's Animal Kingdom Theme Park Resort Area","983"
"2014-10-14","40+","Disney's BoardWalk","78"
"2014-10-14","40+","Disney's Hollywood Studios","5036"
"2014-10-14","40+","Downtown Disney Resort Area","152"
"2014-10-14","40+","Epcot","7491"
"2014-10-14","40+","Epcot Resort Area","1336"
"2014-10-14","40+","Magic Kingdom Park","6167"
"2014-10-14","40+","Magic Kingdom Resort Area","8238"
"2014-10-15","40+","Destination","189"
"2014-10-15","40+","Disney Springs","2048"
"2014-10-15","40+","Disney's Animal Kingdom Theme Park","2726"
"2014-10-15","40+","Disney's Animal Kingdom Theme Park Resort Area","907"
"2014-10-15","40+","Disney's BoardWalk","119"
"2014-10-15","40+","Disney's Hollywood Studios","5116"
"2014-10-15","40+","Downtown Disney Resort Area","147"
"2014-10-15","40+","Epcot","8443"
"2014-10-15","40+","Epcot Resort Area","1481"
"2014-10-15","40+","Magic Kingdom Park","6063"
"2014-10-15","40+","Magic Kingdom Resort Area","8260"
"2014-10-16","40+","Destination","215"
"2014-10-16","40+","Disney Springs","2256"
"2014-10-16","40+","Disney's Animal Kingdom Theme Park","2475"
"2014-10-16","40+","Disney's Animal Kingdom Theme Park Resort Area","951"
"2014-10-16","40+","Disney's BoardWalk","199"
"2014-10-16","40+","Disney's Hollywood Studios","4106"
"2014-10-16","40+","Downtown Disney Resort Area","112"
"2014-10-16","40+","Epcot","7444"
"2014-10-16","40+","Epcot Resort Area","1389"
"2014-10-16","40+","Magic Kingdom Park","5252"
"2014-10-16","40+","Magic Kingdom Resort Area","8833"
"2014-10-17","40+","Destination","201"
"2014-10-17","40+","Disney Springs","2405"
"2014-10-17","40+","Disney's Animal Kingdom Theme Park","2742"
"2014-10-17","40+","Disney's Animal Kingdom Theme Park Resort Area","996"
"2014-10-17","40+","Disney's BoardWalk","169"
"2014-10-17","40+","Disney's Hollywood Studios","4720"
"2014-10-17","40+","Downtown Disney Resort Area","113"
"2014-10-17","40+","Epcot","8106"
"2014-10-17","40+","Epcot Resort Area","1545"
"2014-10-17","40+","Magic Kingdom Park","4632"
"2014-10-17","40+","Magic Kingdom Resort Area","8260"
"2014-10-18","40+","Destination","256"
"2014-10-18","40+","Disney Springs","2482"
"2014-10-18","40+","Disney's Animal Kingdom Theme Park","2337"
"2014-10-18","40+","Disney's Animal Kingdom Theme Park Resort Area","1262"
"2014-10-18","40+","Disney's BoardWalk","115"
"2014-10-18","40+","Disney's Hollywood Studios","4404"
"2014-10-18","40+","Downtown Disney Resort Area","126"
"2014-10-18","40+","Epcot","7731"
"2014-10-18","40+","Epcot Resort Area","1589"
"2014-10-18","40+","Magic Kingdom Park","6181"
"2014-10-18","40+","Magic Kingdom Resort Area","8965"
"2014-10-19","40+","Destination","425"
"2014-10-19","40+","Disney Springs","2535"
"2014-10-19","40+","Disney's Animal Kingdom Theme Park","2509"
"2014-10-19","40+","Disney's Animal Kingdom Theme Park Resort Area","1234"
"2014-10-19","40+","Disney's BoardWalk","180"
"2014-10-19","40+","Disney's Hollywood Studios","5315"
"2014-10-19","40+","Downtown Disney Resort Area","162"
"2014-10-19","40+","Epcot","6989"
"2014-10-19","40+","Epcot Resort Area","1569"
"2014-10-19","40+","Magic Kingdom Park","4928"
"2014-10-19","40+","Magic Kingdom Resort Area","8251"
"2014-10-20","40+","Destination","205"
"2014-10-20","40+","Disney Springs","2000"
"2014-10-20","40+","Disney's Animal Kingdom Theme Park","2903"
"2014-10-20","40+","Disney's Animal Kingdom Theme Park Resort Area","962"
"2014-10-20","40+","Disney's BoardWalk","89"
"2014-10-20","40+","Disney's Hollywood Studios","5213"
"2014-10-20","40+","Downtown Disney Resort Area","147"
"2014-10-20","40+","Epcot","7532"
"2014-10-20","40+","Epcot Resort Area","1488"
"2014-10-20","40+","Magic Kingdom Park","6749"
"2014-10-20","40+","Magic Kingdom Resort Area","7947"
"2014-10-21","40+","Destination","253"
"2014-10-21","40+","Disney Springs","2215"
"2014-10-21","40+","Disney's Animal Kingdom Theme Park","2384"
"2014-10-21","40+","Disney's Animal Kingdom Theme Park Resort Area","974"
"2014-10-21","40+","Disney's BoardWalk","128"
"2014-10-21","40+","Disney's Hollywood Studios","5106"
"2014-10-21","40+","Downtown Disney Resort Area","145"
"2014-10-21","40+","Epcot","7268"
"2014-10-21","40+","Epcot Resort Area","1352"
"2014-10-21","40+","Magic Kingdom Park","4946"
"2014-10-21","40+","Magic Kingdom Resort Area","8021"
"2014-10-22","40+","Destination","133"
"2014-10-22","40+","Disney Springs","2023"
"2014-10-22","40+","Disney's Animal Kingdom Theme Park","2300"
"2014-10-22","40+","Disney's Animal Kingdom Theme Park Resort Area","900"
"2014-10-22","40+","Disney's BoardWalk","195"
"2014-10-22","40+","Disney's Hollywood Studios","5062"
"2014-10-22","40+","Downtown Disney Resort Area","118"
"2014-10-22","40+","Epcot","8794"
"2014-10-22","40+","Epcot Resort Area","1479"
"2014-10-22","40+","Magic Kingdom Park","5752"
"2014-10-22","40+","Magic Kingdom Resort Area","7983"
"2014-10-23","40+","Destination","252"
"2014-10-23","40+","Disney Springs","2404"
"2014-10-23","40+","Disney's Animal Kingdom Theme Park","2667"
"2014-10-23","40+","Disney's Animal Kingdom Theme Park Resort Area","942"
"2014-10-23","40+","Disney's BoardWalk","164"
"2014-10-23","40+","Disney's Hollywood Studios","4802"
"2014-10-23","40+","Downtown Disney Resort Area","138"
"2014-10-23","40+","Epcot","7666"
"2014-10-23","40+","Epcot Resort Area","1464"
"2014-10-23","40+","Magic Kingdom Park","4764"
"2014-10-23","40+","Magic Kingdom Resort Area","8464"
"2014-10-24","40+","Destination","219"
"2014-10-24","40+","Disney Springs","2267"
"2014-10-24","40+","Disney's Animal Kingdom Theme Park","2940"
"2014-10-24","40+","Disney's Animal Kingdom Theme Park Resort Area","1132"
"2014-10-24","40+","Disney's BoardWalk","187"
"2014-10-24","40+","Disney's Hollywood Studios","4581"
"2014-10-24","40+","Downtown Disney Resort Area","99"
"2014-10-24","40+","Epcot","8377"
"2014-10-24","40+","Epcot Resort Area","1549"
"2014-10-24","40+","Magic Kingdom Park","5016"
"2014-10-24","40+","Magic Kingdom Resort Area","8093"
"2014-10-25","40+","Destination","333"
"2014-10-25","40+","Disney Springs","2159"
"2014-10-25","40+","Disney's Animal Kingdom Theme Park","2391"
"2014-10-25","40+","Disney's Animal Kingdom Theme Park Resort Area","1029"
"2014-10-25","40+","Disney's BoardWalk","125"
"2014-10-25","40+","Disney's Hollywood Studios","4432"
"2014-10-25","40+","Downtown Disney Resort Area","149"
"2014-10-25","40+","Epcot","7912"
"2014-10-25","40+","Epcot Resort Area","1271"
"2014-10-25","40+","Magic Kingdom Park","5897"
"2014-10-25","40+","Magic Kingdom Resort Area","8849"
"2014-10-26","40+","Destination","337"
"2014-10-26","40+","Disney Springs","2796"
"2014-10-26","40+","Disney's Animal Kingdom Theme Park","2407"
"2014-10-26","40+","Disney's Animal Kingdom Theme Park Resort Area","1290"
"2014-10-26","40+","Disney's BoardWalk","223"
"2014-10-26","40+","Disney's Hollywood Studios","5122"
"2014-10-26","40+","Downtown Disney Resort Area","189"
"2014-10-26","40+","Epcot","7003"
"2014-10-26","40+","Epcot Resort Area","1490"
"2014-10-26","40+","Magic Kingdom Park","5107"
"2014-10-26","40+","Magic Kingdom Resort Area","8096"
"2014-10-27","40+","Destination","165"
"2014-10-27","40+","Disney Springs","2167"
"2014-10-27","40+","Disney's Animal Kingdom Theme Park","2618"
"2014-10-27","40+","Disney's Animal Kingdom Theme Park Resort Area","1012"
"2014-10-27","40+","Disney's BoardWalk","151"
"2014-10-27","40+","Disney's Hollywood Studios","4910"
"2014-10-27","40+","Downtown Disney Resort Area","130"
"2014-10-27","40+","Epcot","7766"
"2014-10-27","40+","Epcot Resort Area","1327"
"2014-10-27","40+","Magic Kingdom Park","7027"
"2014-10-27","40+","Magic Kingdom Resort Area","7735"
"2014-10-28","40+","Destination","185"
"2014-10-28","40+","Disney Springs","2385"
"2014-10-28","40+","Disney's Animal Kingdom Theme Park","2601"
"2014-10-28","40+","Disney's Animal Kingdom Theme Park Resort Area","986"
"2014-10-28","40+","Disney's BoardWalk","126"
"2014-10-28","40+","Disney's Hollywood Studios","5110"
"2014-10-28","40+","Downtown Disney Resort Area","80"
"2014-10-28","40+","Epcot","7715"
"2014-10-28","40+","Epcot Resort Area","1352"
"2014-10-28","40+","Magic Kingdom Park","5039"
"2014-10-28","40+","Magic Kingdom Resort Area","8130"
"2014-10-29","40+","Destination","227"
"2014-10-29","40+","Disney Springs","2370"
"2014-10-29","40+","Disney's Animal Kingdom Theme Park","2490"
"2014-10-29","40+","Disney's Animal Kingdom Theme Park Resort Area","1000"
"2014-10-29","40+","Disney's BoardWalk","181"
"2014-10-29","40+","Disney's Hollywood Studios","4907"
"2014-10-29","40+","Downtown Disney Resort Area","127"
"2014-10-29","40+","Epcot","9360"
"2014-10-29","40+","Epcot Resort Area","1424"
"2014-10-29","40+","Magic Kingdom Park","6169"
"2014-10-29","40+","Magic Kingdom Resort Area","8317"
"2014-10-30","40+","Destination","228"
"2014-10-30","40+","Disney Springs","2878"
"2014-10-30","40+","Disney's Animal Kingdom Theme Park","2646"
"2014-10-30","40+","Disney's Animal Kingdom Theme Park Resort Area","1054"
"2014-10-30","40+","Disney's BoardWalk","163"
"2014-10-30","40+","Disney's Hollywood Studios","4837"
"2014-10-30","40+","Downtown Disney Resort Area","183"
"2014-10-30","40+","Epcot","8506"
"2014-10-30","40+","Epcot Resort Area","1587"
"2014-10-30","40+","Magic Kingdom Park","5109"
"2014-10-30","40+","Magic Kingdom Resort Area","9135"
"2014-10-31","40+","Destination","273"
"2014-10-31","40+","Disney Springs","2719"
"2014-10-31","40+","Disney's Animal Kingdom Theme Park","2755"
"2014-10-31","40+","Disney's Animal Kingdom Theme Park Resort Area","1082"
"2014-10-31","40+","Disney's BoardWalk","151"
"2014-10-31","40+","Disney's Hollywood Studios","4685"
"2014-10-31","40+","Downtown Disney Resort Area","109"
"2014-10-31","40+","Epcot","7503"
"2014-10-31","40+","Epcot Resort Area","1629"
"2014-10-31","40+","Magic Kingdom Park","5568"
"2014-10-31","40+","Magic Kingdom Resort Area","9246"
"2014-11-01","40+","Destination","451"
"2014-11-01","40+","Disney Springs","3124"
"2014-11-01","40+","Disney's Animal Kingdom Theme Park","2939"
"2014-11-01","40+","Disney's Animal Kingdom Theme Park Resort Area","1536"
"2014-11-01","40+","Disney's BoardWalk","240"
"2014-11-01","40+","Disney's Hollywood Studios","4991"
"2014-11-01","40+","Downtown Disney Resort Area","194"
"2014-11-01","40+","Epcot","9537"
"2014-11-01","40+","Epcot Resort Area","1707"
"2014-11-01","40+","Magic Kingdom Park","6615"
"2014-11-01","40+","Magic Kingdom Resort Area","10106"
"2014-11-02","40+","Destination","321"
"2014-11-02","40+","Disney Springs","3047"
"2014-11-02","40+","Disney's Animal Kingdom Theme Park","3109"
"2014-11-02","40+","Disney's Animal Kingdom Theme Park Resort Area","1331"
"2014-11-02","40+","Disney's BoardWalk","270"
"2014-11-02","40+","Disney's Hollywood Studios","5541"
"2014-11-02","40+","Downtown Disney Resort Area","156"
"2014-11-02","40+","Epcot","8639"
"2014-11-02","40+","Epcot Resort Area","1748"
"2014-11-02","40+","Magic Kingdom Park","6564"
"2014-11-02","40+","Magic Kingdom Resort Area","9318"
"2014-11-03","40+","Destination","324"
"2014-11-03","40+","Disney Springs","2387"
"2014-11-03","40+","Disney's Animal Kingdom Theme Park","3109"
"2014-11-03","40+","Disney's Animal Kingdom Theme Park Resort Area","1384"
"2014-11-03","40+","Disney's BoardWalk","176"
"2014-11-03","40+","Disney's Hollywood Studios","5360"
"2014-11-03","40+","Downtown Disney Resort Area","83"
"2014-11-03","40+","Epcot","9528"
"2014-11-03","40+","Epcot Resort Area","1700"
"2014-11-03","40+","Magic Kingdom Park","6372"
"2014-11-03","40+","Magic Kingdom Resort Area","8808"
"2014-11-04","40+","Destination","151"
"2014-11-04","40+","Disney Springs","2453"
"2014-11-04","40+","Disney's Animal Kingdom Theme Park","2867"
"2014-11-04","40+","Disney's Animal Kingdom Theme Park Resort Area","1107"
"2014-11-04","40+","Disney's BoardWalk","203"
"2014-11-04","40+","Disney's Hollywood Studios","4984"
"2014-11-04","40+","Downtown Disney Resort Area","112"
"2014-11-04","40+","Epcot","8298"
"2014-11-04","40+","Epcot Resort Area","1665"
"2014-11-04","40+","Magic Kingdom Park","5888"
"2014-11-04","40+","Magic Kingdom Resort Area","9293"
"2014-11-05","40+","Destination","178"
"2014-11-05","40+","Disney Springs","2192"
"2014-11-05","40+","Disney's Animal Kingdom Theme Park","2409"
"2014-11-05","40+","Disney's Animal Kingdom Theme Park Resort Area","1013"
"2014-11-05","40+","Disney's BoardWalk","157"
"2014-11-05","40+","Disney's Hollywood Studios","4764"
"2014-11-05","40+","Downtown Disney Resort Area","187"
"2014-11-05","40+","Epcot","9854"
"2014-11-05","40+","Epcot Resort Area","1723"
"2014-11-05","40+","Magic Kingdom Park","5483"
"2014-11-05","40+","Magic Kingdom Resort Area","8518"
"2014-11-06","40+","Destination","208"
"2014-11-06","40+","Disney Springs","2477"
"2014-11-06","40+","Disney's Animal Kingdom Theme Park","2560"
"2014-11-06","40+","Disney's Animal Kingdom Theme Park Resort Area","1033"
"2014-11-06","40+","Disney's BoardWalk","189"
"2014-11-06","40+","Disney's Hollywood Studios","4509"
"2014-11-06","40+","Downtown Disney Resort Area","136"
"2014-11-06","40+","Epcot","8268"
"2014-11-06","40+","Epcot Resort Area","1517"
"2014-11-06","40+","Magic Kingdom Park","5891"
"2014-11-06","40+","Magic Kingdom Resort Area","9577"
"2014-11-07","40+","Destination","264"
"2014-11-07","40+","Disney Springs","2368"
"2014-11-07","40+","Disney's Animal Kingdom Theme Park","2492"
"2014-11-07","40+","Disney's Animal Kingdom Theme Park Resort Area","1019"
"2014-11-07","40+","Disney's BoardWalk","163"
"2014-11-07","40+","Disney's Hollywood Studios","5051"
"2014-11-07","40+","Downtown Disney Resort Area","79"
"2014-11-07","40+","Epcot","7450"
"2014-11-07","40+","Epcot Resort Area","1670"
"2014-11-07","40+","Magic Kingdom Park","5412"
"2014-11-07","40+","Magic Kingdom Resort Area","8927"
"2014-11-08","40+","Destination","286"
"2014-11-08","40+","Disney Springs","2483"
"2014-11-08","40+","Disney's Animal Kingdom Theme Park","2697"
"2014-11-08","40+","Disney's Animal Kingdom Theme Park Resort Area","1132"
"2014-11-08","40+","Disney's BoardWalk","151"
"2014-11-08","40+","Disney's Hollywood Studios","3958"
"2014-11-08","40+","Downtown Disney Resort Area","148"
"2014-11-08","40+","Epcot","6901"
"2014-11-08","40+","Epcot Resort Area","1542"
"2014-11-08","40+","Magic Kingdom Park","6159"
"2014-11-08","40+","Magic Kingdom Resort Area","9219"
"2014-11-09","40+","Destination","341"
"2014-11-09","40+","Disney Springs","3067"
"2014-11-09","40+","Disney's Animal Kingdom Theme Park","2726"
"2014-11-09","40+","Disney's Animal Kingdom Theme Park Resort Area","1422"
"2014-11-09","40+","Disney's BoardWalk","203"
"2014-11-09","40+","Disney's Hollywood Studios","5455"
"2014-11-09","40+","Downtown Disney Resort Area","175"
"2014-11-09","40+","Epcot","8339"
"2014-11-09","40+","Epcot Resort Area","1844"
"2014-11-09","40+","Magic Kingdom Park","7088"
"2014-11-09","40+","Magic Kingdom Resort Area","9065"
"2014-11-10","40+","Destination","327"
"2014-11-10","40+","Disney Springs","2425"
"2014-11-10","40+","Disney's Animal Kingdom Theme Park","3096"
"2014-11-10","40+","Disney's Animal Kingdom Theme Park Resort Area","1193"
"2014-11-10","40+","Disney's BoardWalk","218"
"2014-11-10","40+","Disney's Hollywood Studios","6374"
"2014-11-10","40+","Downtown Disney Resort Area","151"
"2014-11-10","40+","Epcot","8300"
"2014-11-10","40+","Epcot Resort Area","1696"
"2014-11-10","40+","Magic Kingdom Park","5621"
"2014-11-10","40+","Magic Kingdom Resort Area","8821"
"2014-11-11","40+","Destination","355"
"2014-11-11","40+","Disney Springs","2669"
"2014-11-11","40+","Disney's Animal Kingdom Theme Park","3100"
"2014-11-11","40+","Disney's Animal Kingdom Theme Park Resort Area","1339"
"2014-11-11","40+","Disney's BoardWalk","151"
"2014-11-11","40+","Disney's Hollywood Studios","5859"
"2014-11-11","40+","Downtown Disney Resort Area","125"
"2014-11-11","40+","Epcot","8350"
"2014-11-11","40+","Epcot Resort Area","1736"
"2014-11-11","40+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2014-11-11","40+","Magic Kingdom Park","6329"
"2014-11-11","40+","Magic Kingdom Resort Area","9809"
"2014-11-12","40+","Destination","284"
"2014-11-12","40+","Disney Springs","2622"
"2014-11-12","40+","Disney's Animal Kingdom Theme Park","3252"
"2014-11-12","40+","Disney's Animal Kingdom Theme Park Resort Area","1377"
"2014-11-12","40+","Disney's BoardWalk","129"
"2014-11-12","40+","Disney's Hollywood Studios","5975"
"2014-11-12","40+","Downtown Disney Resort Area","194"
"2014-11-12","40+","Epcot","8548"
"2014-11-12","40+","Epcot Resort Area","1665"
"2014-11-12","40+","Magic Kingdom Park","6121"
"2014-11-12","40+","Magic Kingdom Resort Area","9240"
"2014-11-13","40+","Destination","330"
"2014-11-13","40+","Disney Springs","2774"
"2014-11-13","40+","Disney's Animal Kingdom Theme Park","3204"
"2014-11-13","40+","Disney's Animal Kingdom Theme Park Resort Area","1306"
"2014-11-13","40+","Disney's BoardWalk","125"
"2014-11-13","40+","Disney's Hollywood Studios","5692"
"2014-11-13","40+","Downtown Disney Resort Area","130"
"2014-11-13","40+","Epcot","8060"
"2014-11-13","40+","Epcot Resort Area","1617"
"2014-11-13","40+","Magic Kingdom Park","5504"
"2014-11-13","40+","Magic Kingdom Resort Area","10118"
"2014-11-14","40+","Destination","303"
"2014-11-14","40+","Disney Springs","2683"
"2014-11-14","40+","Disney's Animal Kingdom Theme Park","3201"
"2014-11-14","40+","Disney's Animal Kingdom Theme Park Resort Area","1329"
"2014-11-14","40+","Disney's BoardWalk","178"
"2014-11-14","40+","Disney's Hollywood Studios","5759"
"2014-11-14","40+","Downtown Disney Resort Area","156"
"2014-11-14","40+","Epcot","10352"
"2014-11-14","40+","Epcot Resort Area","1696"
"2014-11-14","40+","Magic Kingdom Park","4959"
"2014-11-14","40+","Magic Kingdom Resort Area","8883"
"2014-11-15","40+","Destination","408"
"2014-11-15","40+","Disney Springs","3094"
"2014-11-15","40+","Disney's Animal Kingdom Theme Park","2989"
"2014-11-15","40+","Disney's Animal Kingdom Theme Park Resort Area","1300"
"2014-11-15","40+","Disney's BoardWalk","110"
"2014-11-15","40+","Disney's Hollywood Studios","5466"
"2014-11-15","40+","Downtown Disney Resort Area","235"
"2014-11-15","40+","Epcot","7996"
"2014-11-15","40+","Epcot Resort Area","1736"
"2014-11-15","40+","Magic Kingdom Park","6651"
"2014-11-15","40+","Magic Kingdom Resort Area","10217"
"2014-11-16","40+","Destination","430"
"2014-11-16","40+","Disney Springs","2980"
"2014-11-16","40+","Disney's Animal Kingdom Theme Park","2973"
"2014-11-16","40+","Disney's Animal Kingdom Theme Park Resort Area","1214"
"2014-11-16","40+","Disney's BoardWalk","121"
"2014-11-16","40+","Disney's Hollywood Studios","6155"
"2014-11-16","40+","Downtown Disney Resort Area","215"
"2014-11-16","40+","Epcot","8384"
"2014-11-16","40+","Epcot Resort Area","1875"
"2014-11-16","40+","Magic Kingdom Park","5357"
"2014-11-16","40+","Magic Kingdom Resort Area","9066"
"2014-11-17","40+","Destination","317"
"2014-11-17","40+","Disney Springs","2991"
"2014-11-17","40+","Disney's Animal Kingdom Theme Park","2960"
"2014-11-17","40+","Disney's Animal Kingdom Theme Park Resort Area","1340"
"2014-11-17","40+","Disney's BoardWalk","168"
"2014-11-17","40+","Disney's Hollywood Studios","6165"
"2014-11-17","40+","Downtown Disney Resort Area","153"
"2014-11-17","40+","Epcot","9078"
