"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2014-10-13","30+","Disney's BoardWalk","73"
"2014-10-13","30+","Disney's Hollywood Studios","5756"
"2014-10-13","30+","Downtown Disney Resort Area","124"
"2014-10-13","30+","Epcot","7951"
"2014-10-13","30+","Epcot Resort Area","1588"
"2014-10-13","30+","Magic Kingdom Park","5459"
"2014-10-13","30+","Magic Kingdom Resort Area","8269"
"2014-10-14","30+","Destination","215"
"2014-10-14","30+","Disney Springs","2201"
"2014-10-14","30+","Disney's Animal Kingdom Theme Park","3010"
"2014-10-14","30+","Disney's Animal Kingdom Theme Park Resort Area","1040"
"2014-10-14","30+","Disney's BoardWalk","96"
"2014-10-14","30+","Disney's Hollywood Studios","5179"
"2014-10-14","30+","Downtown Disney Resort Area","172"
"2014-10-14","30+","Epcot","7943"
"2014-10-14","30+","Epcot Resort Area","1432"
"2014-10-14","30+","Magic Kingdom Park","6352"
"2014-10-14","30+","Magic Kingdom Resort Area","8619"
"2014-10-15","30+","Destination","208"
"2014-10-15","30+","Disney Springs","2268"
"2014-10-15","30+","Disney's Animal Kingdom Theme Park","2946"
"2014-10-15","30+","Disney's Animal Kingdom Theme Park Resort Area","943"
"2014-10-15","30+","Disney's BoardWalk","134"
"2014-10-15","30+","Disney's Hollywood Studios","5264"
"2014-10-15","30+","Downtown Disney Resort Area","159"
"2014-10-15","30+","Epcot","8948"
"2014-10-15","30+","Epcot Resort Area","1597"
"2014-10-15","30+","Magic Kingdom Park","6272"
"2014-10-15","30+","Magic Kingdom Resort Area","8585"
"2014-10-16","30+","Destination","252"
"2014-10-16","30+","Disney Springs","2444"
"2014-10-16","30+","Disney's Animal Kingdom Theme Park","2727"
"2014-10-16","30+","Disney's Animal Kingdom Theme Park Resort Area","1030"
"2014-10-16","30+","Disney's BoardWalk","205"
"2014-10-16","30+","Disney's Hollywood Studios","4421"
"2014-10-16","30+","Downtown Disney Resort Area","135"
"2014-10-16","30+","Epcot","7989"
"2014-10-16","30+","Epcot Resort Area","1477"
"2014-10-16","30+","Magic Kingdom Park","5630"
"2014-10-16","30+","Magic Kingdom Resort Area","9355"
"2014-10-17","30+","Destination","264"
"2014-10-17","30+","Disney Springs","2592"
"2014-10-17","30+","Disney's Animal Kingdom Theme Park","3012"
"2014-10-17","30+","Disney's Animal Kingdom Theme Park Resort Area","1160"
"2014-10-17","30+","Disney's BoardWalk","193"
"2014-10-17","30+","Disney's Hollywood Studios","4934"
"2014-10-17","30+","Downtown Disney Resort Area","143"
"2014-10-17","30+","Epcot","8783"
"2014-10-17","30+","Epcot Resort Area","1633"
"2014-10-17","30+","Magic Kingdom Park","4951"
"2014-10-17","30+","Magic Kingdom Resort Area","8908"
"2014-10-18","30+","Destination","306"
"2014-10-18","30+","Disney Springs","2721"
"2014-10-18","30+","Disney's Animal Kingdom Theme Park","2611"
"2014-10-18","30+","Disney's Animal Kingdom Theme Park Resort Area","1374"
"2014-10-18","30+","Disney's BoardWalk","132"
"2014-10-18","30+","Disney's Hollywood Studios","4702"
"2014-10-18","30+","Downtown Disney Resort Area","158"
"2014-10-18","30+","Epcot","8392"
"2014-10-18","30+","Epcot Resort Area","1757"
"2014-10-18","30+","Magic Kingdom Park","6481"
"2014-10-18","30+","Magic Kingdom Resort Area","9558"
"2014-10-19","30+","Destination","461"
"2014-10-19","30+","Disney Springs","2741"
"2014-10-19","30+","Disney's Animal Kingdom Theme Park","2710"
"2014-10-19","30+","Disney's Animal Kingdom Theme Park Resort Area","1328"
"2014-10-19","30+","Disney's BoardWalk","199"
"2014-10-19","30+","Disney's Hollywood Studios","5482"
"2014-10-19","30+","Downtown Disney Resort Area","189"
"2014-10-19","30+","Epcot","7438"
"2014-10-19","30+","Epcot Resort Area","1658"
"2014-10-19","30+","Magic Kingdom Park","5243"
"2014-10-19","30+","Magic Kingdom Resort Area","8729"
"2014-10-20","30+","Destination","219"
"2014-10-20","30+","Disney Springs","2174"
"2014-10-20","30+","Disney's Animal Kingdom Theme Park","3151"
"2014-10-20","30+","Disney's Animal Kingdom Theme Park Resort Area","1009"
"2014-10-20","30+","Disney's BoardWalk","113"
"2014-10-20","30+","Disney's Hollywood Studios","5420"
"2014-10-20","30+","Downtown Disney Resort Area","159"
"2014-10-20","30+","Epcot","7941"
"2014-10-20","30+","Epcot Resort Area","1559"
"2014-10-20","30+","Magic Kingdom Park","6951"
"2014-10-20","30+","Magic Kingdom Resort Area","8415"
"2014-10-21","30+","Destination","278"
"2014-10-21","30+","Disney Springs","2439"
"2014-10-21","30+","Disney's Animal Kingdom Theme Park","2569"
"2014-10-21","30+","Disney's Animal Kingdom Theme Park Resort Area","1050"
"2014-10-21","30+","Disney's BoardWalk","138"
"2014-10-21","30+","Disney's Hollywood Studios","5245"
"2014-10-21","30+","Downtown Disney Resort Area","170"
"2014-10-21","30+","Epcot","7645"
"2014-10-21","30+","Epcot Resort Area","1453"
"2014-10-21","30+","Magic Kingdom Park","5124"
"2014-10-21","30+","Magic Kingdom Resort Area","8571"
"2014-10-22","30+","Destination","138"
"2014-10-22","30+","Disney Springs","2225"
"2014-10-22","30+","Disney's Animal Kingdom Theme Park","2437"
"2014-10-22","30+","Disney's Animal Kingdom Theme Park Resort Area","958"
"2014-10-22","30+","Disney's BoardWalk","213"
"2014-10-22","30+","Disney's Hollywood Studios","5179"
"2014-10-22","30+","Downtown Disney Resort Area","124"
"2014-10-22","30+","Epcot","9324"
"2014-10-22","30+","Epcot Resort Area","1549"
"2014-10-22","30+","Magic Kingdom Park","6073"
"2014-10-22","30+","Magic Kingdom Resort Area","8471"
"2014-10-23","30+","Destination","284"
"2014-10-23","30+","Disney Springs","2627"
"2014-10-23","30+","Disney's Animal Kingdom Theme Park","2882"
"2014-10-23","30+","Disney's Animal Kingdom Theme Park Resort Area","995"
"2014-10-23","30+","Disney's BoardWalk","181"
"2014-10-23","30+","Disney's Hollywood Studios","5009"
"2014-10-23","30+","Downtown Disney Resort Area","138"
"2014-10-23","30+","Epcot","8085"
"2014-10-23","30+","Epcot Resort Area","1540"
"2014-10-23","30+","Magic Kingdom Park","4960"
"2014-10-23","30+","Magic Kingdom Resort Area","9064"
"2014-10-24","30+","Destination","235"
"2014-10-24","30+","Disney Springs","2520"
"2014-10-24","30+","Disney's Animal Kingdom Theme Park","3169"
"2014-10-24","30+","Disney's Animal Kingdom Theme Park Resort Area","1193"
"2014-10-24","30+","Disney's BoardWalk","200"
"2014-10-24","30+","Disney's Hollywood Studios","4763"
"2014-10-24","30+","Downtown Disney Resort Area","109"
"2014-10-24","30+","Epcot","8878"
"2014-10-24","30+","Epcot Resort Area","1623"
"2014-10-24","30+","Magic Kingdom Park","5249"
"2014-10-24","30+","Magic Kingdom Resort Area","8718"
"2014-10-25","30+","Destination","356"
"2014-10-25","30+","Disney Springs","2438"
"2014-10-25","30+","Disney's Animal Kingdom Theme Park","2553"
"2014-10-25","30+","Disney's Animal Kingdom Theme Park Resort Area","1118"
"2014-10-25","30+","Disney's BoardWalk","127"
"2014-10-25","30+","Disney's Hollywood Studios","4766"
"2014-10-25","30+","Downtown Disney Resort Area","160"
"2014-10-25","30+","Epcot","8505"
"2014-10-25","30+","Epcot Resort Area","1394"
"2014-10-25","30+","Magic Kingdom Park","6245"
"2014-10-25","30+","Magic Kingdom Resort Area","9484"
"2014-10-26","30+","Destination","381"
"2014-10-26","30+","Disney Springs","3059"
"2014-10-26","30+","Disney's Animal Kingdom Theme Park","2592"
"2014-10-26","30+","Disney's Animal Kingdom Theme Park Resort Area","1365"
"2014-10-26","30+","Disney's BoardWalk","227"
"2014-10-26","30+","Disney's Hollywood Studios","5251"
"2014-10-26","30+","Downtown Disney Resort Area","224"
"2014-10-26","30+","Epcot","7378"
"2014-10-26","30+","Epcot Resort Area","1568"
"2014-10-26","30+","Magic Kingdom Park","5292"
"2014-10-26","30+","Magic Kingdom Resort Area","8464"
"2014-10-27","30+","Destination","195"
"2014-10-27","30+","Disney Springs","2400"
"2014-10-27","30+","Disney's Animal Kingdom Theme Park","2769"
"2014-10-27","30+","Disney's Animal Kingdom Theme Park Resort Area","1120"
"2014-10-27","30+","Disney's BoardWalk","164"
"2014-10-27","30+","Disney's Hollywood Studios","5090"
"2014-10-27","30+","Downtown Disney Resort Area","143"
"2014-10-27","30+","Epcot","8229"
"2014-10-27","30+","Epcot Resort Area","1419"
"2014-10-27","30+","Magic Kingdom Park","7241"
"2014-10-27","30+","Magic Kingdom Resort Area","8064"
"2014-10-28","30+","Destination","212"
"2014-10-28","30+","Disney Springs","2589"
"2014-10-28","30+","Disney's Animal Kingdom Theme Park","2742"
"2014-10-28","30+","Disney's Animal Kingdom Theme Park Resort Area","1041"
"2014-10-28","30+","Disney's BoardWalk","128"
"2014-10-28","30+","Disney's Hollywood Studios","5226"
"2014-10-28","30+","Downtown Disney Resort Area","99"
"2014-10-28","30+","Epcot","8042"
"2014-10-28","30+","Epcot Resort Area","1398"
"2014-10-28","30+","Magic Kingdom Park","5299"
"2014-10-28","30+","Magic Kingdom Resort Area","8462"
"2014-10-29","30+","Destination","262"
"2014-10-29","30+","Disney Springs","2563"
"2014-10-29","30+","Disney's Animal Kingdom Theme Park","2675"
"2014-10-29","30+","Disney's Animal Kingdom Theme Park Resort Area","1055"
"2014-10-29","30+","Disney's BoardWalk","181"
"2014-10-29","30+","Disney's Hollywood Studios","5007"
"2014-10-29","30+","Downtown Disney Resort Area","136"
"2014-10-29","30+","Epcot","9760"
"2014-10-29","30+","Epcot Resort Area","1463"
"2014-10-29","30+","Magic Kingdom Park","6496"
"2014-10-29","30+","Magic Kingdom Resort Area","8601"
"2014-10-30","30+","Destination","255"
"2014-10-30","30+","Disney Springs","3107"
"2014-10-30","30+","Disney's Animal Kingdom Theme Park","2753"
"2014-10-30","30+","Disney's Animal Kingdom Theme Park Resort Area","1145"
"2014-10-30","30+","Disney's BoardWalk","179"
"2014-10-30","30+","Disney's Hollywood Studios","4947"
"2014-10-30","30+","Downtown Disney Resort Area","189"
"2014-10-30","30+","Epcot","8872"
"2014-10-30","30+","Epcot Resort Area","1707"
"2014-10-30","30+","Magic Kingdom Park","5313"
"2014-10-30","30+","Magic Kingdom Resort Area","9427"
"2014-10-31","30+","Destination","296"
"2014-10-31","30+","Disney Springs","2959"
"2014-10-31","30+","Disney's Animal Kingdom Theme Park","2842"
"2014-10-31","30+","Disney's Animal Kingdom Theme Park Resort Area","1192"
"2014-10-31","30+","Disney's BoardWalk","158"
"2014-10-31","30+","Disney's Hollywood Studios","4786"
"2014-10-31","30+","Downtown Disney Resort Area","131"
"2014-10-31","30+","Epcot","8012"
"2014-10-31","30+","Epcot Resort Area","1729"
"2014-10-31","30+","Magic Kingdom Park","5702"
"2014-10-31","30+","Magic Kingdom Resort Area","9558"
"2014-11-01","30+","Destination","524"
"2014-11-01","30+","Disney Springs","3430"
"2014-11-01","30+","Disney's Animal Kingdom Theme Park","3012"
"2014-11-01","30+","Disney's Animal Kingdom Theme Park Resort Area","1630"
"2014-11-01","30+","Disney's BoardWalk","252"
"2014-11-01","30+","Disney's Hollywood Studios","5066"
"2014-11-01","30+","Downtown Disney Resort Area","207"
"2014-11-01","30+","Epcot","10105"
"2014-11-01","30+","Epcot Resort Area","1835"
"2014-11-01","30+","Magic Kingdom Park","6951"
"2014-11-01","30+","Magic Kingdom Resort Area","10419"
"2014-11-02","30+","Destination","366"
"2014-11-02","30+","Disney Springs","3369"
"2014-11-02","30+","Disney's Animal Kingdom Theme Park","3287"
"2014-11-02","30+","Disney's Animal Kingdom Theme Park Resort Area","1433"
"2014-11-02","30+","Disney's BoardWalk","283"
"2014-11-02","30+","Disney's Hollywood Studios","5677"
"2014-11-02","30+","Downtown Disney Resort Area","208"
"2014-11-02","30+","Epcot","8980"
"2014-11-02","30+","Epcot Resort Area","1866"
"2014-11-02","30+","Magic Kingdom Park","6730"
"2014-11-02","30+","Magic Kingdom Resort Area","9661"
"2014-11-03","30+","Destination","344"
"2014-11-03","30+","Disney Springs","2572"
"2014-11-03","30+","Disney's Animal Kingdom Theme Park","3162"
"2014-11-03","30+","Disney's Animal Kingdom Theme Park Resort Area","1468"
"2014-11-03","30+","Disney's BoardWalk","199"
"2014-11-03","30+","Disney's Hollywood Studios","5467"
"2014-11-03","30+","Downtown Disney Resort Area","85"
"2014-11-03","30+","Epcot","10006"
"2014-11-03","30+","Epcot Resort Area","1772"
"2014-11-03","30+","Magic Kingdom Park","6622"
"2014-11-03","30+","Magic Kingdom Resort Area","9058"
"2014-11-04","30+","Destination","193"
"2014-11-04","30+","Disney Springs","2693"
"2014-11-04","30+","Disney's Animal Kingdom Theme Park","2932"
"2014-11-04","30+","Disney's Animal Kingdom Theme Park Resort Area","1210"
"2014-11-04","30+","Disney's BoardWalk","214"
"2014-11-04","30+","Disney's Hollywood Studios","5136"
"2014-11-04","30+","Downtown Disney Resort Area","145"
"2014-11-04","30+","Epcot","8703"
"2014-11-04","30+","Epcot Resort Area","1761"
"2014-11-04","30+","Magic Kingdom Park","6133"
"2014-11-04","30+","Magic Kingdom Resort Area","9597"
"2014-11-05","30+","Destination","195"
"2014-11-05","30+","Disney Springs","2421"
"2014-11-05","30+","Disney's Animal Kingdom Theme Park","2542"
"2014-11-05","30+","Disney's Animal Kingdom Theme Park Resort Area","1093"
"2014-11-05","30+","Disney's BoardWalk","167"
"2014-11-05","30+","Disney's Hollywood Studios","4926"
"2014-11-05","30+","Downtown Disney Resort Area","204"
"2014-11-05","30+","Epcot","10376"
"2014-11-05","30+","Epcot Resort Area","1851"
"2014-11-05","30+","Magic Kingdom Park","5711"
"2014-11-05","30+","Magic Kingdom Resort Area","8930"
"2014-11-06","30+","Destination","219"
"2014-11-06","30+","Disney Springs","2709"
"2014-11-06","30+","Disney's Animal Kingdom Theme Park","2744"
"2014-11-06","30+","Disney's Animal Kingdom Theme Park Resort Area","1122"
"2014-11-06","30+","Disney's BoardWalk","223"
"2014-11-06","30+","Disney's Hollywood Studios","4649"
"2014-11-06","30+","Downtown Disney Resort Area","149"
"2014-11-06","30+","Epcot","8768"
"2014-11-06","30+","Epcot Resort Area","1626"
"2014-11-06","30+","Magic Kingdom Park","6106"
"2014-11-06","30+","Magic Kingdom Resort Area","9895"
"2014-11-07","30+","Destination","307"
"2014-11-07","30+","Disney Springs","2607"
"2014-11-07","30+","Disney's Animal Kingdom Theme Park","2783"
"2014-11-07","30+","Disney's Animal Kingdom Theme Park Resort Area","1093"
"2014-11-07","30+","Disney's BoardWalk","172"
"2014-11-07","30+","Disney's Hollywood Studios","5421"
"2014-11-07","30+","Downtown Disney Resort Area","88"
"2014-11-07","30+","Epcot","7942"
"2014-11-07","30+","Epcot Resort Area","1791"
"2014-11-07","30+","Magic Kingdom Park","5524"
"2014-11-07","30+","Magic Kingdom Resort Area","9341"
"2014-11-08","30+","Destination","334"
"2014-11-08","30+","Disney Springs","2717"
"2014-11-08","30+","Disney's Animal Kingdom Theme Park","2882"
"2014-11-08","30+","Disney's Animal Kingdom Theme Park Resort Area","1277"
"2014-11-08","30+","Disney's BoardWalk","168"
"2014-11-08","30+","Disney's Hollywood Studios","4359"
"2014-11-08","30+","Downtown Disney Resort Area","158"
"2014-11-08","30+","Epcot","7478"
"2014-11-08","30+","Epcot Resort Area","1639"
"2014-11-08","30+","Four Seasons Resort Orlando at Walt Disney World Resort","19"
"2014-11-08","30+","Magic Kingdom Park","6402"
"2014-11-08","30+","Magic Kingdom Resort Area","9657"
"2014-11-09","30+","Destination","386"
"2014-11-09","30+","Disney Springs","3337"
"2014-11-09","30+","Disney's Animal Kingdom Theme Park","2970"
"2014-11-09","30+","Disney's Animal Kingdom Theme Park Resort Area","1538"
"2014-11-09","30+","Disney's BoardWalk","219"
"2014-11-09","30+","Disney's Hollywood Studios","5803"
"2014-11-09","30+","Downtown Disney Resort Area","208"
"2014-11-09","30+","Epcot","8856"
"2014-11-09","30+","Epcot Resort Area","1951"
"2014-11-09","30+","Magic Kingdom Park","7291"
"2014-11-09","30+","Magic Kingdom Resort Area","9391"
"2014-11-10","30+","Destination","375"
"2014-11-10","30+","Disney Springs","2649"
"2014-11-10","30+","Disney's Animal Kingdom Theme Park","3238"
"2014-11-10","30+","Disney's Animal Kingdom Theme Park Resort Area","1307"
"2014-11-10","30+","Disney's BoardWalk","221"
"2014-11-10","30+","Disney's Hollywood Studios","6577"
"2014-11-10","30+","Downtown Disney Resort Area","166"
"2014-11-10","30+","Epcot","8656"
"2014-11-10","30+","Epcot Resort Area","1809"
"2014-11-10","30+","Magic Kingdom Park","5714"
"2014-11-10","30+","Magic Kingdom Resort Area","9336"
"2014-11-11","30+","Destination","383"
"2014-11-11","30+","Disney Springs","2828"
"2014-11-11","30+","Disney's Animal Kingdom Theme Park","3285"
"2014-11-11","30+","Disney's Animal Kingdom Theme Park Resort Area","1411"
"2014-11-11","30+","Disney's BoardWalk","171"
"2014-11-11","30+","Disney's Hollywood Studios","6085"
"2014-11-11","30+","Downtown Disney Resort Area","127"
"2014-11-11","30+","Epcot","8681"
"2014-11-11","30+","Epcot Resort Area","1803"
"2014-11-11","30+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2014-11-11","30+","Magic Kingdom Park","6435"
"2014-11-11","30+","Magic Kingdom Resort Area","10344"
"2014-11-12","30+","Destination","319"
"2014-11-12","30+","Disney Springs","2808"
"2014-11-12","30+","Disney's Animal Kingdom Theme Park","3387"
"2014-11-12","30+","Disney's Animal Kingdom Theme Park Resort Area","1433"
"2014-11-12","30+","Disney's BoardWalk","145"
"2014-11-12","30+","Disney's Hollywood Studios","6174"
"2014-11-12","30+","Downtown Disney Resort Area","202"
"2014-11-12","30+","Epcot","8910"
"2014-11-12","30+","Epcot Resort Area","1732"
"2014-11-12","30+","Magic Kingdom Park","6269"
"2014-11-12","30+","Magic Kingdom Resort Area","9759"
"2014-11-13","30+","Destination","362"
"2014-11-13","30+","Disney Springs","2921"
"2014-11-13","30+","Disney's Animal Kingdom Theme Park","3326"
"2014-11-13","30+","Disney's Animal Kingdom Theme Park Resort Area","1381"
"2014-11-13","30+","Disney's BoardWalk","134"
"2014-11-13","30+","Disney's Hollywood Studios","5832"
"2014-11-13","30+","Downtown Disney Resort Area","145"
"2014-11-13","30+","Epcot","8515"
"2014-11-13","30+","Epcot Resort Area","1673"
"2014-11-13","30+","Four Seasons Resort Orlando at Walt Disney World Resort","23"
"2014-11-13","30+","Magic Kingdom Park","5618"
"2014-11-13","30+","Magic Kingdom Resort Area","10634"
"2014-11-14","30+","Destination","324"
"2014-11-14","30+","Disney Springs","2972"
"2014-11-14","30+","Disney's Animal Kingdom Theme Park","3285"
"2014-11-14","30+","Disney's Animal Kingdom Theme Park Resort Area","1410"
"2014-11-14","30+","Disney's BoardWalk","190"
"2014-11-14","30+","Disney's Hollywood Studios","5894"
"2014-11-14","30+","Downtown Disney Resort Area","164"
"2014-11-14","30+","Epcot","10797"
"2014-11-14","30+","Epcot Resort Area","1779"
"2014-11-14","30+","Magic Kingdom Park","5080"
"2014-11-14","30+","Magic Kingdom Resort Area","9498"
"2014-11-15","30+","Destination","464"
"2014-11-15","30+","Disney Springs","3316"
"2014-11-15","30+","Disney's Animal Kingdom Theme Park","3131"
"2014-11-15","30+","Disney's Animal Kingdom Theme Park Resort Area","1413"
"2014-11-15","30+","Disney's BoardWalk","134"
"2014-11-15","30+","Disney's Hollywood Studios","5668"
"2014-11-15","30+","Downtown Disney Resort Area","256"
"2014-11-15","30+","Epcot","8349"
"2014-11-15","30+","Epcot Resort Area","1780"
"2014-11-15","30+","Four Seasons Resort Orlando at Walt Disney World Resort","42"
"2014-11-15","30+","Magic Kingdom Park","6838"
"2014-11-15","30+","Magic Kingdom Resort Area","10752"
"2014-11-16","30+","Destination","488"
"2014-11-16","30+","Disney Springs","3195"
"2014-11-16","30+","Disney's Animal Kingdom Theme Park","3035"
"2014-11-16","30+","Disney's Animal Kingdom Theme Park Resort Area","1374"
"2014-11-16","30+","Disney's BoardWalk","133"
"2014-11-16","30+","Disney's Hollywood Studios","6332"
"2014-11-16","30+","Downtown Disney Resort Area","250"
"2014-11-16","30+","Epcot","8722"
"2014-11-16","30+","Epcot Resort Area","1959"
"2014-11-16","30+","Magic Kingdom Park","5491"
"2014-11-16","30+","Magic Kingdom Resort Area","9614"
"2014-11-17","30+","Destination","384"
"2014-11-17","30+","Disney Springs","3193"
"2014-11-17","30+","Disney's Animal Kingdom Theme Park","2988"
