SCENARIO_ID,DRVR_VAL_BUS_DT,DRVR_ABBR_NM,DLY_DRVR_VAL
2,10/13/14,WAK_Attendance,24000
2,10/13/14,WEC_Attendance,37000
2,10/13/14,WMK_Attendance,38000
2,10/13/14,WST_Attendance,28000
2,10/14/14,WAK_Attendance,20000
2,10/14/14,WEC_Attendance,33000
2,10/14/14,WMK_Attendance,53000
2,10/14/14,WST_Attendance,25000
2,10/15/14,WAK_Attendance,20000
2,10/15/14,WEC_Attendance,33000
2,10/15/14,WMK_Attendance,49000
2,10/15/14,WST_Attendance,25000
2,10/16/14,WAK_Attendance,21000
2,10/16/14,WEC_Attendance,36000
2,10/16/14,WMK_Attendance,36000
2,10/16/14,WST_Attendance,23000
2,10/17/14,WAK_Attendance,25000
2,10/17/14,WEC_Attendance,41000
2,10/17/14,WMK_Attendance,39000
2,10/17/14,WST_Attendance,25000
2,10/18/14,WAK_Attendance,23000
2,10/18/14,WEC_Attendance,43000
2,10/18/14,WMK_Attendance,58000
2,10/18/14,WST_Attendance,29000
2,10/19/14,WAK_Attendance,21000
2,10/19/14,WEC_Attendance,37000
2,10/19/14,WMK_Attendance,40000
2,10/19/14,WST_Attendance,28000
2,10/20/14,WAK_Attendance,21000
2,10/20/14,WEC_Attendance,34000
2,10/20/14,WMK_Attendance,53000
2,10/20/14,WST_Attendance,22000
2,10/21/14,WAK_Attendance,20000
2,10/21/14,WEC_Attendance,34000
2,10/21/14,WMK_Attendance,31000
2,10/21/14,WST_Attendance,22000
2,10/22/14,WAK_Attendance,18000
2,10/22/14,WEC_Attendance,34000
2,10/22/14,WMK_Attendance,45000
2,10/22/14,WST_Attendance,23000
2,10/23/14,WAK_Attendance,21000
2,10/23/14,WEC_Attendance,35000
2,10/23/14,WMK_Attendance,38000
2,10/23/14,WST_Attendance,22000
2,10/24/14,WAK_Attendance,24000
2,10/24/14,WEC_Attendance,40000
2,10/24/14,WMK_Attendance,39000
2,10/24/14,WST_Attendance,23000
2,10/25/14,WAK_Attendance,23000
2,10/25/14,WEC_Attendance,41000
2,10/25/14,WMK_Attendance,56000
2,10/25/14,WST_Attendance,27000
2,10/26/14,WAK_Attendance,23000
2,10/26/14,WEC_Attendance,37000
2,10/26/14,WMK_Attendance,37000
2,10/26/14,WST_Attendance,27000
2,10/27/14,WAK_Attendance,18000
2,10/27/14,WEC_Attendance,31000
2,10/27/14,WMK_Attendance,44000
2,10/27/14,WST_Attendance,20000
2,10/28/14,WAK_Attendance,17000
2,10/28/14,WEC_Attendance,29000
2,10/28/14,WMK_Attendance,28000
2,10/28/14,WST_Attendance,20000
2,10/29/14,WAK_Attendance,17000
2,10/29/14,WEC_Attendance,30000
2,10/29/14,WMK_Attendance,38000
2,10/29/14,WST_Attendance,20000
2,10/30/14,WAK_Attendance,18000
2,10/30/14,WEC_Attendance,26000
2,10/30/14,WMK_Attendance,32000
2,10/30/14,WST_Attendance,20000
2,10/31/14,WAK_Attendance,18000
2,10/31/14,WEC_Attendance,33000
2,10/31/14,WMK_Attendance,30000
2,10/31/14,WST_Attendance,20000
2,11/1/14,WAK_Attendance,18000
2,11/1/14,WEC_Attendance,42000
2,11/1/14,WMK_Attendance,56000
2,11/1/14,WST_Attendance,25000
2,11/2/14,WAK_Attendance,22000
2,11/2/14,WEC_Attendance,38000
2,11/2/14,WMK_Attendance,47000
2,11/2/14,WST_Attendance,24000
2,11/3/14,WAK_Attendance,19000
2,11/3/14,WEC_Attendance,30000
2,11/3/14,WMK_Attendance,45000
2,11/3/14,WST_Attendance,22000
2,11/4/14,WAK_Attendance,18000
2,11/4/14,WEC_Attendance,30000
2,11/4/14,WMK_Attendance,41000
2,11/4/14,WST_Attendance,22000
2,11/5/14,WAK_Attendance,18000
2,11/5/14,WEC_Attendance,32000
2,11/5/14,WMK_Attendance,39000
2,11/5/14,WST_Attendance,21000
2,11/6/14,WAK_Attendance,19000
2,11/6/14,WEC_Attendance,32000
2,11/6/14,WMK_Attendance,49000
2,11/6/14,WST_Attendance,21000
2,11/7/14,WAK_Attendance,25000
2,11/7/14,WEC_Attendance,40000
2,11/7/14,WMK_Attendance,43000
2,11/7/14,WST_Attendance,29000
2,11/8/14,WAK_Attendance,27000
2,11/8/14,WEC_Attendance,43000
2,11/8/14,WMK_Attendance,59000
2,11/8/14,WST_Attendance,33000
2,11/9/14,WAK_Attendance,25000
2,11/9/14,WEC_Attendance,42000
2,11/9/14,WMK_Attendance,54000
2,11/9/14,WST_Attendance,28000
2,11/10/14,WAK_Attendance,18000
2,11/10/14,WEC_Attendance,36000
2,11/10/14,WMK_Attendance,39000
2,11/10/14,WST_Attendance,26000
2,11/11/14,WAK_Attendance,18000
2,11/11/14,WEC_Attendance,24000
2,11/11/14,WMK_Attendance,48000
2,11/11/14,WST_Attendance,24000
2,11/12/14,WAK_Attendance,20000
2,11/12/14,WEC_Attendance,21000
2,11/12/14,WMK_Attendance,38000
2,11/12/14,WST_Attendance,23000
2,11/13/14,WAK_Attendance,21000
2,11/13/14,WEC_Attendance,23000
2,11/13/14,WMK_Attendance,37000
2,11/13/14,WST_Attendance,23000
2,11/14/14,WAK_Attendance,18000
2,11/14/14,WEC_Attendance,28000
2,11/14/14,WMK_Attendance,37000
2,11/14/14,WST_Attendance,25000
2,11/15/14,WAK_Attendance,20000
2,11/15/14,WEC_Attendance,27000
2,11/15/14,WMK_Attendance,56000
2,11/15/14,WST_Attendance,28000
2,11/16/14,WAK_Attendance,19000
2,11/16/14,WEC_Attendance,25000
2,11/16/14,WMK_Attendance,43000
2,11/16/14,WST_Attendance,26000
2,11/17/14,WAK_Attendance,18000
2,11/17/14,WEC_Attendance,23000
2,11/17/14,WMK_Attendance,38000
2,11/17/14,WST_Attendance,22000
2,11/18/14,WAK_Attendance,18000
2,11/18/14,WEC_Attendance,22000
2,11/18/14,WMK_Attendance,41000
2,11/18/14,WST_Attendance,21000
2,11/19/14,WAK_Attendance,18000
2,11/19/14,WEC_Attendance,20000
2,11/19/14,WMK_Attendance,39000
2,11/19/14,WST_Attendance,23000
2,11/20/14,WAK_Attendance,17000
2,11/20/14,WEC_Attendance,23000
2,11/20/14,WMK_Attendance,37000
2,11/20/14,WST_Attendance,15000
2,11/21/14,WAK_Attendance,16000
2,11/21/14,WEC_Attendance,27000
2,11/21/14,WMK_Attendance,39000
2,11/21/14,WST_Attendance,24000
2,11/22/14,WAK_Attendance,22000
2,11/22/14,WEC_Attendance,29000
2,11/22/14,WMK_Attendance,61000
2,11/22/14,WST_Attendance,29000
2,11/23/14,WAK_Attendance,30000
2,11/23/14,WEC_Attendance,31000
2,11/23/14,WMK_Attendance,61000
2,11/23/14,WST_Attendance,30000
2,11/24/14,WAK_Attendance,29000
2,11/24/14,WEC_Attendance,33000
2,11/24/14,WMK_Attendance,66000
2,11/24/14,WST_Attendance,35000
2,11/25/14,WAK_Attendance,30000
2,11/25/14,WEC_Attendance,35000
2,11/25/14,WMK_Attendance,60000
2,11/25/14,WST_Attendance,34000
2,11/26/14,WAK_Attendance,35000
2,11/26/14,WEC_Attendance,36000
2,11/26/14,WMK_Attendance,70000
2,11/26/14,WST_Attendance,39000
2,11/27/14,WAK_Attendance,27000
2,11/27/14,WEC_Attendance,33000
2,11/27/14,WMK_Attendance,64000
2,11/27/14,WST_Attendance,32000
2,11/28/14,WAK_Attendance,29000
2,11/28/14,WEC_Attendance,41000
2,11/28/14,WMK_Attendance,61000
2,11/28/14,WST_Attendance,34000
2,11/29/14,WAK_Attendance,26000
2,11/29/14,WEC_Attendance,36000
2,11/29/14,WMK_Attendance,60000
2,11/29/14,WST_Attendance,35000
2,11/30/14,WAK_Attendance,19000
2,11/30/14,WEC_Attendance,29000
2,11/30/14,WMK_Attendance,41000
2,11/30/14,WST_Attendance,26000
2,12/1/14,WAK_Attendance,18000
2,12/1/14,WEC_Attendance,26000
2,12/1/14,WMK_Attendance,50000
2,12/1/14,WST_Attendance,23000
2,12/2/14,WAK_Attendance,19000
2,12/2/14,WEC_Attendance,29000
2,12/2/14,WMK_Attendance,36000
2,12/2/14,WST_Attendance,23000
2,12/3/14,WAK_Attendance,19000
2,12/3/14,WEC_Attendance,24000
2,12/3/14,WMK_Attendance,46000
2,12/3/14,WST_Attendance,24000
2,12/4/14,WAK_Attendance,19000
2,12/4/14,WEC_Attendance,26000
2,12/4/14,WMK_Attendance,39000
2,12/4/14,WST_Attendance,24000
2,12/5/14,WAK_Attendance,19000
2,12/5/14,WEC_Attendance,33000
2,12/5/14,WMK_Attendance,37000
2,12/5/14,WST_Attendance,27000
2,12/6/14,WAK_Attendance,20000
2,12/6/14,WEC_Attendance,32000
2,12/6/14,WMK_Attendance,61000
2,12/6/14,WST_Attendance,30000
2,12/7/14,WAK_Attendance,22000
2,12/7/14,WEC_Attendance,31000
2,12/7/14,WMK_Attendance,42000
2,12/7/14,WST_Attendance,30000
2,12/8/14,WAK_Attendance,17000
2,12/8/14,WEC_Attendance,24000
2,12/8/14,WMK_Attendance,53000
2,12/8/14,WST_Attendance,24000
2,12/9/14,WAK_Attendance,18000
2,12/9/14,WEC_Attendance,28000
2,12/9/14,WMK_Attendance,39000
2,12/9/14,WST_Attendance,25000
2,12/10/14,WAK_Attendance,21000
2,12/10/14,WEC_Attendance,28000
2,12/10/14,WMK_Attendance,46000
2,12/10/14,WST_Attendance,17000
2,12/11/14,WAK_Attendance,19000
2,12/11/14,WEC_Attendance,27000
2,12/11/14,WMK_Attendance,38000
2,12/11/14,WST_Attendance,26000
2,12/12/14,WAK_Attendance,19000
2,12/12/14,WEC_Attendance,34000
2,12/12/14,WMK_Attendance,39000
2,12/12/14,WST_Attendance,29000
2,12/13/14,WAK_Attendance,21000
2,12/13/14,WEC_Attendance,33000
2,12/13/14,WMK_Attendance,61000
2,12/13/14,WST_Attendance,32000
2,12/14/14,WAK_Attendance,19000
2,12/14/14,WEC_Attendance,30000
2,12/14/14,WMK_Attendance,41000
2,12/14/14,WST_Attendance,32000
2,12/15/14,WAK_Attendance,20000
2,12/15/14,WEC_Attendance,28000
2,12/15/14,WMK_Attendance,56000
2,12/15/14,WST_Attendance,27000
2,12/16/14,WAK_Attendance,22000
2,12/16/14,WEC_Attendance,31000
2,12/16/14,WMK_Attendance,38000
2,12/16/14,WST_Attendance,27000
2,12/17/14,WAK_Attendance,23000
2,12/17/14,WEC_Attendance,26000
2,12/17/14,WMK_Attendance,57000
2,12/17/14,WST_Attendance,28000
2,12/18/14,WAK_Attendance,20000
2,12/18/14,WEC_Attendance,31000
2,12/18/14,WMK_Attendance,43000
2,12/18/14,WST_Attendance,28000
2,12/19/14,WAK_Attendance,20000
2,12/19/14,WEC_Attendance,35000
2,12/19/14,WMK_Attendance,41000
2,12/19/14,WST_Attendance,29000
2,12/20/14,WAK_Attendance,25000
2,12/20/14,WEC_Attendance,37000
2,12/20/14,WMK_Attendance,68000
2,12/20/14,WST_Attendance,33000
2,12/21/14,WAK_Attendance,28000
2,12/21/14,WEC_Attendance,38000
2,12/21/14,WMK_Attendance,62000
2,12/21/14,WST_Attendance,30000
2,12/22/14,WAK_Attendance,28000
2,12/22/14,WEC_Attendance,37000
2,12/22/14,WMK_Attendance,64000
2,12/22/14,WST_Attendance,33000
2,12/23/14,WAK_Attendance,29000
2,12/23/14,WEC_Attendance,39000
2,12/23/14,WMK_Attendance,70000
2,12/23/14,WST_Attendance,34000
2,12/24/14,WAK_Attendance,30000
2,12/24/14,WEC_Attendance,42000
2,12/24/14,WMK_Attendance,76000
2,12/24/14,WST_Attendance,38000
2,12/25/14,WAK_Attendance,30000
2,12/25/14,WEC_Attendance,48000
2,12/25/14,WMK_Attendance,76000
2,12/25/14,WST_Attendance,34000
2,12/26/14,WAK_Attendance,34000
2,12/26/14,WEC_Attendance,45000
2,12/26/14,WMK_Attendance,76000
2,12/26/14,WST_Attendance,41000
2,12/27/14,WAK_Attendance,37000
2,12/27/14,WEC_Attendance,44000
2,12/27/14,WMK_Attendance,78000
2,12/27/14,WST_Attendance,44000
2,12/28/14,WAK_Attendance,33000
2,12/28/14,WEC_Attendance,44000
2,12/28/14,WMK_Attendance,72000
2,12/28/14,WST_Attendance,37000
2,12/29/14,WAK_Attendance,38000
2,12/29/14,WEC_Attendance,50000
2,12/29/14,WMK_Attendance,77000
2,12/29/14,WST_Attendance,42000
2,12/30/14,WAK_Attendance,39000
2,12/30/14,WEC_Attendance,48000
2,12/30/14,WMK_Attendance,76000
2,12/30/14,WST_Attendance,44000
2,12/31/14,WAK_Attendance,28000
2,12/31/14,WEC_Attendance,86000
2,12/31/14,WMK_Attendance,76000
2,12/31/14,WST_Attendance,47000
2,1/1/15,WAK_Attendance,26000
2,1/1/15,WEC_Attendance,41000
2,1/1/15,WMK_Attendance,71000
2,1/1/15,WST_Attendance,35000
2,1/2/15,WAK_Attendance,29000
2,1/2/15,WEC_Attendance,36000
2,1/2/15,WMK_Attendance,71000
2,1/2/15,WST_Attendance,37000
2,1/3/15,WAK_Attendance,24000
2,1/3/15,WEC_Attendance,32000
2,1/3/15,WMK_Attendance,58000
2,1/3/15,WST_Attendance,32000
2,1/4/15,WAK_Attendance,26000
2,1/4/15,WEC_Attendance,30000
2,1/4/15,WMK_Attendance,52000
2,1/4/15,WST_Attendance,29000
2,1/5/15,WAK_Attendance,18000
2,1/5/15,WEC_Attendance,24000
2,1/5/15,WMK_Attendance,47000
2,1/5/15,WST_Attendance,26000
2,1/6/15,WAK_Attendance,16000
2,1/6/15,WEC_Attendance,25000
2,1/6/15,WMK_Attendance,32000
2,1/6/15,WST_Attendance,21000
2,1/7/15,WAK_Attendance,17000
2,1/7/15,WEC_Attendance,24000
2,1/7/15,WMK_Attendance,37000
2,1/7/15,WST_Attendance,22000
2,1/8/15,WAK_Attendance,16000
2,1/8/15,WEC_Attendance,23000
2,1/8/15,WMK_Attendance,41000
2,1/8/15,WST_Attendance,20000
2,1/9/15,WAK_Attendance,19000
2,1/9/15,WEC_Attendance,27000
2,1/9/15,WMK_Attendance,45000
2,1/9/15,WST_Attendance,21000
2,1/10/15,WAK_Attendance,23000
2,1/10/15,WEC_Attendance,28000
2,1/10/15,WMK_Attendance,57000
2,1/10/15,WST_Attendance,25000
2,1/11/15,WAK_Attendance,19000
2,1/11/15,WEC_Attendance,30000
2,1/11/15,WMK_Attendance,44000
2,1/11/15,WST_Attendance,21000
2,1/12/15,WAK_Attendance,17000
2,1/12/15,WEC_Attendance,19000
2,1/12/15,WMK_Attendance,42000
2,1/12/15,WST_Attendance,21000
2,1/13/15,WAK_Attendance,15000
2,1/13/15,WEC_Attendance,21000
2,1/13/15,WMK_Attendance,35000
2,1/13/15,WST_Attendance,17000
2,1/14/15,WAK_Attendance,16000
2,1/14/15,WEC_Attendance,20000
2,1/14/15,WMK_Attendance,35000
2,1/14/15,WST_Attendance,19000
2,1/15/15,WAK_Attendance,14000
2,1/15/15,WEC_Attendance,19000
2,1/15/15,WMK_Attendance,42000
2,1/15/15,WST_Attendance,18000
2,1/16/15,WAK_Attendance,19000
2,1/16/15,WEC_Attendance,29000
2,1/16/15,WMK_Attendance,50000
2,1/16/15,WST_Attendance,23000
2,1/17/15,WAK_Attendance,24000
2,1/17/15,WEC_Attendance,34000
2,1/17/15,WMK_Attendance,58000
2,1/17/15,WST_Attendance,31000
2,1/18/15,WAK_Attendance,29000
2,1/18/15,WEC_Attendance,35000
2,1/18/15,WMK_Attendance,56000
2,1/18/15,WST_Attendance,32000
2,1/19/15,WAK_Attendance,24000
2,1/19/15,WEC_Attendance,31000
2,1/19/15,WMK_Attendance,51000
2,1/19/15,WST_Attendance,29000
2,1/20/15,WAK_Attendance,17000
2,1/20/15,WEC_Attendance,24000
2,1/20/15,WMK_Attendance,45000
2,1/20/15,WST_Attendance,20000
2,1/21/15,WAK_Attendance,18000
2,1/21/15,WEC_Attendance,22000
2,1/21/15,WMK_Attendance,34000
2,1/21/15,WST_Attendance,21000
2,1/22/15,WAK_Attendance,17000
2,1/22/15,WEC_Attendance,21000
2,1/22/15,WMK_Attendance,43000
2,1/22/15,WST_Attendance,21000
2,1/23/15,WAK_Attendance,18000
2,1/23/15,WEC_Attendance,25000
2,1/23/15,WMK_Attendance,43000
2,1/23/15,WST_Attendance,21000
2,1/24/15,WAK_Attendance,24000
2,1/24/15,WEC_Attendance,27000
2,1/24/15,WMK_Attendance,55000
2,1/24/15,WST_Attendance,26000
2,1/25/15,WAK_Attendance,22000
2,1/25/15,WEC_Attendance,25000
2,1/25/15,WMK_Attendance,44000
2,1/25/15,WST_Attendance,24000
2,1/26/15,WAK_Attendance,17000
2,1/26/15,WEC_Attendance,21000
2,1/26/15,WMK_Attendance,37000
2,1/26/15,WST_Attendance,20000
2,1/27/15,WAK_Attendance,15000
2,1/27/15,WEC_Attendance,22000
2,1/27/15,WMK_Attendance,33000
2,1/27/15,WST_Attendance,18000
2,1/28/15,WAK_Attendance,17000
2,1/28/15,WEC_Attendance,18000
2,1/28/15,WMK_Attendance,29000
2,1/28/15,WST_Attendance,18000
2,1/29/15,WAK_Attendance,15000
2,1/29/15,WEC_Attendance,19000
2,1/29/15,WMK_Attendance,37000
2,1/29/15,WST_Attendance,17000
2,1/30/15,WAK_Attendance,16000
2,1/30/15,WEC_Attendance,25000
2,1/30/15,WMK_Attendance,44000
2,1/30/15,WST_Attendance,20000
2,1/31/15,WAK_Attendance,23000
2,1/31/15,WEC_Attendance,26000
2,1/31/15,WMK_Attendance,60000
2,1/31/15,WST_Attendance,27000
2,2/1/15,WAK_Attendance,27000
2,2/1/15,WEC_Attendance,23000
2,2/1/15,WMK_Attendance,50000
2,2/1/15,WST_Attendance,23000
2,2/2/15,WAK_Attendance,18000
2,2/2/15,WEC_Attendance,22000
2,2/2/15,WMK_Attendance,45000
2,2/2/15,WST_Attendance,25000
2,2/3/15,WAK_Attendance,17000
2,2/3/15,WEC_Attendance,24000
2,2/3/15,WMK_Attendance,41000
2,2/3/15,WST_Attendance,19000
2,2/4/15,WAK_Attendance,20000
2,2/4/15,WEC_Attendance,22000
2,2/4/15,WMK_Attendance,32000
2,2/4/15,WST_Attendance,20000
2,2/5/15,WAK_Attendance,19000
2,2/5/15,WEC_Attendance,22000
2,2/5/15,WMK_Attendance,43000
2,2/5/15,WST_Attendance,20000
2,2/6/15,WAK_Attendance,19000
2,2/6/15,WEC_Attendance,28000
2,2/6/15,WMK_Attendance,49000
2,2/6/15,WST_Attendance,21000
2,2/7/15,WAK_Attendance,22000
2,2/7/15,WEC_Attendance,29000
2,2/7/15,WMK_Attendance,59000
2,2/7/15,WST_Attendance,32000
2,2/8/15,WAK_Attendance,27000
2,2/8/15,WEC_Attendance,30000
2,2/8/15,WMK_Attendance,52000
2,2/8/15,WST_Attendance,27000
2,2/9/15,WAK_Attendance,18000
2,2/9/15,WEC_Attendance,21000
2,2/9/15,WMK_Attendance,45000
2,2/9/15,WST_Attendance,24000
2,2/10/15,WAK_Attendance,18000
2,2/10/15,WEC_Attendance,23000
2,2/10/15,WMK_Attendance,42000
2,2/10/15,WST_Attendance,19000
2,2/11/15,WAK_Attendance,20000
2,2/11/15,WEC_Attendance,22000
2,2/11/15,WMK_Attendance,38000
2,2/11/15,WST_Attendance,19000
2,2/12/15,WAK_Attendance,19000
2,2/12/15,WEC_Attendance,24000
2,2/12/15,WMK_Attendance,43000
2,2/12/15,WST_Attendance,20000
2,2/13/15,WAK_Attendance,20000
2,2/13/15,WEC_Attendance,36000
2,2/13/15,WMK_Attendance,59000
2,2/13/15,WST_Attendance,22000
2,2/14/15,WAK_Attendance,29000
2,2/14/15,WEC_Attendance,41000
2,2/14/15,WMK_Attendance,69000
2,2/14/15,WST_Attendance,34000
2,2/15/15,WAK_Attendance,35000
2,2/15/15,WEC_Attendance,43000
2,2/15/15,WMK_Attendance,68000
2,2/15/15,WST_Attendance,35000
2,2/16/15,WAK_Attendance,28000
2,2/16/15,WEC_Attendance,34000
2,2/16/15,WMK_Attendance,61000
2,2/16/15,WST_Attendance,32000
2,2/17/15,WAK_Attendance,26000
2,2/17/15,WEC_Attendance,30000
2,2/17/15,WMK_Attendance,59000
2,2/17/15,WST_Attendance,27000
2,2/18/15,WAK_Attendance,27000
2,2/18/15,WEC_Attendance,33000
2,2/18/15,WMK_Attendance,61000
2,2/18/15,WST_Attendance,21000
2,2/19/15,WAK_Attendance,22000
2,2/19/15,WEC_Attendance,29000
2,2/19/15,WMK_Attendance,54000
2,2/19/15,WST_Attendance,26000
2,2/20/15,WAK_Attendance,22000
2,2/20/15,WEC_Attendance,31000
2,2/20/15,WMK_Attendance,52000
2,2/20/15,WST_Attendance,23000
2,2/21/15,WAK_Attendance,25000
2,2/21/15,WEC_Attendance,33000
2,2/21/15,WMK_Attendance,63000
2,2/21/15,WST_Attendance,29000
2,2/22/15,WAK_Attendance,23000
2,2/22/15,WEC_Attendance,29000
2,2/22/15,WMK_Attendance,47000
2,2/22/15,WST_Attendance,21000
2,2/23/15,WAK_Attendance,17000
2,2/23/15,WEC_Attendance,24000
2,2/23/15,WMK_Attendance,46000
2,2/23/15,WST_Attendance,23000
2,2/24/15,WAK_Attendance,17000
2,2/24/15,WEC_Attendance,25000
2,2/24/15,WMK_Attendance,44000
2,2/24/15,WST_Attendance,20000
2,2/25/15,WAK_Attendance,21000
2,2/25/15,WEC_Attendance,23000
2,2/25/15,WMK_Attendance,42000
2,2/25/15,WST_Attendance,21000
2,2/26/15,WAK_Attendance,17000
2,2/26/15,WEC_Attendance,23000
2,2/26/15,WMK_Attendance,44000
2,2/26/15,WST_Attendance,21000
2,2/27/15,WAK_Attendance,20000
2,2/27/15,WEC_Attendance,28000
2,2/27/15,WMK_Attendance,53000
2,2/27/15,WST_Attendance,21000
2,2/28/15,WAK_Attendance,27000
2,2/28/15,WEC_Attendance,32000
2,2/28/15,WMK_Attendance,61000
2,2/28/15,WST_Attendance,25000
2,3/1/15,WAK_Attendance,24000
2,3/1/15,WEC_Attendance,24000
2,3/1/15,WMK_Attendance,53000
2,3/1/15,WST_Attendance,26000
2,3/2/15,WAK_Attendance,21000
2,3/2/15,WEC_Attendance,20000
2,3/2/15,WMK_Attendance,43000
2,3/2/15,WST_Attendance,22000
2,3/3/15,WAK_Attendance,19000
2,3/3/15,WEC_Attendance,23000
2,3/3/15,WMK_Attendance,44000
2,3/3/15,WST_Attendance,20000
2,3/4/15,WAK_Attendance,19000
2,3/4/15,WEC_Attendance,28000
2,3/4/15,WMK_Attendance,36000
2,3/4/15,WST_Attendance,21000
2,3/5/15,WAK_Attendance,17000
2,3/5/15,WEC_Attendance,25000
2,3/5/15,WMK_Attendance,43000
2,3/5/15,WST_Attendance,20000
2,3/6/15,WAK_Attendance,18000
2,3/6/15,WEC_Attendance,31000
2,3/6/15,WMK_Attendance,49000
2,3/6/15,WST_Attendance,22000
2,3/7/15,WAK_Attendance,22000
2,3/7/15,WEC_Attendance,36000
2,3/7/15,WMK_Attendance,57000
2,3/7/15,WST_Attendance,23000
2,3/8/15,WAK_Attendance,27000
2,3/8/15,WEC_Attendance,33000
2,3/8/15,WMK_Attendance,55000
2,3/8/15,WST_Attendance,24000
2,3/9/15,WAK_Attendance,24000
2,3/9/15,WEC_Attendance,31000
2,3/9/15,WMK_Attendance,57000
2,3/9/15,WST_Attendance,28000
2,3/10/15,WAK_Attendance,24000
2,3/10/15,WEC_Attendance,32000
2,3/10/15,WMK_Attendance,54000
2,3/10/15,WST_Attendance,26000
2,3/11/15,WAK_Attendance,26000
2,3/11/15,WEC_Attendance,31000
2,3/11/15,WMK_Attendance,49000
2,3/11/15,WST_Attendance,26000
2,3/12/15,WAK_Attendance,23000
2,3/12/15,WEC_Attendance,32000
2,3/12/15,WMK_Attendance,52000
2,3/12/15,WST_Attendance,26000
2,3/13/15,WAK_Attendance,24000
2,3/13/15,WEC_Attendance,36000
2,3/13/15,WMK_Attendance,55000
2,3/13/15,WST_Attendance,24000
2,3/14/15,WAK_Attendance,24000
2,3/14/15,WEC_Attendance,40000
2,3/14/15,WMK_Attendance,62000
2,3/14/15,WST_Attendance,34000
2,3/15/15,WAK_Attendance,28000
2,3/15/15,WEC_Attendance,39000
2,3/15/15,WMK_Attendance,58000
2,3/15/15,WST_Attendance,36000
2,3/16/15,WAK_Attendance,24000
2,3/16/15,WEC_Attendance,36000
2,3/16/15,WMK_Attendance,63000
2,3/16/15,WST_Attendance,30000
2,3/17/15,WAK_Attendance,25000
2,3/17/15,WEC_Attendance,38000
2,3/17/15,WMK_Attendance,60000
2,3/17/15,WST_Attendance,27000
2,3/18/15,WAK_Attendance,27000
2,3/18/15,WEC_Attendance,34000
2,3/18/15,WMK_Attendance,56000
2,3/18/15,WST_Attendance,28000
2,3/19/15,WAK_Attendance,25000
2,3/19/15,WEC_Attendance,34000
2,3/19/15,WMK_Attendance,60000
2,3/19/15,WST_Attendance,27000
2,3/20/15,WAK_Attendance,25000
2,3/20/15,WEC_Attendance,42000
2,3/20/15,WMK_Attendance,57000
2,3/20/15,WST_Attendance,30000
2,3/21/15,WAK_Attendance,30000
2,3/21/15,WEC_Attendance,44000
2,3/21/15,WMK_Attendance,66000
2,3/21/15,WST_Attendance,32000
2,3/22/15,WAK_Attendance,27000
2,3/22/15,WEC_Attendance,35000
2,3/22/15,WMK_Attendance,57000
