arvl_dt,booking_window_range,rm_nt_cn,gst_cn,gst_cn_2,delta_tkt_cn
2/10/15,0+,19039,58213,13078,0
2/11/15,0+,25140,78822,18245,0
2/12/15,0+,27335,88181,20869,0
2/13/15,0+,29857,99619,26699,0
2/14/15,0+,34038,115145,24881,0
2/15/15,0+,29214,93001,21671,0
2/16/15,0+,25340,80719,21169,0
2/17/15,0+,19116,57787,14780,0
2/18/15,0+,22804,64242,16505,0
2/19/15,0+,26365,77630,21001,0
2/20/15,0+,26021,78560,23077,0
2/21/15,0+,29890,92326,23365,0
2/22/15,0+,37499,107075,24533,0
2/23/15,0+,25409,71987,17673,0
2/24/15,0+,18245,52764,12353,0
2/25/15,0+,22083,64638,16043,0
2/26/15,0+,23736,72004,18856,0
2/27/15,0+,25348,77651,22777,0
2/28/15,0+,31104,98050,22827,0
3/1/15,0+,33666,100076,22174,0
3/2/15,0+,20946,59510,14753,0
3/3/15,0+,17682,49985,12324,0
3/4/15,0+,20297,58360,15023,0
3/5/15,0+,18760,55585,16108,0
3/6/15,0+,23637,75116,21696,0
3/7/15,0+,37043,123170,28597,0
3/8/15,0+,34378,107202,24898,0
3/9/15,0+,24106,71247,18604,0
3/10/15,0+,16354,49736,13231,0
3/11/15,0+,21059,65825,16823,0
3/12/15,0+,26431,82959,22138,0
3/13/15,0+,26505,86383,24244,0
3/14/15,0+,40170,132099,29371,0
3/15/15,0+,36819,115461,26864,0
3/16/15,0+,25663,79821,20978,0
3/17/15,0+,17687,54143,14536,0
3/18/15,0+,20869,66570,18182,0
3/19/15,0+,22093,70797,20187,0
3/20/15,0+,29450,94603,27534,0
3/21/15,0+,38990,127096,29908,0
3/22/15,0+,37157,117017,28238,0
3/23/15,0+,23516,74830,19774,0
3/24/15,0+,19610,60691,16140,0
3/25/15,0+,20393,64773,17743,0
3/26/15,0+,23699,78081,22261,0
3/27/15,0+,28908,99345,26816,0
3/28/15,0+,44123,155603,34082,0
3/29/15,0+,34783,118542,27418,0
3/30/15,0+,22863,76579,19453,0
3/31/15,0+,17159,58908,14360,0
4/1/15,0+,22224,78765,18972,0
4/2/15,0+,23281,82710,20080,0
4/3/15,0+,31354,111342,26408,0
4/4/15,0+,39465,142619,29252,0
4/5/15,0+,28365,100136,22380,0
4/6/15,0+,29826,103254,25476,0
4/7/15,0+,17779,59246,15123,0
4/8/15,0+,17292,55401,15173,0
4/9/15,0+,18731,60630,16827,0
4/10/15,0+,21939,69367,21127,0
4/11/15,0+,28166,89107,22451,0
4/12/15,0+,34407,102194,22891,0
4/13/15,0+,21072,61710,14952,0
4/14/15,0+,17391,51916,11825,0
4/15/15,0+,22266,68628,15753,0
4/16/15,0+,25219,77925,20669,0
4/17/15,0+,27463,85622,23240,0
4/18/15,0+,36308,111991,24651,0
4/19/15,0+,31569,93538,20979,0
4/20/15,0+,22071,65139,15105,0
4/21/15,0+,18286,53811,11997,0
4/22/15,0+,24641,74503,16800,0
4/23/15,0+,28306,89186,20754,0
4/24/15,0+,26415,83161,23426,0
4/25/15,0+,31972,100778,22549,0
4/26/15,0+,27918,82591,18479,0
4/27/15,0+,17863,50098,12055,0
4/28/15,0+,16498,47103,10723,0
4/29/15,0+,21211,64834,14870,0
4/30/15,0+,33370,107544,26677,0
5/1/15,0+,27728,87395,23419,0
5/2/15,0+,33852,106280,22185,0
5/3/15,0+,33271,96604,20392,0
5/4/15,0+,24370,69367,15962,0
5/5/15,0+,19828,55503,12219,0
5/6/15,0+,20224,60256,13774,0
5/7/15,0+,20610,61975,16069,0
5/8/15,0+,26104,80476,22825,0
5/9/15,0+,34387,106729,24932,0
5/10/15,0+,31008,91300,19780,0
5/11/15,0+,25342,66759,15486,0
5/12/15,0+,18803,53233,12152,0
5/13/15,0+,20703,60687,14211,0
5/14/15,0+,22338,68343,17265,0
5/15/15,0+,28468,88784,25367,0
5/16/15,0+,34181,109426,23694,0
5/17/15,0+,32748,98708,21252,0
5/18/15,0+,22075,63728,14637,0
5/19/15,0+,15355,46315,10680,0
5/20/15,0+,20645,64937,14231,0
5/21/15,0+,26044,83545,20636,0
5/22/15,0+,31290,105876,28415,0
5/23/15,0+,35481,123656,26570,0
5/24/15,0+,29319,100076,21460,0
5/25/15,0+,27060,88262,19970,0
5/26/15,0+,18890,61130,14120,0
5/27/15,0+,16678,53715,12883,0
5/28/15,0+,17722,57919,14881,0
5/29/15,0+,23845,79668,23106,0
5/30/15,0+,30724,107115,24706,0
5/31/15,0+,27396,92980,20026,0
6/1/15,0+,23646,76912,17747,0
6/2/15,0+,16352,49631,11623,0
6/3/15,0+,16402,53755,12817,0
6/4/15,0+,18819,62410,15743,0
6/5/15,0+,25187,86414,22814,0
6/6/15,0+,36843,128649,27495,0
6/7/15,0+,37379,129849,26833,0
6/8/15,0+,27706,94951,21105,0
6/9/15,0+,20614,65793,14697,0
6/10/15,0+,19555,63711,14422,0
6/11/15,0+,18446,61484,14655,0
6/12/15,0+,22529,76284,19990,0
6/13/15,0+,33636,118494,25065,0
6/14/15,0+,31386,107989,23495,0
6/15/15,0+,21468,71831,16813,0
6/16/15,0+,24637,79792,18260,0
6/17/15,0+,19527,65050,15049,0
6/18/15,0+,18483,61923,15529,0
6/19/15,0+,21054,71878,18706,0
6/20/15,0+,32845,116290,23919,0
6/21/15,0+,33399,115681,24084,0
6/22/15,0+,26573,90216,20313,0
6/23/15,0+,20641,68804,15167,0
6/24/15,0+,19797,62989,14313,0
6/25/15,0+,19716,63295,15474,0
6/26/15,0+,23940,83433,20029,0
6/27/15,0+,33071,116029,24307,0
6/28/15,0+,31041,109877,22947,0
6/29/15,0+,21885,76674,16012,0
6/30/15,0+,17823,62141,12991,0
7/1/15,0+,21343,74466,15534,0
7/2/15,0+,23507,79938,18669,0
7/3/15,0+,27899,96721,24374,0
7/4/15,0+,23031,79423,17739,0
7/5/15,0+,25616,90483,18171,0
7/6/15,0+,26684,92211,18480,0
7/7/15,0+,20969,71615,14262,0
7/8/15,0+,19784,67540,14177,0
7/9/15,0+,19532,66689,14762,0
7/10/15,0+,24233,82830,18568,0
7/11/15,0+,35424,124410,23071,0
7/12/15,0+,33361,117072,22985,0
7/13/15,0+,26063,89659,18724,0
7/14/15,0+,21422,73117,14764,0
7/15/15,0+,19083,65373,14120,0
7/16/15,0+,18175,61734,13915,0
7/17/15,0+,24379,85120,19504,0
7/18/15,0+,30693,108315,22174,0
7/19/15,0+,30757,108062,21757,0
7/20/15,0+,25990,87685,18245,0
7/21/15,0+,21944,72382,14571,0
7/22/15,0+,19004,65367,13778,0
7/23/15,0+,20297,69237,15761,0
7/24/15,0+,23463,82142,20011,0
7/25/15,0+,29366,102672,21360,0
7/26/15,0+,28088,95398,20027,0
7/27/15,0+,23878,76544,16761,0
7/28/15,0+,22253,64442,14034,0
7/29/15,0+,17953,60245,13365,0
7/30/15,0+,17061,58696,13506,0
7/31/15,0+,21021,72058,18826,0
8/1/15,0+,31568,112689,23205,0
8/2/15,0+,30031,105413,21271,0
8/3/15,0+,24133,81161,17313,0
8/4/15,0+,19664,66603,13751,0
8/5/15,0+,20844,68587,14583,0
8/6/15,0+,17213,58932,13487,0
8/7/15,0+,21646,74798,18670,0
8/8/15,0+,27250,94783,20452,0
8/9/15,0+,24668,85598,18167,0
8/10/15,0+,21790,71550,15830,0
8/11/15,0+,17994,61790,12730,0
8/12/15,0+,18047,61670,12965,0
8/13/15,0+,18706,63409,13993,0
8/14/15,0+,24265,83754,22031,0
8/15/15,0+,39021,135490,28067,0
8/16/15,0+,37156,127473,26041,0
8/17/15,0+,27136,91300,19180,0
8/18/15,0+,23661,79222,15233,0
8/19/15,0+,22265,73747,14546,0
8/20/15,0+,25756,84310,16017,0
8/21/15,0+,28739,93345,20655,0
8/22/15,0+,30266,102907,21705,0
8/23/15,0+,25357,84994,16702,0
8/24/15,0+,20957,68532,14366,0
8/25/15,0+,17087,55973,11234,0
8/26/15,0+,14411,46026,10073,0
8/27/15,0+,13650,42669,10675,0
8/28/15,0+,30667,100189,22307,0
8/29/15,0+,25937,82901,17918,0
8/30/15,0+,21476,68441,13460,0
8/31/15,0+,14711,45424,9171,0
9/1/15,0+,15097,46048,8777,0
9/2/15,0+,17095,51998,10347,0
9/3/15,0+,22001,68687,14950,0
9/4/15,0+,32867,104486,28553,0
9/5/15,0+,36074,113096,25534,0
9/6/15,0+,27549,84004,18173,0
9/7/15,0+,20772,59944,12511,0
9/8/15,0+,20963,56661,11217,0
9/9/15,0+,19203,54383,10935,0
9/10/15,0+,23818,70916,15042,0
9/11/15,0+,28756,90921,23795,0
9/12/15,0+,42305,129931,24793,0
9/13/15,0+,34565,103958,20310,0
9/14/15,0+,21465,60427,11983,0
9/15/15,0+,17981,50476,10159,0
9/16/15,0+,19859,56488,11716,0
9/17/15,0+,20991,62615,13769,0
9/18/15,0+,29425,90809,21156,0
9/19/15,0+,44220,141574,27184,0
9/20/15,0+,34823,104863,21085,0
9/21/15,0+,22092,60629,13197,0
9/22/15,0+,18920,57374,11817,0
9/23/15,0+,19696,60507,12966,0
9/24/15,0+,22326,67264,15686,0
9/25/15,0+,27959,85485,20555,0
9/26/15,0+,40203,126708,25480,0
9/27/15,0+,35950,99436,20929,0
9/28/15,0+,19804,54972,12371,0
9/29/15,0+,15292,43323,9708,0
9/30/15,0+,18915,56672,12924,0
10/1/15,0+,27678,77964,18114,0
10/2/15,0+,34356,111758,23711,0
10/3/15,0+,40968,119793,24372,0
10/4/15,0+,36584,100738,21818,0
10/5/15,0+,18533,51604,12039,0
10/6/15,0+,14927,43000,9845,0
10/7/15,0+,19813,60966,13499,0
10/8/15,0+,26997,86336,21474,0
10/9/15,0+,29760,96375,24797,0
10/10/15,0+,43254,138158,27296,0
10/11/15,0+,33255,105947,21608,0
10/12/15,0+,24905,74086,17041,0
10/13/15,0+,21498,63508,14063,0
10/14/15,0+,23240,70261,15830,0
10/15/15,0+,22062,69324,16281,0
10/16/15,0+,27692,86565,21517,0
10/17/15,0+,42726,136412,26858,0
10/18/15,0+,37446,109596,23983,0
10/19/15,0+,22045,61023,14225,0
10/20/15,0+,18709,54064,12354,0
10/21/15,0+,21078,63597,14665,0
10/22/15,0+,21923,68476,17814,0
10/23/15,0+,23870,74649,22543,0
10/24/15,0+,29518,91219,24872,0
10/25/15,0+,55006,172158,34105,0
10/26/15,0+,23547,68790,14792,0
10/27/15,0+,19670,58163,12150,0
10/28/15,0+,22973,69651,15024,0
10/29/15,0+,22438,72243,16927,0
10/30/15,0+,29703,95961,22157,0
10/31/15,0+,34791,110911,22312,0
11/1/15,0+,35433,102241,23046,0
11/2/15,0+,19671,54953,13049,0
11/3/15,0+,16892,50287,11730,0
11/4/15,0+,22627,66137,16088,0
11/5/15,0+,23990,68790,18318,0
11/6/15,0+,26036,75522,23317,0
11/7/15,0+,25840,79981,22277,0
11/8/15,0+,54274,169821,32694,0
11/9/15,0+,28688,80455,18373,0
11/10/15,0+,20743,63866,14115,0
11/11/15,0+,23617,74123,16779,0
11/12/15,0+,20452,61766,14949,0
11/13/15,0+,24980,78984,20309,0
11/14/15,0+,38775,125342,24942,0
11/15/15,0+,38115,115700,25394,0
11/16/15,0+,18754,52909,13040,0
11/17/15,0+,15424,44056,11377,0
11/18/15,0+,18815,60708,14058,0
11/19/15,0+,32286,113607,23880,0
11/20/15,0+,27551,95834,27202,0
11/21/15,0+,39558,141376,29831,0
11/22/15,0+,30998,106621,25044,0
11/23/15,0+,17913,60631,15464,0
11/24/15,0+,20712,69693,16946,0
11/25/15,0+,23781,79465,20999,0
11/26/15,0+,19348,61093,16199,0
11/27/15,0+,25488,81822,22826,0
11/28/15,0+,36494,116560,26725,0
11/29/15,0+,32746,99248,23089,0
11/30/15,0+,23105,65219,15339,0
12/1/15,0+,23015,66777,15372,0
12/2/15,0+,22698,68550,16063,0
12/3/15,0+,24708,75846,19036,0
12/4/15,0+,26408,83284,23096,0
12/5/15,0+,39331,124032,26211,0
12/6/15,0+,35717,107791,24629,0
12/7/15,0+,23888,68429,17491,0
12/8/15,0+,18058,52412,13572,0
12/9/15,0+,17908,53039,14073,0
12/10/15,0+,20951,63699,18007,0
12/11/15,0+,24598,74855,25279,0
12/12/15,0+,29509,89753,25520,0
12/13/15,0+,33565,95005,23705,0
12/14/15,0+,16775,48788,13842,0
12/15/15,0+,35496,117846,23628,0
12/16/15,0+,20751,69558,15791,0
12/17/15,0+,21923,75586,18307,0
12/18/15,0+,28579,99979,25083,0
12/19/15,0+,35804,126797,26881,0
12/20/15,0+,29638,104426,22051,0
12/21/15,0+,27405,95790,20170,0
12/22/15,0+,18407,63579,14250,0
12/23/15,0+,26032,88249,19910,0
12/24/15,0+,22009,75189,18628,0
12/25/15,0+,18771,65258,15718,0
12/26/15,0+,36830,128358,28598,0
12/27/15,0+,37212,131200,29398,0
12/28/15,0+,25487,87172,21245,0
12/29/15,0+,19751,66567,17140,0
12/30/15,0+,21671,72445,19299,0
12/31/15,0+,15836,53016,17215,0
1/1/16,0+,19102,62175,17557,0
1/2/16,0+,34671,114467,27232,0
1/3/16,0+,35178,109337,26240,0
1/4/16,0+,22205,61854,15223,0
1/5/16,0+,24950,67495,14454,0
1/6/16,0+,31169,87015,19670,0
1/7/16,0+,20440,57200,14193,0
1/8/16,0+,23545,67681,19870,0
1/9/16,0+,21933,65341,15890,0
1/10/16,0+,28569,79160,17756,0
1/11/16,0+,24674,68085,15855,0
1/12/16,0+,15478,44483,10065,0
1/13/16,0+,19081,59425,13343,0
1/14/16,0+,28113,88130,21740,0
1/15/16,0+,29054,90619,26268,0
1/16/16,0+,27784,89483,21769,0
1/17/16,0+,28470,77567,17616,0
1/18/16,0+,26829,74819,17419,0
1/19/16,0+,17018,47967,10577,0
1/20/16,0+,20133,59528,13643,0
1/21/16,0+,24197,72016,18393,0
1/22/16,0+,25470,77607,22205,0
1/23/16,0+,32250,99905,23601,0
1/24/16,0+,32369,85435,20528,0
1/25/16,0+,20872,58070,14053,0
1/26/16,0+,18002,49442,11146,0
1/27/16,0+,22042,65056,14648,0
1/28/16,0+,27596,84459,20325,0
1/29/16,0+,23833,74224,20963,0
1/30/16,0+,31764,101395,22762,0
1/31/16,0+,29777,89061,20300,0
2/1/16,0+,20434,57104,13706,0
2/2/16,0+,19175,49496,11439,0
2/3/16,0+,21228,63855,15017,0
2/4/16,0+,30411,97312,23627,0
2/5/16,0+,26767,88209,22870,0
2/6/16,0+,30984,105432,22733,0
2/7/16,0+,23120,69928,15574,0
2/8/16,0+,25298,70175,17598,0
2/9/16,0+,17809,53771,12662,0
2/10/16,0+,22714,73289,16909,0
2/11/16,0+,27696,90048,21258,0
2/12/16,0+,29037,95686,25783,0
2/13/16,0+,31596,104610,24572,0
2/14/16,0+,27884,84939,20892,0
2/15/16,0+,23205,71642,19324,0
2/16/16,0+,16195,48825,12764,0
2/17/16,0+,23732,66867,17287,0
2/18/16,0+,28079,83002,22978,0
2/19/16,0+,24551,73120,21545,0
2/20/16,0+,28109,87815,21208,0
2/21/16,0+,32383,94806,21814,0
2/22/16,0+,27125,77454,18609,0
2/23/16,0+,20325,57639,13579,0
2/24/16,0+,21063,63108,15960,0
2/25/16,0+,22783,68313,18923,0
2/26/16,0+,24482,75037,21907,0
2/27/16,0+,34600,104648,24488,0
2/28/16,0+,30925,90988,21016,0
2/29/16,0+,18911,52500,13199,0
3/1/16,0+,19727,55771,13342,0
3/2/16,0+,20983,58949,15328,0
3/3/16,0+,23317,67462,19628,0
3/4/16,0+,24723,72238,21309,0
3/5/16,0+,30892,97108,23339,0
3/6/16,0+,29084,87147,20388,0
3/7/16,0+,20195,58080,15069,0
3/8/16,0+,17041,47153,12259,0
3/9/16,0+,21193,62277,15915,0
3/10/16,0+,24453,78938,20577,0
3/11/16,0+,27058,89385,25523,0
3/12/16,0+,39164,132125,29372,0
3/13/16,0+,33672,109594,25772,0
3/14/16,0+,24770,77906,20717,0
3/15/16,0+,18715,58742,15628,0
3/16/16,0+,21798,69020,18260,0
3/17/16,0+,21553,69476,19610,0
3/18/16,0+,27591,91746,25154,0
3/19/16,0+,42928,146767,32887,0
3/20/16,0+,36100,120915,28461,0
3/21/16,0+,23629,77828,20131,0
3/22/16,0+,17792,61203,15860,0
3/23/16,0+,22795,79841,19783,0
3/24/16,0+,26011,90961,22873,0
3/25/16,0+,33388,119184,27681,0
3/26/16,0+,37768,135617,28322,0
3/27/16,0+,27096,95911,21057,0
3/28/16,0+,28385,95962,23028,0
3/29/16,0+,20196,65756,16480,0
3/30/16,0+,18975,58800,15562,0
3/31/16,0+,17178,55636,15806,0
4/1/16,0+,25418,84784,22029,0
4/2/16,0+,40942,138429,30260,0
4/3/16,0+,44076,143594,30502,0
4/4/16,0+,24368,74262,17338,0
4/5/16,0+,17888,56112,12759,0
4/6/16,0+,20307,63048,15364,0
4/7/16,0+,20614,64267,17579,0
4/8/16,0+,25160,78111,22952,0
4/9/16,0+,38984,116998,26972,0
4/10/16,0+,31383,91509,21286,0
4/11/16,0+,18926,56342,13923,0
4/12/16,0+,15056,45183,11011,0
4/13/16,0+,23128,69426,16407,0
4/14/16,0+,28520,86244,23405,0
4/15/16,0+,28044,86171,24074,0
4/16/16,0+,30709,99805,22743,0
4/17/16,0+,35268,105364,24297,0
4/18/16,0+,24168,71445,17917,0
4/19/16,0+,20059,59308,13488,0
4/20/16,0+,24008,75558,17045,0
4/21/16,0+,28236,91333,21241,0
4/22/16,0+,26495,86218,22957,0
4/23/16,0+,33838,110963,24212,0
4/24/16,0+,27862,89565,20485,0
4/25/16,0+,18491,54690,13954,0
4/26/16,0+,18569,52574,12883,0
4/27/16,0+,23478,71381,17175,0
4/28/16,0+,29008,93543,23586,0
4/29/16,0+,24237,76213,22384,0
4/30/16,0+,29515,90830,21538,0
5/1/16,0+,34578,96031,20463,0
5/2/16,0+,27004,74359,17675,0
5/3/16,0+,22080,60252,13071,0
5/4/16,0+,23127,66792,15257,0
5/5/16,0+,21974,64898,16414,0
5/6/16,0+,26296,78199,21795,0
5/7/16,0+,35165,106835,24055,0
5/8/16,0+,30909,92164,20009,0
5/9/16,0+,21769,61989,14231,0
5/10/16,0+,20584,56225,12653,0
5/11/16,0+,20905,60167,13965,0
5/12/16,0+,19187,57210,14472,0
5/13/16,0+,23942,73631,21208,0
5/14/16,0+,34949,107123,24516,0
5/15/16,0+,33608,95917,20996,0
5/16/16,0+,22158,64254,14431,0
5/17/16,0+,19556,55962,12434,0
5/18/16,0+,20467,62408,14136,0
5/19/16,0+,20742,64334,15907,0
5/20/16,0+,28689,91535,24084,0
5/21/16,0+,39127,130486,26489,0
5/22/16,0+,35868,115621,24543,0
5/23/16,0+,22828,69437,16187,0
5/24/16,0+,16137,52780,11960,0
5/25/16,0+,21342,69642,15494,0
5/26/16,0+,24260,81085,19119,0
5/27/16,0+,28082,97106,26370,0
5/28/16,0+,31868,109800,25682,0
5/29/16,0+,27930,96648,21893,0
5/30/16,0+,28121,94760,21685,0
5/31/16,0+,21266,67551,15255,0
6/1/16,0+,24767,76515,17315,0
6/2/16,0+,19719,65808,15783,0
6/3/16,0+,25489,85697,22563,0
6/4/16,0+,38387,130957,27669,0
6/5/16,0+,38026,129480,26258,0
6/6/16,0+,27597,91887,19782,0
6/7/16,0+,18688,63554,13315,0
6/8/16,0+,18197,59961,13544,0
6/9/16,0+,17276,57953,14251,0
6/10/16,0+,24270,81975,20512,0
6/11/16,0+,36909,128776,27021,0
6/12/16,0+,36727,126146,26473,0
6/13/16,0+,24061,80893,18217,0
6/14/16,0+,19585,62819,14014,0
6/15/16,0+,19882,64888,15091,0
6/16/16,0+,18316,62021,15060,0
6/17/16,0+,23766,79974,20850,0
6/18/16,0+,36026,125388,26181,0
6/19/16,0+,33990,116872,24733,0
6/20/16,0+,26923,90963,20444,0
6/21/16,0+,21029,69909,15095,0
6/22/16,0+,21525,70708,15858,0
6/23/16,0+,22235,72979,17845,0
6/24/16,0+,24406,82702,21087,0
6/25/16,0+,37149,128147,26631,0
6/26/16,0+,36940,121808,25612,0
6/27/16,0+,25884,87806,19422,0
6/28/16,0+,17767,61692,12946,0
6/29/16,0+,18922,66125,14414,0
6/30/16,0+,19505,65850,14703,0
7/1/16,0+,28188,97469,22884,0
7/2/16,0+,37315,129762,28755,0
7/3/16,0+,26211,92725,22189,0
7/4/16,0+,16616,57783,14310,0
7/5/16,0+,22814,77750,17993,0
7/6/16,0+,22787,78999,17404,0
7/7/16,0+,20660,68757,15833,0
7/8/16,0+,22670,77106,18783,0
7/9/16,0+,34207,118310,22980,0
7/10/16,0+,35213,121463,24144,0
7/11/16,0+,26323,90361,18751,0
7/12/16,0+,21565,72625,14525,0
7/13/16,0+,19413,64457,14563,0
7/14/16,0+,18720,63551,14414,0
7/15/16,0+,23182,79699,19694,0
7/16/16,0+,31792,109324,22892,0
7/17/16,0+,35062,119296,24624,0
7/18/16,0+,25893,88994,19025,0
7/19/16,0+,19770,65202,13866,0
7/20/16,0+,20224,68081,14614,0
7/21/16,0+,18675,63922,14777,0
7/22/16,0+,22909,78068,20126,0
7/23/16,0+,32865,115112,24213,0
7/24/16,0+,30961,108647,22528,0
7/25/16,0+,23522,81102,17859,0
7/26/16,0+,25826,77128,16368,0
7/27/16,0+,19167,64694,13951,0
7/28/16,0+,19196,64629,15457,0
7/29/16,0+,21655,74363,20483,0
7/30/16,0+,27083,95006,21197,0
7/31/16,0+,28518,98303,20451,0
8/1/16,0+,29659,97392,20788,0
8/2/16,0+,23613,69704,15050,0
8/3/16,0+,20150,65512,14111,0
8/4/16,0+,18910,63174,14451,0
8/5/16,0+,21533,72716,18813,0
8/6/16,0+,30136,103272,22352,0
8/7/16,0+,28070,91954,19196,0
8/8/16,0+,22927,74143,16210,0
8/9/16,0+,20678,68138,13343,0
8/10/16,0+,21759,70052,14517,0
8/11/16,0+,20628,67955,15059,0
8/12/16,0+,22069,75170,19594,0
8/13/16,0+,29756,101312,22198,0
8/14/16,0+,34373,114246,22115,0
8/15/16,0+,26658,82271,16761,0
8/16/16,0+,24349,79026,15086,0
8/17/16,0+,24967,83310,15089,0
8/18/16,0+,23726,76263,14754,0
8/19/16,0+,27684,91490,20447,0
8/20/16,0+,32667,109446,22240,0
8/21/16,0+,28574,92476,18670,0
8/22/16,0+,21229,68655,14854,0
8/23/16,0+,29557,99240,17644,0
8/24/16,0+,21040,69241,13589,0
8/25/16,0+,19051,60787,13113,0
