"arvl_dt","booking_window_range","rm_nt_cn","gst_cn","gst_cn_2","delta_tkt_cn"
"2014-11-24","20+","14108","47412","11209","0"
"2014-11-25","20+","16243","55164","12382","0"
"2014-11-26","20+","19414","65381","16501","0"
"2014-11-27","20+","13992","45270","10648","0"
"2014-11-28","20+","18656","59888","14384","0"
"2014-11-29","20+","31485","102078","20491","0"
"2014-11-30","20+","28765","87956","18431","0"
"2014-12-01","20+","22270","63577","13082","0"
"2014-12-02","20+","16664","47742","9998","0"
"2014-12-03","20+","21388","64845","13976","0"
"2014-12-04","20+","19552","59687","15154","0"
"2014-12-05","20+","19605","60607","16333","0"
"2014-12-06","20+","29361","93183","18809","0"
"2014-12-07","20+","28420","84060","18364","0"
"2014-12-08","20+","18103","53141","12015","0"
"2014-12-09","20+","12179","35596","8764","0"
"2014-12-10","20+","13493","39161","10284","0"
"2014-12-11","20+","13562","41170","12357","0"
"2014-12-12","20+","34622","111159","24906","0"
"2014-12-13","20+","31989","105433","20806","0"
"2014-12-14","20+","30109","96296","19369","0"
"2014-12-15","20+","16795","51806","11122","0"
"2014-12-16","20+","12010","39558","8191","0"
"2014-12-17","20+","18041","61652","12327","0"
"2014-12-18","20+","18222","64002","14152","0"
"2014-12-19","20+","24353","86647","20042","0"
"2014-12-20","20+","32026","112844","21328","0"
"2014-12-21","20+","28071","98647","18476","0"
"2014-12-22","20+","22415","77562","14918","0"
"2014-12-23","20+","24008","81408","15524","0"
"2014-12-24","20+","15063","51395","11716","0"
"2014-12-25","20+","14248","48425","10573","0"
"2014-12-26","20+","31274","108357","22969","0"
"2014-12-27","20+","35877","124615","24431","0"
"2014-12-28","20+","27095","91481","19391","0"
"2014-12-29","20+","20354","68354","15585","0"
"2014-12-30","20+","18123","61249","14642","0"
"2014-12-31","20+","12322","41491","12311","0"
"2015-01-01","20+","13623","45023","9900","0"
"2015-01-02","20+","18571","63196","13735","0"
"2015-01-03","20+","19228","62764","13238","0"
"2015-01-04","20+","19130","58611","13573","0"
"2015-01-05","20+","28953","87139","17649","0"
"2015-01-06","20+","21117","58072","10768","0"
"2015-01-07","20+","30033","84345","16945","0"
"2015-01-08","20+","23170","66392","14973","0"
"2015-01-09","20+","23079","67111","16845","0"
"2015-01-10","20+","19579","60572","12837","0"
"2015-01-11","20+","22950","68007","13162","0"
"2015-01-12","20+","19575","54943","11146","0"
"2015-01-13","20+","13889","38453","7735","0"
"2015-01-14","20+","16323","52041","10232","0"
"2015-01-15","20+","25962","84145","18573","0"
"2015-01-16","20+","26339","84156","20957","0"
"2015-01-17","20+","27143","88874","17219","0"
"2015-01-18","20+","24704","69858","14195","0"
"2015-01-19","20+","19522","57824","11682","0"
"2015-01-20","20+","14550","41978","7836","0"
"2015-01-21","20+","16364","48666","10028","0"
"2015-01-22","20+","18201","56228","12788","0"
"2015-01-23","20+","19317","60730","14837","0"
"2015-01-24","20+","27753","88828","16826","0"
"2015-01-25","20+","23263","69179","13619","0"
"2015-01-26","20+","15209","43389","8928","0"
"2015-01-27","20+","12172","35424","6929","0"
"2015-01-28","20+","15474","46220","9789","0"
"2015-01-29","20+","24035","73221","16933","0"
"2015-01-30","20+","22361","69276","17463","0"
"2015-01-31","20+","26699","86395","16709","0"
"2015-02-01","20+","24723","74650","14499","0"
"2015-02-02","20+","16287","45876","9684","0"
"2015-02-03","20+","16333","43903","9234","0"
"2015-02-04","20+","19826","60144","12939","0"
"2015-02-05","20+","26586","84448","19729","0"
"2015-02-06","20+","21367","67957","17569","0"
"2015-02-07","20+","24267","76582","15506","0"
"2015-02-08","20+","23784","67445","14555","0"
"2015-02-09","20+","15583","42798","10128","0"
"2015-02-10","20+","16145","50447","10150","0"
"2015-02-11","20+","21629","69136","14886","0"
"2015-02-12","20+","23815","77912","17158","0"
"2015-02-13","20+","25195","84716","20665","0"
"2015-02-14","20+","31194","107852","21688","0"
"2015-02-15","20+","23615","81549","16914","0"
"2015-02-16","20+","19763","63842","15168","0"
"2015-02-17","20+","16023","49011","11304","0"
"2015-02-18","20+","20782","58878","14020","0"
"2015-02-19","20+","24820","73231","19308","0"
"2015-02-20","20+","23001","69980","19492","0"
"2015-02-21","20+","26188","81867","18450","0"
"2015-02-22","20+","31284","90540","19230","0"
"2015-02-23","20+","20381","58869","13367","0"
"2015-02-24","20+","15339","45312","9575","0"
"2015-02-25","20+","19073","56445","12955","0"
"2015-02-26","20+","20395","63138","15529","0"
"2015-02-27","20+","20447","63652","16897","0"
"2015-02-28","20+","26774","85390","17326","0"
"2015-03-01","20+","28437","86242","17411","0"
"2015-03-02","20+","16369","47748","10843","0"
"2015-03-03","20+","13856","40335","8844","0"
"2015-03-04","20+","15956","47195","10920","0"
"2015-03-05","20+","14064","42794","10902","0"
"2015-03-06","20+","17649","57589","14259","0"
"2015-03-07","20+","31262","105721","21452","0"
"2015-03-08","20+","28530","89814","19324","0"
"2015-03-09","20+","18907","56988","13675","0"
"2015-03-10","20+","12783","39690","9318","0"
"2015-03-11","20+","17559","55720","12754","0"
"2015-03-12","20+","22133","70527","17166","0"
"2015-03-13","20+","21539","71187","17583","0"
"2015-03-14","20+","35122","116973","23216","0"
"2015-03-15","20+","31229","100140","21476","0"
"2015-03-16","20+","21015","66079","16171","0"
"2015-03-17","20+","14075","43516","10549","0"
"2015-03-18","20+","16538","53231","13055","0"
"2015-03-19","20+","16052","52340","13253","0"
"2015-03-20","20+","21650","70978","17750","0"
"2015-03-21","20+","32638","108112","22300","0"
"2015-03-22","20+","31130","98670","21731","0"
"2015-03-23","20+","18953","61300","14964","0"
"2015-03-24","20+","15587","49114","11406","0"
"2015-03-25","20+","16235","52105","12809","0"
"2015-03-26","20+","19790","65831","16973","0"
"2015-03-27","20+","23772","83492","19702","0"
"2015-03-28","20+","39480","140445","28319","0"
"2015-03-29","20+","30720","105548","23365","0"
"2015-03-30","20+","19442","66001","15917","0"
"2015-03-31","20+","14568","50915","11486","0"
"2015-04-01","20+","18527","66946","14994","0"
"2015-04-02","20+","19479","70418","15544","0"
"2015-04-03","20+","26255","94818","19860","0"
"2015-04-04","20+","34424","125938","23791","0"
"2015-04-05","20+","24930","88830","18879","0"
"2015-04-06","20+","26725","93502","22179","0"
"2015-04-07","20+","15564","52331","12828","0"
"2015-04-08","20+","14772","47415","12207","0"
"2015-04-09","20+","15132","49187","12431","0"
"2015-04-10","20+","16982","54526","14439","0"
"2015-04-11","20+","24016","77049","16301","0"
"2015-04-12","20+","29590","90279","18682","0"
"2015-04-13","20+","18135","54106","12162","0"
"2015-04-14","20+","15196","46137","9636","0"
"2015-04-15","20+","19776","61910","13403","0"
"2015-04-16","20+","21904","68263","17011","0"
"2015-04-17","20+","23795","74649","18337","0"
"2015-04-18","20+","33209","103076","20526","0"
"2015-04-19","20+","28281","84831","17879","0"
"2015-04-20","20+","19132","57728","12502","0"
"2015-04-21","20+","16013","47980","9843","0"
"2015-04-22","20+","21916","66607","14338","0"
"2015-04-23","20+","25121","79853","17797","0"
"2015-04-24","20+","22507","71395","18261","0"
"2015-04-25","20+","29037","92477","18456","0"
"2015-04-26","20+","24993","75096","15667","0"
"2015-04-27","20+","15568","44632","9986","0"
"2015-04-28","20+","13684","40467","8517","0"
"2015-04-29","20+","15492","47650","10474","0"
"2015-04-30","20+","30664","99994","23527","0"
"2015-05-01","20+","25355","80105","20098","0"
"2015-05-02","20+","31394","99265","19050","0"
"2015-05-03","20+","30029","88725","17772","0"
"2015-05-04","20+","21028","61166","13059","0"
"2015-05-05","20+","17493","49780","10012","0"
"2015-05-06","20+","17753","53771","11387","0"
"2015-05-07","20+","17778","54124","13138","0"
"2015-05-08","20+","21728","67744","17103","0"
"2015-05-09","20+","29785","94549","18831","0"
"2015-05-10","20+","26545","81557","16418","0"
"2015-05-11","20+","19938","57442","12211","0"
"2015-05-12","20+","16479","47655","10038","0"
"2015-05-13","20+","18411","54916","12007","0"
"2015-05-14","20+","19733","61125","14243","0"
"2015-05-15","20+","23449","74661","18732","0"
"2015-05-16","20+","31191","100860","19571","0"
"2015-05-17","20+","29405","90311","18147","0"
"2015-05-18","20+","19395","56979","12170","0"
"2015-05-19","20+","13473","41320","8651","0"
"2015-05-20","20+","18797","59741","12157","0"
"2015-05-21","20+","23811","77061","17890","0"
"2015-05-22","20+","28620","97275","24622","0"
"2015-05-23","20+","33404","116676","23631","0"
"2015-05-24","20+","26162","90541","17369","0"
"2015-05-25","20+","24085","79617","17046","0"
"2015-05-26","20+","16529","54532","11676","0"
"2015-05-27","20+","14410","47312","10418","0"
"2015-05-28","20+","15017","49866","11752","0"
"2015-05-29","20+","19567","66830","17045","0"
"2015-05-30","20+","27092","95938","18698","0"
"2015-05-31","20+","24229","84285","16809","0"
"2015-06-01","20+","20457","68150","14659","0"
"2015-06-02","20+","14331","43935","9525","0"
"2015-06-03","20+","14257","47472","10403","0"
"2015-06-04","20+","15867","53523","12187","0"
"2015-06-05","20+","20847","73034","17053","0"
"2015-06-06","20+","33119","117325","22066","0"
"2015-06-07","20+","33338","118620","23170","0"
"2015-06-08","20+","24711","86060","18144","0"
"2015-06-09","20+","17466","58671","12061","0"
"2015-06-10","20+","17406","57705","12257","0"
"2015-06-11","20+","16113","54653","12013","0"
"2015-06-12","20+","18685","64855","15021","0"
"2015-06-13","20+","30015","107340","20360","0"
"2015-06-14","20+","28320","98501","20236","0"
"2015-06-15","20+","18829","63853","13753","0"
"2015-06-16","20+","21062","69019","14622","0"
"2015-06-17","20+","16517","56054","11804","0"
"2015-06-18","20+","15472","52763","12012","0"
"2015-06-19","20+","17189","59826","13751","0"
"2015-06-20","20+","29028","104400","19071","0"
"2015-06-21","20+","29566","103486","20096","0"
"2015-06-22","20+","23123","79900","16836","0"
"2015-06-23","20+","17971","60736","12361","0"
"2015-06-24","20+","17191","55142","11602","0"
"2015-06-25","20+","16603","53603","11919","0"
"2015-06-26","20+","19472","69147","14581","0"
"2015-06-27","20+","29090","103030","19233","0"
"2015-06-28","20+","27272","97528","19228","0"
"2015-06-29","20+","17927","63473","12459","0"
"2015-06-30","20+","14055","49119","9720","0"
"2015-07-01","20+","16825","59508","11650","0"
"2015-07-02","20+","18183","62691","13450","0"
"2015-07-03","20+","21129","74668","16621","0"
"2015-07-04","20+","18298","64200","12250","0"
"2015-07-05","20+","21320","76345","14394","0"
"2015-07-06","20+","22973","80725","14899","0"
"2015-07-07","20+","17694","61419","11304","0"
"2015-07-08","20+","16548","57250","10880","0"
"2015-07-09","20+","16365","56434","11199","0"
"2015-07-10","20+","19979","69121","13313","0"
"2015-07-11","20+","29269","103690","17219","0"
"2015-07-12","20+","28775","102017","18845","0"
"2015-07-13","20+","22019","76841","14881","0"
"2015-07-14","20+","17966","62081","11293","0"
"2015-07-15","20+","15733","54587","10557","0"
"2015-07-16","20+","14351","48947","10150","0"
"2015-07-17","20+","18720","66729","13276","0"
"2015-07-18","20+","25698","92116","16375","0"
"2015-07-19","20+","26296","94162","17537","0"
"2015-07-20","20+","20897","72984","13935","0"
"2015-07-21","20+","17857","60643","10970","0"
"2015-07-22","20+","15648","54944","10287","0"
"2015-07-23","20+","16499","57281","11537","0"
"2015-07-24","20+","18551","66055","13520","0"
"2015-07-25","20+","24508","87516","15649","0"
"2015-07-26","20+","23901","82388","15799","0"
"2015-07-27","20+","19919","63943","12901","0"
"2015-07-28","20+","19226","54954","10867","0"
"2015-07-29","20+","14556","50312","9916","0"
"2015-07-30","20+","13646","47463","9619","0"
"2015-07-31","20+","16087","56169","12433","0"
"2015-08-01","20+","26790","96809","17317","0"
"2015-08-02","20+","25647","91205","16951","0"
"2015-08-03","20+","20396","69285","13660","0"
"2015-08-04","20+","16612","57055","10414","0"
"2015-08-05","20+","17758","59116","11206","0"
"2015-08-06","20+","14009","48746","9734","0"
"2015-08-07","20+","16506","58236","12179","0"
"2015-08-08","20+","22753","80106","14602","0"
"2015-08-09","20+","20837","73349","14187","0"
"2015-08-10","20+","18396","60688","12330","0"
"2015-08-11","20+","15280","53086","9620","0"
"2015-08-12","20+","15204","52516","9775","0"
"2015-08-13","20+","15598","53569","10322","0"
"2015-08-14","20+","18922","66563","14564","0"
"2015-08-15","20+","33541","117680","20764","0"
"2015-08-16","20+","32114","111535","20572","0"
"2015-08-17","20+","23219","79529","15146","0"
"2015-08-18","20+","20832","70560","12184","0"
"2015-08-19","20+","19173","64527","11445","0"
"2015-08-20","20+","22055","73476","12478","0"
"2015-08-21","20+","23606","77894","14907","0"
"2015-08-22","20+","26465","91256","16445","0"
"2015-08-23","20+","22387","76430","14084","0"
"2015-08-24","20+","18113","60370","11737","0"
"2015-08-25","20+","14527","48463","8886","0"
"2015-08-26","20+","11952","39051","7830","0"
"2015-08-27","20+","10967","35354","7972","0"
"2015-08-28","20+","26451","87739","17223","0"
"2015-08-29","20+","22518","73037","13278","0"
"2015-08-30","20+","18854","61216","11178","0"
"2015-08-31","20+","12837","39997","7417","0"
"2015-09-01","20+","13279","41056","7083","0"
"2015-09-02","20+","15060","46297","8637","0"
"2015-09-03","20+","19558","61672","12364","0"
"2015-09-04","20+","27463","88899","21926","0"
"2015-09-05","20+","32862","103368","21345","0"
"2015-09-06","20+","24836","76626","14413","0"
"2015-09-07","20+","18451","53814","10310","0"
"2015-09-08","20+","18706","51634","9428","0"
"2015-09-09","20+","17463","50111","9306","0"
"2015-09-10","20+","21702","65113","12906","0"
"2015-09-11","20+","25436","80769","19215","0"
"2015-09-12","20+","39899","123122","21641","0"
"2015-09-13","20+","32019","97012","17792","0"
"2015-09-14","20+","19657","55976","10494","0"
"2015-09-15","20+","16461","46775","8701","0"
"2015-09-16","20+","18317","52733","10262","0"
"2015-09-17","20+","19444","58588","12073","0"
"2015-09-18","20+","26938","83674","17893","0"
"2015-09-19","20+","42100","135165","23813","0"
"2015-09-20","20+","32660","99002","18867","0"
"2015-09-21","20+","20382","56495","11618","0"
"2015-09-22","20+","17408","53545","10141","0"
"2015-09-23","20+","18250","56720","11411","0"
"2015-09-24","20+","20449","61723","13375","0"
"2015-09-25","20+","26215","80202","18261","0"
"2015-09-26","20+","38031","120644","22496","0"
"2015-09-27","20+","32903","92676","18418","0"
"2015-09-28","20+","17853","50133","10544","0"
"2015-09-29","20+","13782","39751","8161","0"
"2015-09-30","20+","17359","52776","11296","0"
"2015-10-01","20+","25473","72341","15639","0"
"2015-10-02","20+","32269","105760","20745","0"
"2015-10-03","20+","39116","114520","21436","0"
"2015-10-04","20+","34525","95426","19621","0"
"2015-10-05","20+","16567","46699","10178","0"
"2015-10-06","20+","13362","38994","8027","0"
"2015-10-07","20+","18371","57098","11828","0"
"2015-10-08","20+","24902","80318","18575","0"
"2015-10-09","20+","27750","89945","21497","0"
"2015-10-10","20+","41243","132254","24826","0"
"2015-10-11","20+","31246","100151","19402","0"
"2015-10-12","20+","22799","68328","14858","0"
"2015-10-13","20+","19477","58141","11908","0"
"2015-10-14","20+","21789","66437","14241","0"
"2015-10-15","20+","20860","65828","14627","0"
"2015-10-16","20+","26258","82307","19344","0"
"2015-10-17","20+","40493","129804","24043","0"
"2015-10-18","20+","34305","101466","20640","0"
"2015-10-19","20+","19576","54956","11907","0"
"2015-10-20","20+","16571","48702","10068","0"
"2015-10-21","20+","19538","59558","12825","0"
"2015-10-22","20+","20460","64247","15652","0"
"2015-10-23","20+","22073","69479","19968","0"
"2015-10-24","20+","26936","83836","21016","0"
"2015-10-25","20+","52329","164878","30998","0"
"2015-10-26","20+","21217","62745","12546","0"
"2015-10-27","20+","18182","54577","10567","0"
"2015-10-28","20+","21636","66172","13451","0"
"2015-10-29","20+","21021","68090","15090","0"
"2015-10-30","20+","27620","90234","19612","0"
"2015-10-31","20+","32857","105608","19930","0"
"2015-11-01","20+","32079","93800","19922","0"
"2015-11-02","20+","17235","49073","10790","0"
"2015-11-03","20+","15016","45466","9824","0"
"2015-11-04","20+","20523","60862","14001","0"
"2015-11-05","20+","22476","64810","16364","0"
"2015-11-06","20+","24503","71148","21211","0"
"2015-11-07","20+","24464","76107","20081","0"
"2015-11-08","20+","52194","164656","30535","0"
"2015-11-09","20+","26572","75248","16200","0"
"2015-11-10","20+","19657","60865","12623","0"
"2015-11-11","20+","22324","70654","15061","0"
"2015-11-12","20+","18981","58060","13016","0"
"2015-11-13","20+","22470","72019","16685","0"
"2015-11-14","20+","37098","120478","22476","0"
"2015-11-15","20+","35281","108484","22548","0"
"2015-11-16","20+","16769","48076","11082","0"
"2015-11-17","20+","13565","39403","9334","0"
"2015-11-18","20+","17299","56694","12259","0"
"2015-11-19","20+","30846","109346","21926","0"
"2015-11-20","20+","25483","89632","24367","0"
"2015-11-21","20+","37071","133637","26975","0"
"2015-11-22","20+","27217","94937","20823","0"
"2015-11-23","20+","15258","52367","12413","0"
"2015-11-24","20+","18481","62820","14445","0"
"2015-11-25","20+","20655","69608","17570","0"
"2015-11-26","20+","16699","53419","13098","0"
"2015-11-27","20+","21625","70389","17674","0"
"2015-11-28","20+","33038","106807","22130","0"
"2015-11-29","20+","30052","91961","19826","0"
"2015-11-30","20+","21008","60047","13237","0"
"2015-12-01","20+","21188","62389","13263","0"
"2015-12-02","20+","21201","64253","14314","0"
"2015-12-03","20+","22146","67673","16932","0"
"2015-12-04","20+","21581","67547","18909","0"
"2015-12-05","20+","32717","102617","20258","0"
"2015-12-06","20+","31473","94685","20186","0"
"2015-12-07","20+","19951","57553","13433","0"
"2015-12-08","20+","15820","46473","11026","0"
"2015-12-09","20+","15745","47105","11386","0"
"2015-12-10","20+","18873","58191","15504","0"
"2015-12-11","20+","21277","65631","20796","0"
"2015-12-12","20+","25279","79048","20004","0"
"2015-12-13","20+","26876","82789","18950","0"
"2015-12-14","20+","14101","41953","11078","0"
"2015-12-15","20+","33430","112294","21193","0"
"2015-12-16","20+","18551","63121","13316","0"
"2015-12-17","20+","19690","68939","15481","0"
"2015-12-18","20+","25944","91659","21742","0"
"2015-12-19","20+","32518","116203","23167","0"
"2015-12-20","20+","26176","92788","18216","0"
"2015-12-21","20+","24247","85622","16679","0"
"2015-12-22","20+","15895","55427","11427","0"
"2015-12-23","20+","23003","78502","16648","0"
"2015-12-24","20+","18958","65135","15113","0"
"2015-12-25","20+","16506","57783","12588","0"
"2015-12-26","20+","33577","117705","24098","0"
"2015-12-27","20+","34329","121566","25618","0"
"2015-12-28","20+","23494","80454","18541","0"
"2015-12-29","20+","17953","60750","14497","0"
"2015-12-30","20+","18943","63648","16041","0"
"2015-12-31","20+","13050","44211","13853","0"
"2016-01-01","20+","15144","49721","11917","0"
"2016-01-02","20+","30458","101501","21993","0"
"2016-01-03","20+","30182","94829","20353","0"
"2016-01-04","20+","18634","52676","11592","0"
"2016-01-05","20+","22411","60788","11570","0"
"2016-01-06","20+","28188","79165","16835","0"
"2016-01-07","20+","18312","51390","11956","0"
"2016-01-08","20+","21063","60903","17060","0"
"2016-01-09","20+","19380","58200","12940","0"
"2016-01-10","20+","24592","68818","14237","0"
"2016-01-11","20+","20534","57397","12726","0"
"2016-01-12","20+","12737","37253","7636","0"
"2016-01-13","20+","16429","51907","10799","0"
"2016-01-14","20+","25107","79086","18275","0"
"2016-01-15","20+","24655","77754","20883","0"
"2016-01-16","20+","24553","79864","17211","0"
"2016-01-17","20+","25230","69307","14410","0"
"2016-01-18","20+","22128","62671","13146","0"
"2016-01-19","20+","14009","40636","7886","0"
"2016-01-20","20+","16975","51242","10732","0"
"2016-01-21","20+","19848","60104","14134","0"
"2016-01-22","20+","20171","62629","15588","0"
"2016-01-23","20+","27252","85445","16625","0"
"2016-01-24","20+","26806","71542","15001","0"
"2016-01-25","20+","16768","47778","10180","0"
"2016-01-26","20+","15196","42700","8613","0"
"2016-01-27","20+","18921","57004","12126","0"
"2016-01-28","20+","23868","72779","16991","0"
"2016-01-29","20+","19844","62180","15993","0"
"2016-01-30","20+","28259","90902","18324","0"
"2016-01-31","20+","26765","81098","17385","0"
"2016-02-01","20+","17121","48577","10621","0"
"2016-02-02","20+","16573","42172","9155","0"
"2016-02-03","20+","19393","58880","13150","0"
"2016-02-04","20+","28809","92923","21692","0"
"2016-02-05","20+","24465","81495","19731","0"
"2016-02-06","20+","27891","96729","18727","0"
"2016-02-07","20+","19255","61771","12828","0"
"2016-02-08","20+","21589","60127","13945","0"
"2016-02-09","20+","14887","46013","9863","0"
"2016-02-10","20+","19896","65484","13961","0"
"2016-02-11","20+","25117","82520","18353","0"
"2016-02-12","20+","25016","82987","20556","0"
"2016-02-13","20+","28022","93587","19696","0"
"2016-02-14","20+","23943","73401","16421","0"
"2016-02-15","20+","18929","59425","14671","0"
"2016-02-16","20+","13419","41044","9774","0"
"2016-02-17","20+","20940","59509","14247","0"
"2016-02-18","20+","25837","76950","20140","0"
"2016-02-19","20+","21863","65441","18361","0"
"2016-02-20","20+","24826","78398","17497","0"
"2016-02-21","20+","28377","84324","17955","0"
"2016-02-22","20+","22864","66338","14929","0"
"2016-02-23","20+","17452","50368","11032","0"
"2016-02-24","20+","18247","55529","13132","0"
"2016-02-25","20+","19560","59419","15312","0"
"2016-02-26","20+","20115","62280","16291","0"
"2016-02-27","20+","30597","92864","19240","0"
"2016-02-28","20+","26677","79553","16959","0"
"2016-02-29","20+","15594","43635","10145","0"
"2016-03-01","20+","16757","48279","10497","0"
"2016-03-02","20+","17709","50671","12127","0"
"2016-03-03","20+","18854","55506","15130","0"
"2016-03-04","20+","20282","59345","15582","0"
"2016-03-05","20+","26307","83789","17460","0"
"2016-03-06","20+","24549","74425","16033","0"
"2016-03-07","20+","16496","47752","11443","0"
"2016-03-08","20+","14140","39588","9334","0"
"2016-03-09","20+","18278","54417","12716","0"
"2016-03-10","20+","20984","68787","16404","0"
"2016-03-11","20+","22670","75981","19472","0"
"2016-03-12","20+","35900","121834","24228","0"
"2016-03-13","20+","30606","100404","22083","0"
"2016-03-14","20+","20909","66729","16637","0"
"2016-03-15","20+","15558","49570","11921","0"
"2016-03-16","20+","18901","60447","14865","0"
"2016-03-17","20+","18175","59159","15328","0"
"2016-03-18","20+","22708","76892","18328","0"
"2016-03-19","20+","38814","133757","26976","0"
"2016-03-20","20+","32201","108620","23869","0"
"2016-03-21","20+","21486","71077","17600","0"
"2016-03-22","20+","15605","54191","13027","0"
"2016-03-23","20+","20146","71235","16474","0"
"2016-03-24","20+","22285","78722","18165","0"
"2016-03-25","20+","29385","106066","22141","0"
"2016-03-26","20+","34819","125623","24209","0"
"2016-03-27","20+","25255","89734","18738","0"
"2016-03-28","20+","26706","90798","21003","0"
"2016-03-29","20+","18979","61970","14956","0"
"2016-03-30","20+","17444","53928","13754","0"
"2016-03-31","20+","14387","47017","12323","0"
"2016-04-01","20+","21613","73081","16712","0"
"2016-04-02","20+","37757","128616","25362","0"
"2016-04-03","20+","42027","137659","27742","0"
"2016-04-04","20+","23299","71301","16033","0"
"2016-04-05","20+","16524","52157","11025","0"
"2016-04-06","20+","18394","57451","13178","0"
"2016-04-07","20+","18591","58246","15042","0"
"2016-04-08","20+","20977","65903","17194","0"
"2016-04-09","20+","35193","106235","21616","0"
"2016-04-10","20+","28279","82976","18150","0"
"2016-04-11","20+","16409","49906","11408","0"
"2016-04-12","20+","13557","41325","9168","0"
"2016-04-13","20+","21274","64534","14306","0"
"2016-04-14","20+","25970","78962","20306","0"
"2016-04-15","20+","26092","80482","21494","0"
"2016-04-16","20+","28761","94174","20130","0"
"2016-04-17","20+","31435","95537","20728","0"
"2016-04-18","20+","20704","62817","14707","0"
"2016-04-19","20+","16181","48180","10568","0"
"2016-04-20","20+","20345","64994","14032","0"
"2016-04-21","20+","26191","85083","18971","0"
"2016-04-22","20+","23670","77659","19191","0"
"2016-04-23","20+","31981","105322","21184","0"
"2016-04-24","20+","25604","83417","18082","0"
"2016-04-25","20+","16488","49277","11805","0"
"2016-04-26","20+","15200","44002","10179","0"
"2016-04-27","20+","15345","45672","11108","0"
"2016-04-28","20+","13582","43709","10924","0"
"2016-04-29","20+","18926","60008","16072","0"
"2016-04-30","20+","26560","82316","16745","0"
"2016-05-01","20+","31714","88657","17855","0"
"2016-05-02","20+","23778","66665","14750","0"
"2016-05-03","20+","19638","54635","10968","0"
"2016-05-04","20+","20224","59584","12684","0"
"2016-05-05","20+","19262","57731","13628","0"
"2016-05-06","20+","22024","66047","16451","0"
"2016-05-07","20+","31492","96639","18804","0"
"2016-05-08","20+","27858","84433","17057","0"
"2016-05-09","20+","19069","54985","11752","0"
"2016-05-10","20+","18362","50603","10624","0"
"2016-05-11","20+","18514","54133","11813","0"
"2016-05-12","20+","16762","50715","11835","0"
"2016-05-13","20+","20200","62632","16349","0"
"2016-05-14","20+","31078","96410","19406","0"
"2016-05-15","20+","30691","88130","18319","0"
"2016-05-16","20+","19543","57793","12146","0"
"2016-05-17","20+","17273","50060","10285","0"
"2016-05-18","20+","18266","56882","11814","0"
"2016-05-19","20+","18211","57400","13021","0"
"2016-05-20","20+","23618","77220","17333","0"
"2016-05-21","20+","36548","123134","23167","0"
"2016-05-22","20+","32607","107315","21517","0"
"2016-05-23","20+","21117","64778","14413","0"
"2016-05-24","20+","14649","48641","10199","0"
"2016-05-25","20+","19730","65321","13593","0"
"2016-05-26","20+","22317","75249","16896","0"
