"arvl_dt","booking_window_range","rm_nt_cn","gst_cn","gst_cn_2","delta_tkt_cn"
"2015-01-02","60+","14267","49125","10036","0"
"2015-01-03","60+","14779","48871","9408","0"
"2015-01-04","60+","13518","42601","9140","0"
"2015-01-05","60+","19298","59472","11267","0"
"2015-01-06","60+","15920","44901","7782","0"
"2015-01-07","60+","23556","67268","13283","0"
"2015-01-08","60+","17561","50893","11721","0"
"2015-01-09","60+","16919","49313","12699","0"
"2015-01-10","60+","14089","44218","9038","0"
"2015-01-11","60+","14524","44527","8464","0"
"2015-01-12","60+","11820","34881","6877","0"
"2015-01-13","60+","8689","25480","4770","0"
"2015-01-14","60+","10842","35965","6805","0"
"2015-01-15","60+","12802","43290","9271","0"
"2015-01-16","60+","15266","49987","11695","0"
"2015-01-17","60+","19249","64416","12086","0"
"2015-01-18","60+","14660","47389","8940","0"
"2015-01-19","60+","12547","38793","7401","0"
"2015-01-20","60+","9509","28371","4889","0"
"2015-01-21","60+","11185","34199","6668","0"
"2015-01-22","60+","12533","39450","8552","0"
"2015-01-23","60+","12981","41634","8977","0"
"2015-01-24","60+","21052","68842","12037","0"
"2015-01-25","60+","16993","52329","9753","0"
"2015-01-26","60+","9989","29742","5734","0"
"2015-01-27","60+","7933","24570","4424","0"
"2015-01-28","60+","9508","29847","5884","0"
"2015-01-29","60+","10604","33301","7039","0"
"2015-01-30","60+","13029","42063","8989","0"
"2015-01-31","60+","21257","69517","11959","0"
"2015-02-01","60+","18712","57910","10343","0"
"2015-02-02","60+","11108","33294","6290","0"
"2015-02-03","60+","11545","32058","6122","0"
"2015-02-04","60+","11389","35067","7291","0"
"2015-02-05","60+","9235","29217","6255","0"
"2015-02-06","60+","10670","34152","7886","0"
"2015-02-07","60+","17721","58060","10452","0"
"2015-02-08","60+","14451","44019","8770","0"
"2015-02-09","60+","7878","24169","5113","0"
"2015-02-10","60+","9308","30517","5882","0"
"2015-02-11","60+","13759","45192","9228","0"
"2015-02-12","60+","16071","53654","10911","0"
"2015-02-13","60+","16472","57440","12939","0"
"2015-02-14","60+","24005","84880","15908","0"
"2015-02-15","60+","17250","60982","11913","0"
"2015-02-16","60+","12451","41305","9226","0"
"2015-02-17","60+","10159","32090","6733","0"
"2015-02-18","60+","15210","43795","9734","0"
"2015-02-19","60+","19128","56789","14374","0"
"2015-02-20","60+","17068","52505","13895","0"
"2015-02-21","60+","18535","60418","12532","0"
"2015-02-22","60+","17465","54106","10515","0"
"2015-02-23","60+","11287","34714","7159","0"
"2015-02-24","60+","9499","29127","5469","0"
"2015-02-25","60+","10150","31699","6477","0"
"2015-02-26","60+","9977","31487","6889","0"
"2015-02-27","60+","11443","36924","8081","0"
"2015-02-28","60+","18548","60470","10790","0"
"2015-03-01","60+","18310","57204","10858","0"
"2015-03-02","60+","8713","26697","5462","0"
"2015-03-03","60+","7411","22323","4425","0"
"2015-03-04","60+","8091","25175","5299","0"
"2015-03-05","60+","6265","20262","4527","0"
"2015-03-06","60+","9591","32968","6908","0"
"2015-03-07","60+","19966","69583","12703","0"
"2015-03-08","60+","15708","51618","10278","0"
"2015-03-09","60+","9956","30855","6720","0"
"2015-03-10","60+","6647","21220","4365","0"
"2015-03-11","60+","9248","29566","6214","0"
"2015-03-12","60+","10011","32818","7215","0"
"2015-03-13","60+","11691","40018","8629","0"
"2015-03-14","60+","23057","80206","14573","0"
"2015-03-15","60+","18803","63998","12821","0"
"2015-03-16","60+","11304","36900","8198","0"
"2015-03-17","60+","7799","24768","5473","0"
"2015-03-18","60+","9540","31696","6941","0"
"2015-03-19","60+","8332","27965","6187","0"
"2015-03-20","60+","12356","41783","8929","0"
"2015-03-21","60+","22018","75591","13892","0"
"2015-03-22","60+","19947","64990","13357","0"
"2015-03-23","60+","10874","36675","8189","0"
"2015-03-24","60+","8634","28783","5674","0"
"2015-03-25","60+","8820","29327","6575","0"
"2015-03-26","60+","9773","33770","7269","0"
"2015-03-27","60+","15859","57112","11638","0"
"2015-03-28","60+","28975","105805","19120","0"
"2015-03-29","60+","18744","67397","13586","0"
"2015-03-30","60+","11939","41965","9414","0"
"2015-03-31","60+","9316","33452","6831","0"
"2015-04-01","60+","12151","45283","9261","0"
"2015-04-02","60+","13172","48945","9826","0"
"2015-04-03","60+","18452","67729","12866","0"
"2015-04-04","60+","25181","93523","16502","0"
"2015-04-05","60+","17354","63051","12740","0"
"2015-04-06","60+","17656","62986","14237","0"
"2015-04-07","60+","9751","33469","7721","0"
"2015-04-08","60+","8527","28148","6918","0"
"2015-04-09","60+","8743","29112","6727","0"
"2015-04-10","60+","10010","32988","7644","0"
"2015-04-11","60+","16255","53346","10085","0"
"2015-04-12","60+","20829","64954","12242","0"
"2015-04-13","60+","11101","34425","7069","0"
"2015-04-14","60+","9590","29735","5474","0"
"2015-04-15","60+","11782","37781","7416","0"
"2015-04-16","60+","11679","37349","7861","0"
"2015-04-17","60+","15004","48071","10177","0"
"2015-04-18","60+","24497","78747","13989","0"
"2015-04-19","60+","19752","61606","12125","0"
"2015-04-20","60+","12050","37422","7688","0"
"2015-04-21","60+","10245","31656","6138","0"
"2015-04-22","60+","11347","35212","7328","0"
"2015-04-23","60+","10429","32942","6900","0"
"2015-04-24","60+","12590","40617","9116","0"
"2015-04-25","60+","22181","72349","12764","0"
"2015-04-26","60+","18241","57335","11152","0"
"2015-04-27","60+","10661","32500","6581","0"
"2015-04-28","60+","9347","28433","5348","0"
"2015-04-29","60+","10596","33583","6720","0"
"2015-04-30","60+","13039","41971","8779","0"
"2015-05-01","60+","17203","54118","11923","0"
"2015-05-02","60+","26669","85156","15043","0"
"2015-05-03","60+","22394","69321","13099","0"
"2015-05-04","60+","14395","43291","8483","0"
"2015-05-05","60+","12079","35773","6463","0"
"2015-05-06","60+","12614","39250","7690","0"
"2015-05-07","60+","11577","35627","7666","0"
"2015-05-08","60+","15359","48489","10444","0"
"2015-05-09","60+","23554","76506","13646","0"
"2015-05-10","60+","20381","64430","12115","0"
"2015-05-11","60+","14092","42485","8321","0"
"2015-05-12","60+","11729","35673","6742","0"
"2015-05-13","60+","13728","41699","8432","0"
"2015-05-14","60+","14216","44862","9514","0"
"2015-05-15","60+","16046","51795","11068","0"
"2015-05-16","60+","24725","81429","14067","0"
"2015-05-17","60+","22335","71343","13338","0"
"2015-05-18","60+","13485","41938","8209","0"
"2015-05-19","60+","9282","29184","5458","0"
"2015-05-20","60+","14814","48315","9066","0"
"2015-05-21","60+","17037","56494","11991","0"
"2015-05-22","60+","19816","69024","15564","0"
"2015-05-23","60+","27873","98657","18253","0"
"2015-05-24","60+","21353","75492","13886","0"
"2015-05-25","60+","18491","63071","12835","0"
"2015-05-26","60+","12633","42825","8475","0"
"2015-05-27","60+","10826","37029","7487","0"
"2015-05-28","60+","10782","36834","8014","0"
"2015-05-29","60+","14223","49247","10719","0"
"2015-05-30","60+","22396","81042","14350","0"
"2015-05-31","60+","20021","71586","13628","0"
"2015-06-01","60+","15183","52420","10466","0"
"2015-06-02","60+","9887","32990","6423","0"
"2015-06-03","60+","10721","36532","7370","0"
"2015-06-04","60+","11743","40816","8334","0"
"2015-06-05","60+","15647","56119","11634","0"
"2015-06-06","60+","28102","101232","17719","0"
"2015-06-07","60+","28104","102509","19229","0"
"2015-06-08","60+","20287","72166","14634","0"
"2015-06-09","60+","13916","48385","9317","0"
"2015-06-10","60+","13283","46789","9281","0"
"2015-06-11","60+","12512","43467","8900","0"
"2015-06-12","60+","14282","50927","10680","0"
"2015-06-13","60+","24862","90407","16150","0"
"2015-06-14","60+","22112","80579","15843","0"
"2015-06-15","60+","14907","51817","10575","0"
"2015-06-16","60+","14477","48801","9781","0"
"2015-06-17","60+","11815","41544","8193","0"
"2015-06-18","60+","10797","37780","8119","0"
"2015-06-19","60+","11879","42135","8610","0"
"2015-06-20","60+","23419","85341","14564","0"
"2015-06-21","60+","23155","83419","15509","0"
"2015-06-22","60+","17342","60820","12211","0"
"2015-06-23","60+","13641","47116","8986","0"
"2015-06-24","60+","11974","40778","8005","0"
"2015-06-25","60+","10882","37558","7535","0"
"2015-06-26","60+","14399","52074","9872","0"
"2015-06-27","60+","22911","82168","14160","0"
"2015-06-28","60+","20083","72641","13754","0"
"2015-06-29","60+","12561","44968","8411","0"
"2015-06-30","60+","9920","35168","6514","0"
"2015-07-01","60+","12384","44624","8122","0"
"2015-07-02","60+","11788","41951","8493","0"
"2015-07-03","60+","14260","51524","10492","0"
"2015-07-04","60+","13540","48098","8514","0"
"2015-07-05","60+","15362","56175","10196","0"
"2015-07-06","60+","14419","51497","9530","0"
"2015-07-07","60+","11506","40750","7367","0"
"2015-07-08","60+","11062","39323","7224","0"
"2015-07-09","60+","10315","35829","6981","0"
"2015-07-10","60+","13324","46566","8359","0"
"2015-07-11","60+","20850","74925","11920","0"
"2015-07-12","60+","19578","71175","12934","0"
"2015-07-13","60+","13772","48986","9348","0"
"2015-07-14","60+","10878","38288","6965","0"
"2015-07-15","60+","9865","35056","6563","0"
"2015-07-16","60+","8968","31426","6017","0"
"2015-07-17","60+","12527","45304","8141","0"
"2015-07-18","60+","19279","70150","11500","0"
"2015-07-19","60+","18984","69131","12424","0"
"2015-07-20","60+","13895","49264","8884","0"
"2015-07-21","60+","12791","44338","7435","0"
"2015-07-22","60+","11469","41176","6946","0"
"2015-07-23","60+","11195","39441","7177","0"
"2015-07-24","60+","13011","47141","8504","0"
"2015-07-25","60+","18077","66881","11068","0"
"2015-07-26","60+","16432","60201","10871","0"
"2015-07-27","60+","12228","43945","8169","0"
"2015-07-28","60+","10223","37119","6357","0"
"2015-07-29","60+","10378","37106","6613","0"
"2015-07-30","60+","9244","33066","5815","0"
"2015-07-31","60+","10935","39079","7400","0"
"2015-08-01","60+","20459","75381","12493","0"
"2015-08-02","60+","18756","69114","12033","0"
"2015-08-03","60+","14441","51676","9185","0"
"2015-08-04","60+","12240","43279","7122","0"
"2015-08-05","60+","12060","43510","7129","0"
"2015-08-06","60+","10112","35923","6401","0"
"2015-08-07","60+","12073","43176","7959","0"
"2015-08-08","60+","18208","64554","10738","0"
"2015-08-09","60+","15990","58200","10510","0"
"2015-08-10","60+","13494","47126","8630","0"
"2015-08-11","60+","12258","43402","7071","0"
"2015-08-12","60+","12151","42732","7237","0"
"2015-08-13","60+","12356","43141","7347","0"
"2015-08-14","60+","14560","52211","9798","0"
"2015-08-15","60+","25441","91258","14694","0"
"2015-08-16","60+","25479","90509","15575","0"
"2015-08-17","60+","18286","64267","11190","0"
"2015-08-18","60+","16394","57050","9076","0"
"2015-08-19","60+","14130","49370","8224","0"
"2015-08-20","60+","15676","53922","8693","0"
"2015-08-21","60+","16825","57695","10079","0"
"2015-08-22","60+","21332","75120","12528","0"
"2015-08-23","60+","17898","62950","11053","0"
"2015-08-24","60+","13938","47637","8881","0"
"2015-08-25","60+","10895","37478","6371","0"
"2015-08-26","60+","8634","29010","5412","0"
"2015-08-27","60+","7589","25445","5363","0"
"2015-08-28","60+","20968","71413","12694","0"
"2015-08-29","60+","17988","59438","9816","0"
"2015-08-30","60+","14848","49685","8631","0"
"2015-08-31","60+","9695","30815","5350","0"
"2015-09-01","60+","10732","33684","5428","0"
"2015-09-02","60+","11629","36194","6332","0"
"2015-09-03","60+","14698","47139","8698","0"
"2015-09-04","60+","20162","66431","15030","0"
"2015-09-05","60+","26916","85682","15710","0"
"2015-09-06","60+","20564","64420","11278","0"
"2015-09-07","60+","14554","43300","7789","0"
"2015-09-08","60+","15115","43186","7222","0"
"2015-09-09","60+","14064","41110","7041","0"
"2015-09-10","60+","16984","52117","9493","0"
"2015-09-11","60+","19826","63293","13003","0"
"2015-09-12","60+","35185","110348","17854","0"
"2015-09-13","60+","27846","86453","15156","0"
"2015-09-14","60+","15786","46815","8232","0"
"2015-09-15","60+","13295","39670","6752","0"
"2015-09-16","60+","14586","43978","7949","0"
"2015-09-17","60+","15739","48150","9146","0"
"2015-09-18","60+","22178","70621","13439","0"
"2015-09-19","60+","37747","122980","20391","0"
"2015-09-20","60+","27578","86868","15714","0"
"2015-09-21","60+","15469","46176","8724","0"
"2015-09-22","60+","14780","46194","8231","0"
"2015-09-23","60+","15237","48347","9207","0"
"2015-09-24","60+","16769","51910","10546","0"
"2015-09-25","60+","21748","67699","14009","0"
"2015-09-26","60+","33628","108197","18662","0"
"2015-09-27","60+","25534","78812","14636","0"
"2015-09-28","60+","14129","41416","8051","0"
"2015-09-29","60+","10991","32815","6132","0"
"2015-09-30","60+","14770","45814","9113","0"
"2015-10-01","60+","19652","61783","12321","0"
"2015-10-02","60+","28269","95352","17426","0"
"2015-10-03","60+","27581","91963","16129","0"
"2015-10-04","60+","23552","76735","14821","0"
"2015-10-05","60+","12000","36437","7314","0"
"2015-10-06","60+","10812","32740","6296","0"
"2015-10-07","60+","15414","49523","9758","0"
"2015-10-08","60+","20378","66936","14255","0"
"2015-10-09","60+","22059","72519","15486","0"
"2015-10-10","60+","35744","117259","20515","0"
"2015-10-11","60+","26365","85868","15875","0"
"2015-10-12","60+","17691","54527","11092","0"
"2015-10-13","60+","15572","47920","8949","0"
"2015-10-14","60+","17409","55195","11155","0"
"2015-10-15","60+","17639","56842","11987","0"
"2015-10-16","60+","21337","67836","14306","0"
"2015-10-17","60+","35313","115202","19690","0"
"2015-10-18","60+","27361","84772","15879","0"
"2015-10-19","60+","14696","43134","8576","0"
"2015-10-20","60+","13240","40291","7546","0"
"2015-10-21","60+","15621","48921","9978","0"
"2015-10-22","60+","16474","52765","11926","0"
"2015-10-23","60+","16280","52386","13106","0"
"2015-10-24","60+","21711","68596","15328","0"
"2015-10-25","60+","47860","152794","26906","0"
"2015-10-26","60+","17999","54923","10146","0"
"2015-10-27","60+","15888","48751","8763","0"
"2015-10-28","60+","19652","61257","11781","0"
"2015-10-29","60+","19258","62843","13235","0"
"2015-10-30","60+","24444","81079","16629","0"
"2015-10-31","60+","29105","95863","17254","0"
"2015-11-01","60+","23971","74107","14646","0"
"2015-11-02","60+","12023","36508","7475","0"
"2015-11-03","60+","12147","37724","7540","0"
"2015-11-04","60+","16504","50939","10963","0"
"2015-11-05","60+","19701","57434","13767","0"
"2015-11-06","60+","20632","60858","17045","0"
"2015-11-07","60+","21133","66942","16066","0"
"2015-11-08","60+","47980","154416","27206","0"
"2015-11-09","60+","22186","66330","13117","0"
"2015-11-10","60+","17738","55966","10511","0"
"2015-11-11","60+","20211","64772","12963","0"
"2015-11-12","60+","16713","52120","10668","0"
"2015-11-13","60+","20094","65692","14054","0"
"2015-11-14","60+","34739","114123","20308","0"
"2015-11-15","60+","29784","94190","18210","0"
"2015-11-16","60+","13041","39139","8251","0"
"2015-11-17","60+","10316","31721","6464","0"
"2015-11-18","60+","13931","47418","9201","0"
"2015-11-19","60+","25409","90405","16079","0"
"2015-11-20","60+","17658","62672","13551","0"
"2015-11-21","60+","31793","116155","22031","0"
"2015-11-22","60+","21914","77816","16209","0"
"2015-11-23","60+","11383","39764","8918","0"
"2015-11-24","60+","14237","49127","10640","0"
"2015-11-25","60+","15745","53767","13075","0"
"2015-11-26","60+","12627","40877","9143","0"
"2015-11-27","60+","16578","54616","12177","0"
"2015-11-28","60+","28110","92026","17333","0"
"2015-11-29","60+","25390","79132","15772","0"
"2015-11-30","60+","17080","50338","10277","0"
"2015-12-01","60+","18618","55788","10898","0"
"2015-12-02","60+","18454","56140","11849","0"
"2015-12-03","60+","16955","52397","12475","0"
"2015-12-04","60+","18090","56821","14585","0"
"2015-12-05","60+","29180","91692","17075","0"
"2015-12-06","60+","26219","79644","15991","0"
"2015-12-07","60+","14593","43026","9407","0"
"2015-12-08","60+","10824","32501","7107","0"
"2015-12-09","60+","11615","35464","8040","0"
"2015-12-10","60+","13445","41840","10646","0"
"2015-12-11","60+","15775","49583","14579","0"
"2015-12-12","60+","19531","62539","13599","0"
"2015-12-13","60+","19768","62301","13326","0"
"2015-12-14","60+","10113","30760","7714","0"
"2015-12-15","60+","31006","105423","18975","0"
"2015-12-16","60+","15210","52969","10301","0"
"2015-12-17","60+","16250","57807","11898","0"
"2015-12-18","60+","21259","76217","16889","0"
"2015-12-19","60+","27555","99535","18682","0"
"2015-12-20","60+","21906","78087","14233","0"
"2015-12-21","60+","19929","70899","12740","0"
"2015-12-22","60+","12424","43902","8410","0"
"2015-12-23","60+","18109","62316","12589","0"
"2015-12-24","60+","14860","51543","11192","0"
"2015-12-25","60+","13200","46503","9284","0"
"2015-12-26","60+","28300","99691","19058","0"
"2015-12-27","60+","28855","103156","20832","0"
"2015-12-28","60+","18776","64833","14355","0"
"2015-12-29","60+","13301","45189","10155","0"
"2015-12-30","60+","14483","49142","12070","0"
"2015-12-31","60+","9207","31800","9615","0"
"2016-01-01","60+","11574","38494","8157","0"
"2016-01-02","60+","21732","73506","14702","0"
"2016-01-03","60+","22793","71857","14007","0"
"2016-01-04","60+","13310","39330","7744","0"
"2016-01-05","60+","16259","47218","8201","0"
"2016-01-06","60+","23000","66545","13502","0"
"2016-01-07","60+","14169","41083","9089","0"
"2016-01-08","60+","17139","50595","13891","0"
"2016-01-09","60+","15139","47324","10093","0"
"2016-01-10","60+","16580","49699","9654","0"
"2016-01-11","60+","14316","41786","8662","0"
"2016-01-12","60+","9128","27658","5204","0"
"2016-01-13","60+","10894","35335","7118","0"
"2016-01-14","60+","13230","42168","9460","0"
"2016-01-15","60+","15531","49870","12612","0"
"2016-01-16","60+","19080","63551","12750","0"
"2016-01-17","60+","15111","48757","9289","0"
"2016-01-18","60+","14020","42759","8221","0"
"2016-01-19","60+","9820","29549","5381","0"
"2016-01-20","60+","11414","35970","6908","0"
"2016-01-21","60+","13304","41640","9132","0"
"2016-01-22","60+","13606","43609","9649","0"
"2016-01-23","60+","21681","69278","12331","0"
"2016-01-24","60+","17607","53570","10149","0"
"2016-01-25","60+","11641","34647","6827","0"
"2016-01-26","60+","10308","30439","5689","0"
"2016-01-27","60+","11655","36231","7344","0"
"2016-01-28","60+","10700","33724","7373","0"
"2016-01-29","60+","12251","39665","8913","0"
"2016-01-30","60+","22124","72322","12878","0"
"2016-01-31","60+","20104","61480","11714","0"
"2016-02-01","60+","12698","36744","7201","0"
"2016-02-02","60+","12160","31844","6334","0"
"2016-02-03","60+","10036","31173","6685","0"
"2016-02-04","60+","9965","33078","7271","0"
"2016-02-05","60+","13863","46760","10358","0"
"2016-02-06","60+","23148","81023","14690","0"
"2016-02-07","60+","15275","50653","9947","0"
"2016-02-08","60+","11782","37827","7837","0"
"2016-02-09","60+","8958","29717","6055","0"
"2016-02-10","60+","12388","42194","8565","0"
"2016-02-11","60+","16185","54799","11323","0"
"2016-02-12","60+","15164","52224","12047","0"
"2016-02-13","60+","20630","70947","13525","0"
"2016-02-14","60+","16278","52804","11041","0"
"2016-02-15","60+","12254","40615","9228","0"
"2016-02-16","60+","9202","28952","6244","0"
"2016-02-17","60+","14875","43673","9449","0"
"2016-02-18","60+","20429","61545","15275","0"
"2016-02-19","60+","16648","50461","13523","0"
"2016-02-20","60+","19102","61712","12668","0"
"2016-02-21","60+","19553","60848","11946","0"
"2016-02-22","60+","13230","40140","8279","0"
"2016-02-23","60+","10862","33179","6602","0"
"2016-02-24","60+","11148","34507","7368","0"
"2016-02-25","60+","11581","36138","8099","0"
"2016-02-26","60+","11528","37022","8269","0"
"2016-02-27","60+","20900","66278","12144","0"
"2016-02-28","60+","17000","53219","10326","0"
"2016-02-29","60+","9106","26968","5616","0"
"2016-03-01","60+","9870","29518","5756","0"
"2016-03-02","60+","8939","27503","5738","0"
"2016-03-03","60+","8397","25140","5809","0"
"2016-03-04","60+","11252","34105","7805","0"
"2016-03-05","60+","17570","57737","10817","0"
"2016-03-06","60+","14774","46738","9399","0"
"2016-03-07","60+","9187","27812","6095","0"
"2016-03-08","60+","7879","23138","5010","0"
"2016-03-09","60+","8872","27579","5934","0"
"2016-03-10","60+","9032","30257","6616","0"
"2016-03-11","60+","12719","44099","9720","0"
"2016-03-12","60+","26081","90474","16410","0"
"2016-03-13","60+","20662","69793","14204","0"
"2016-03-14","60+","11440","38051","8705","0"
"2016-03-15","60+","9395","31203","6495","0"
"2016-03-16","60+","11820","38660","8785","0"
"2016-03-17","60+","9811","33793","7652","0"
"2016-03-18","60+","14103","49595","10266","0"
"2016-03-19","60+","27616","98136","18415","0"
"2016-03-20","60+","21736","74539","15347","0"
"2016-03-21","60+","13272","45492","10437","0"
"2016-03-22","60+","10349","36668","7928","0"
"2016-03-23","60+","13814","49942","10484","0"
"2016-03-24","60+","15373","55552","11470","0"
"2016-03-25","60+","21046","77738","14501","0"
"2016-03-26","60+","27289","99363","17793","0"
"2016-03-27","60+","19250","69771","13649","0"
"2016-03-28","60+","20407","70504","15430","0"
"2016-03-29","60+","12179","41859","9494","0"
"2016-03-30","60+","9555","31808","7218","0"
"2016-03-31","60+","8338","28198","6548","0"
"2016-04-01","60+","14229","50116","10186","0"
"2016-04-02","60+","27363","95642","17352","0"
"2016-04-03","60+","31657","106805","19964","0"
"2016-04-04","60+","16448","52759","10867","0"
"2016-04-05","60+","12354","40643","7696","0"
"2016-04-06","60+","12389","40004","8117","0"
"2016-04-07","60+","10232","32935","7352","0"
"2016-04-08","60+","13529","43736","9712","0"
"2016-04-09","60+","26742","81989","15282","0"
"2016-04-10","60+","19630","59293","12083","0"
"2016-04-11","60+","11497","35666","7354","0"
"2016-04-12","60+","10748","33084","6543","0"
"2016-04-13","60+","17110","52167","10654","0"
"2016-04-14","60+","21219","64804","15488","0"
"2016-04-15","60+","21370","66712","16695","0"
"2016-04-16","60+","24492","81238","16066","0"
"2016-04-17","60+","22676","72238","14429","0"
"2016-04-18","60+","14703","46314","9913","0"
"2016-04-19","60+","12025","36957","7441","0"
"2016-04-20","60+","13603","44326","9105","0"
"2016-04-21","60+","12904","42108","8929","0"
"2016-04-22","60+","15543","51994","11568","0"
"2016-04-23","60+","27325","91206","16928","0"
"2016-04-24","60+","20428","68109","13663","0"
"2016-04-25","60+","11836","37705","8188","0"
"2016-04-26","60+","10578","33390","6751","0"
"2016-04-27","60+","11098","34907","7414","0"
"2016-04-28","60+","10182","33029","7549","0"
"2016-04-29","60+","13466","43744","10380","0"
"2016-04-30","60+","21813","69210","12547","0"
"2016-05-01","60+","23907","71852","13690","0"
"2016-05-02","60+","16325","47370","9642","0"
"2016-05-03","60+","13645","39351","7199","0"
"2016-05-04","60+","13787","42391","8404","0"
"2016-05-05","60+","12442","38181","8106","0"
"2016-05-06","60+","13507","42363","9770","0"
"2016-05-07","60+","25017","78285","13719","0"
"2016-05-08","60+","20996","64844","12273","0"
"2016-05-09","60+","13518","39839","7941","0"
"2016-05-10","60+","12410","35617","6540","0"
"2016-05-11","60+","12706","38204","7544","0"
"2016-05-12","60+","11926","36627","7712","0"
"2016-05-13","60+","13744","43238","9803","0"
"2016-05-14","60+","24604","78466","14193","0"
"2016-05-15","60+","23243","70200","13381","0"
"2016-05-16","60+","14695","44397","8650","0"
"2016-05-17","60+","12681","38363","7023","0"
"2016-05-18","60+","13543","43361","8164","0"
"2016-05-19","60+","12996","42116","8399","0"
"2016-05-20","60+","18399","60928","12008","0"
"2016-05-21","60+","31788","108383","18684","0"
"2016-05-22","60+","25775","88236","16618","0"
"2016-05-23","60+","15063","50008","10082","0"
"2016-05-24","60+","11229","38417","7295","0"
"2016-05-25","60+","14798","50258","9522","0"
"2016-05-26","60+","17083","59151","12296","0"
