"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2014-10-08","10+","Disney's BoardWalk","248"
"2014-10-08","10+","Disney's Hollywood Studios","5897"
"2014-10-08","10+","Downtown Disney Resort Area","81"
"2014-10-08","10+","Epcot","9590"
"2014-10-08","10+","Epcot Resort Area","2091"
"2014-10-08","10+","Magic Kingdom Park","6834"
"2014-10-08","10+","Magic Kingdom Resort Area","9158"
"2014-10-09","10+","Destination","349"
"2014-10-09","10+","Disney Springs","3203"
"2014-10-09","10+","Disney's Animal Kingdom Theme Park","3005"
"2014-10-09","10+","Disney's Animal Kingdom Theme Park Resort Area","1235"
"2014-10-09","10+","Disney's BoardWalk","231"
"2014-10-09","10+","Disney's Hollywood Studios","5392"
"2014-10-09","10+","Downtown Disney Resort Area","137"
"2014-10-09","10+","Epcot","8563"
"2014-10-09","10+","Epcot Resort Area","1709"
"2014-10-09","10+","Magic Kingdom Park","5755"
"2014-10-09","10+","Magic Kingdom Resort Area","9951"
"2014-10-10","10+","Destination","451"
"2014-10-10","10+","Disney Springs","3468"
"2014-10-10","10+","Disney's Animal Kingdom Theme Park","3370"
"2014-10-10","10+","Disney's Animal Kingdom Theme Park Resort Area","1191"
"2014-10-10","10+","Disney's BoardWalk","260"
"2014-10-10","10+","Disney's Hollywood Studios","5923"
"2014-10-10","10+","Downtown Disney Resort Area","197"
"2014-10-10","10+","Epcot","10073"
"2014-10-10","10+","Epcot Resort Area","2040"
"2014-10-10","10+","Magic Kingdom Park","6034"
"2014-10-10","10+","Magic Kingdom Resort Area","10245"
"2014-10-11","10+","Destination","514"
"2014-10-11","10+","Disney Springs","4096"
"2014-10-11","10+","Disney's Animal Kingdom Theme Park","3274"
"2014-10-11","10+","Disney's Animal Kingdom Theme Park Resort Area","1531"
"2014-10-11","10+","Disney's BoardWalk","287"
"2014-10-11","10+","Disney's Hollywood Studios","6265"
"2014-10-11","10+","Downtown Disney Resort Area","212"
"2014-10-11","10+","Epcot","10901"
"2014-10-11","10+","Epcot Resort Area","2049"
"2014-10-11","10+","Magic Kingdom Park","7404"
"2014-10-11","10+","Magic Kingdom Resort Area","11157"
"2014-10-12","10+","Destination","476"
"2014-10-12","10+","Disney Springs","3556"
"2014-10-12","10+","Disney's Animal Kingdom Theme Park","3644"
"2014-10-12","10+","Disney's Animal Kingdom Theme Park Resort Area","1643"
"2014-10-12","10+","Disney's BoardWalk","284"
"2014-10-12","10+","Disney's Hollywood Studios","5614"
"2014-10-12","10+","Downtown Disney Resort Area","245"
"2014-10-12","10+","Epcot","10266"
"2014-10-12","10+","Epcot Resort Area","1873"
"2014-10-12","10+","Magic Kingdom Park","7791"
"2014-10-12","10+","Magic Kingdom Resort Area","10404"
"2014-10-13","10+","Destination","307"
"2014-10-13","10+","Disney Springs","2659"
"2014-10-13","10+","Disney's Animal Kingdom Theme Park","3646"
"2014-10-13","10+","Disney's Animal Kingdom Theme Park Resort Area","1408"
"2014-10-13","10+","Disney's BoardWalk","119"
"2014-10-13","10+","Disney's Hollywood Studios","6524"
"2014-10-13","10+","Downtown Disney Resort Area","167"
"2014-10-13","10+","Epcot","8976"
"2014-10-13","10+","Epcot Resort Area","1860"
"2014-10-13","10+","Magic Kingdom Park","6096"
"2014-10-13","10+","Magic Kingdom Resort Area","9493"
"2014-10-14","10+","Destination","272"
"2014-10-14","10+","Disney Springs","3014"
"2014-10-14","10+","Disney's Animal Kingdom Theme Park","3446"
"2014-10-14","10+","Disney's Animal Kingdom Theme Park Resort Area","1267"
"2014-10-14","10+","Disney's BoardWalk","165"
"2014-10-14","10+","Disney's Hollywood Studios","6005"
"2014-10-14","10+","Downtown Disney Resort Area","194"
"2014-10-14","10+","Epcot","9080"
"2014-10-14","10+","Epcot Resort Area","1695"
"2014-10-14","10+","Magic Kingdom Park","7417"
"2014-10-14","10+","Magic Kingdom Resort Area","9915"
"2014-10-15","10+","Destination","243"
"2014-10-15","10+","Disney Springs","2829"
"2014-10-15","10+","Disney's Animal Kingdom Theme Park","3332"
"2014-10-15","10+","Disney's Animal Kingdom Theme Park Resort Area","1167"
"2014-10-15","10+","Disney's BoardWalk","172"
"2014-10-15","10+","Disney's Hollywood Studios","5925"
"2014-10-15","10+","Downtown Disney Resort Area","181"
"2014-10-15","10+","Epcot","10136"
"2014-10-15","10+","Epcot Resort Area","1868"
"2014-10-15","10+","Magic Kingdom Park","7304"
"2014-10-15","10+","Magic Kingdom Resort Area","9733"
"2014-10-16","10+","Destination","311"
"2014-10-16","10+","Disney Springs","3160"
"2014-10-16","10+","Disney's Animal Kingdom Theme Park","3221"
"2014-10-16","10+","Disney's Animal Kingdom Theme Park Resort Area","1307"
"2014-10-16","10+","Disney's BoardWalk","227"
"2014-10-16","10+","Disney's Hollywood Studios","4905"
"2014-10-16","10+","Downtown Disney Resort Area","190"
"2014-10-16","10+","Epcot","9268"
"2014-10-16","10+","Epcot Resort Area","1678"
"2014-10-16","10+","Magic Kingdom Park","6173"
"2014-10-16","10+","Magic Kingdom Resort Area","10595"
"2014-10-17","10+","Destination","390"
"2014-10-17","10+","Disney Springs","3339"
"2014-10-17","10+","Disney's Animal Kingdom Theme Park","3532"
"2014-10-17","10+","Disney's Animal Kingdom Theme Park Resort Area","1395"
"2014-10-17","10+","Disney's BoardWalk","217"
"2014-10-17","10+","Disney's Hollywood Studios","5740"
"2014-10-17","10+","Downtown Disney Resort Area","203"
"2014-10-17","10+","Epcot","10023"
"2014-10-17","10+","Epcot Resort Area","1941"
"2014-10-17","10+","Four Seasons Resort Orlando at Walt Disney World Resort","6"
"2014-10-17","10+","Magic Kingdom Park","5624"
"2014-10-17","10+","Magic Kingdom Resort Area","10239"
"2014-10-18","10+","Destination","423"
"2014-10-18","10+","Disney Springs","3456"
"2014-10-18","10+","Disney's Animal Kingdom Theme Park","3185"
"2014-10-18","10+","Disney's Animal Kingdom Theme Park Resort Area","1672"
"2014-10-18","10+","Disney's BoardWalk","224"
"2014-10-18","10+","Disney's Hollywood Studios","5526"
"2014-10-18","10+","Downtown Disney Resort Area","203"
"2014-10-18","10+","Epcot","9898"
"2014-10-18","10+","Epcot Resort Area","2058"
"2014-10-18","10+","Magic Kingdom Park","7350"
"2014-10-18","10+","Magic Kingdom Resort Area","10887"
"2014-10-19","10+","Destination","535"
"2014-10-19","10+","Disney Springs","3484"
"2014-10-19","10+","Disney's Animal Kingdom Theme Park","3250"
"2014-10-19","10+","Disney's Animal Kingdom Theme Park Resort Area","1652"
"2014-10-19","10+","Disney's BoardWalk","246"
"2014-10-19","10+","Disney's Hollywood Studios","6488"
"2014-10-19","10+","Downtown Disney Resort Area","251"
"2014-10-19","10+","Epcot","8547"
"2014-10-19","10+","Epcot Resort Area","1897"
"2014-10-19","10+","Magic Kingdom Park","5832"
"2014-10-19","10+","Magic Kingdom Resort Area","10023"
"2014-10-20","10+","Destination","264"
"2014-10-20","10+","Disney Springs","2681"
"2014-10-20","10+","Disney's Animal Kingdom Theme Park","3524"
"2014-10-20","10+","Disney's Animal Kingdom Theme Park Resort Area","1281"
"2014-10-20","10+","Disney's BoardWalk","163"
"2014-10-20","10+","Disney's Hollywood Studios","5734"
"2014-10-20","10+","Downtown Disney Resort Area","201"
"2014-10-20","10+","Epcot","8949"
"2014-10-20","10+","Epcot Resort Area","1749"
"2014-10-20","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-10-20","10+","Magic Kingdom Park","7780"
"2014-10-20","10+","Magic Kingdom Resort Area","9481"
"2014-10-21","10+","Destination","397"
"2014-10-21","10+","Disney Springs","3047"
"2014-10-21","10+","Disney's Animal Kingdom Theme Park","3073"
"2014-10-21","10+","Disney's Animal Kingdom Theme Park Resort Area","1249"
"2014-10-21","10+","Disney's BoardWalk","188"
"2014-10-21","10+","Disney's Hollywood Studios","5578"
"2014-10-21","10+","Downtown Disney Resort Area","194"
"2014-10-21","10+","Epcot","8497"
"2014-10-21","10+","Epcot Resort Area","1684"
"2014-10-21","10+","Magic Kingdom Park","5628"
"2014-10-21","10+","Magic Kingdom Resort Area","9604"
"2014-10-22","10+","Destination","199"
"2014-10-22","10+","Disney Springs","2731"
"2014-10-22","10+","Disney's Animal Kingdom Theme Park","2752"
"2014-10-22","10+","Disney's Animal Kingdom Theme Park Resort Area","1219"
"2014-10-22","10+","Disney's BoardWalk","225"
"2014-10-22","10+","Disney's Hollywood Studios","5503"
"2014-10-22","10+","Downtown Disney Resort Area","145"
"2014-10-22","10+","Epcot","10153"
"2014-10-22","10+","Epcot Resort Area","1825"
"2014-10-22","10+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2014-10-22","10+","Magic Kingdom Park","6851"
"2014-10-22","10+","Magic Kingdom Resort Area","9476"
"2014-10-23","10+","Destination","395"
"2014-10-23","10+","Disney Springs","3272"
"2014-10-23","10+","Disney's Animal Kingdom Theme Park","3369"
"2014-10-23","10+","Disney's Animal Kingdom Theme Park Resort Area","1315"
"2014-10-23","10+","Disney's BoardWalk","293"
"2014-10-23","10+","Disney's Hollywood Studios","5345"
"2014-10-23","10+","Downtown Disney Resort Area","169"
"2014-10-23","10+","Epcot","9288"
"2014-10-23","10+","Epcot Resort Area","1866"
"2014-10-23","10+","Four Seasons Resort Orlando at Walt Disney World Resort","17"
"2014-10-23","10+","Magic Kingdom Park","5497"
"2014-10-23","10+","Magic Kingdom Resort Area","10051"
"2014-10-24","10+","Destination","326"
"2014-10-24","10+","Disney Springs","3299"
"2014-10-24","10+","Disney's Animal Kingdom Theme Park","3653"
"2014-10-24","10+","Disney's Animal Kingdom Theme Park Resort Area","1475"
"2014-10-24","10+","Disney's BoardWalk","245"
"2014-10-24","10+","Disney's Hollywood Studios","5181"
"2014-10-24","10+","Downtown Disney Resort Area","120"
"2014-10-24","10+","Epcot","10306"
"2014-10-24","10+","Epcot Resort Area","1931"
"2014-10-24","10+","Four Seasons Resort Orlando at Walt Disney World Resort","1"
"2014-10-24","10+","Magic Kingdom Park","5977"
"2014-10-24","10+","Magic Kingdom Resort Area","9934"
"2014-10-25","10+","Destination","506"
"2014-10-25","10+","Disney Springs","3266"
"2014-10-25","10+","Disney's Animal Kingdom Theme Park","3112"
"2014-10-25","10+","Disney's Animal Kingdom Theme Park Resort Area","1388"
"2014-10-25","10+","Disney's BoardWalk","172"
"2014-10-25","10+","Disney's Hollywood Studios","5638"
"2014-10-25","10+","Downtown Disney Resort Area","212"
"2014-10-25","10+","Epcot","9890"
"2014-10-25","10+","Epcot Resort Area","1763"
"2014-10-25","10+","Four Seasons Resort Orlando at Walt Disney World Resort","65"
"2014-10-25","10+","Magic Kingdom Park","7064"
"2014-10-25","10+","Magic Kingdom Resort Area","10960"
"2014-10-26","10+","Destination","519"
"2014-10-26","10+","Disney Springs","3657"
"2014-10-26","10+","Disney's Animal Kingdom Theme Park","3141"
"2014-10-26","10+","Disney's Animal Kingdom Theme Park Resort Area","1717"
"2014-10-26","10+","Disney's BoardWalk","268"
"2014-10-26","10+","Disney's Hollywood Studios","5531"
"2014-10-26","10+","Downtown Disney Resort Area","280"
"2014-10-26","10+","Epcot","8439"
"2014-10-26","10+","Epcot Resort Area","1790"
"2014-10-26","10+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2014-10-26","10+","Magic Kingdom Park","5850"
"2014-10-26","10+","Magic Kingdom Resort Area","9756"
"2014-10-27","10+","Destination","246"
"2014-10-27","10+","Disney Springs","2919"
"2014-10-27","10+","Disney's Animal Kingdom Theme Park","3062"
"2014-10-27","10+","Disney's Animal Kingdom Theme Park Resort Area","1383"
"2014-10-27","10+","Disney's BoardWalk","203"
"2014-10-27","10+","Disney's Hollywood Studios","5423"
"2014-10-27","10+","Downtown Disney Resort Area","179"
"2014-10-27","10+","Epcot","9337"
"2014-10-27","10+","Epcot Resort Area","1672"
"2014-10-27","10+","Magic Kingdom Park","7945"
"2014-10-27","10+","Magic Kingdom Resort Area","9170"
"2014-10-28","10+","Destination","243"
"2014-10-28","10+","Disney Springs","3195"
"2014-10-28","10+","Disney's Animal Kingdom Theme Park","3093"
"2014-10-28","10+","Disney's Animal Kingdom Theme Park Resort Area","1288"
"2014-10-28","10+","Disney's BoardWalk","157"
"2014-10-28","10+","Disney's Hollywood Studios","5561"
"2014-10-28","10+","Downtown Disney Resort Area","120"
"2014-10-28","10+","Epcot","9015"
"2014-10-28","10+","Epcot Resort Area","1612"
"2014-10-28","10+","Magic Kingdom Park","5753"
"2014-10-28","10+","Magic Kingdom Resort Area","9606"
"2014-10-29","10+","Destination","378"
"2014-10-29","10+","Disney Springs","3115"
"2014-10-29","10+","Disney's Animal Kingdom Theme Park","2910"
"2014-10-29","10+","Disney's Animal Kingdom Theme Park Resort Area","1250"
"2014-10-29","10+","Disney's BoardWalk","230"
"2014-10-29","10+","Disney's Hollywood Studios","5318"
"2014-10-29","10+","Downtown Disney Resort Area","159"
"2014-10-29","10+","Epcot","10801"
"2014-10-29","10+","Epcot Resort Area","1722"
"2014-10-29","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-10-29","10+","Magic Kingdom Park","7018"
"2014-10-29","10+","Magic Kingdom Resort Area","9807"
"2014-10-30","10+","Destination","324"
"2014-10-30","10+","Disney Springs","3710"
"2014-10-30","10+","Disney's Animal Kingdom Theme Park","2961"
"2014-10-30","10+","Disney's Animal Kingdom Theme Park Resort Area","1382"
"2014-10-30","10+","Disney's BoardWalk","211"
"2014-10-30","10+","Disney's Hollywood Studios","5352"
"2014-10-30","10+","Downtown Disney Resort Area","240"
"2014-10-30","10+","Epcot","9918"
"2014-10-30","10+","Epcot Resort Area","1904"
"2014-10-30","10+","Four Seasons Resort Orlando at Walt Disney World Resort","43"
"2014-10-30","10+","Magic Kingdom Park","5787"
"2014-10-30","10+","Magic Kingdom Resort Area","10712"
"2014-10-31","10+","Destination","383"
"2014-10-31","10+","Disney Springs","3744"
"2014-10-31","10+","Disney's Animal Kingdom Theme Park","3103"
"2014-10-31","10+","Disney's Animal Kingdom Theme Park Resort Area","1441"
"2014-10-31","10+","Disney's BoardWalk","198"
"2014-10-31","10+","Disney's Hollywood Studios","5210"
"2014-10-31","10+","Downtown Disney Resort Area","163"
"2014-10-31","10+","Epcot","9291"
"2014-10-31","10+","Epcot Resort Area","2000"
"2014-10-31","10+","Magic Kingdom Park","6114"
"2014-10-31","10+","Magic Kingdom Resort Area","10951"
"2014-11-01","10+","Destination","646"
"2014-11-01","10+","Disney Springs","4227"
"2014-11-01","10+","Disney's Animal Kingdom Theme Park","3338"
"2014-11-01","10+","Disney's Animal Kingdom Theme Park Resort Area","1863"
"2014-11-01","10+","Disney's BoardWalk","282"
"2014-11-01","10+","Disney's Hollywood Studios","5603"
"2014-11-01","10+","Downtown Disney Resort Area","241"
"2014-11-01","10+","Epcot","11422"
"2014-11-01","10+","Epcot Resort Area","2141"
"2014-11-01","10+","Four Seasons Resort Orlando at Walt Disney World Resort","47"
"2014-11-01","10+","Magic Kingdom Park","7598"
"2014-11-01","10+","Magic Kingdom Resort Area","11686"
"2014-11-02","10+","Destination","455"
"2014-11-02","10+","Disney Springs","4071"
"2014-11-02","10+","Disney's Animal Kingdom Theme Park","3711"
"2014-11-02","10+","Disney's Animal Kingdom Theme Park Resort Area","1708"
"2014-11-02","10+","Disney's BoardWalk","343"
"2014-11-02","10+","Disney's Hollywood Studios","6141"
"2014-11-02","10+","Downtown Disney Resort Area","281"
"2014-11-02","10+","Epcot","10025"
"2014-11-02","10+","Epcot Resort Area","2132"
"2014-11-02","10+","Four Seasons Resort Orlando at Walt Disney World Resort","15"
"2014-11-02","10+","Magic Kingdom Park","7460"
"2014-11-02","10+","Magic Kingdom Resort Area","10852"
"2014-11-03","10+","Destination","406"
"2014-11-03","10+","Disney Springs","3228"
"2014-11-03","10+","Disney's Animal Kingdom Theme Park","3575"
"2014-11-03","10+","Disney's Animal Kingdom Theme Park Resort Area","1647"
"2014-11-03","10+","Disney's BoardWalk","232"
"2014-11-03","10+","Disney's Hollywood Studios","5949"
"2014-11-03","10+","Downtown Disney Resort Area","155"
"2014-11-03","10+","Epcot","11031"
"2014-11-03","10+","Epcot Resort Area","2027"
"2014-11-03","10+","Magic Kingdom Park","7415"
"2014-11-03","10+","Magic Kingdom Resort Area","10224"
"2014-11-04","10+","Destination","268"
"2014-11-04","10+","Disney Springs","3160"
"2014-11-04","10+","Disney's Animal Kingdom Theme Park","3362"
"2014-11-04","10+","Disney's Animal Kingdom Theme Park Resort Area","1494"
"2014-11-04","10+","Disney's BoardWalk","261"
"2014-11-04","10+","Disney's Hollywood Studios","5565"
"2014-11-04","10+","Downtown Disney Resort Area","179"
"2014-11-04","10+","Epcot","9723"
"2014-11-04","10+","Epcot Resort Area","1974"
"2014-11-04","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-11-04","10+","Magic Kingdom Park","7039"
"2014-11-04","10+","Magic Kingdom Resort Area","10773"
"2014-11-05","10+","Destination","247"
"2014-11-05","10+","Disney Springs","3081"
"2014-11-05","10+","Disney's Animal Kingdom Theme Park","3029"
"2014-11-05","10+","Disney's Animal Kingdom Theme Park Resort Area","1291"
"2014-11-05","10+","Disney's BoardWalk","242"
"2014-11-05","10+","Disney's Hollywood Studios","5276"
"2014-11-05","10+","Downtown Disney Resort Area","228"
"2014-11-05","10+","Epcot","11580"
"2014-11-05","10+","Epcot Resort Area","2122"
"2014-11-05","10+","Magic Kingdom Park","6484"
"2014-11-05","10+","Magic Kingdom Resort Area","10119"
"2014-11-06","10+","Destination","309"
"2014-11-06","10+","Disney Springs","3428"
"2014-11-06","10+","Disney's Animal Kingdom Theme Park","3131"
"2014-11-06","10+","Disney's Animal Kingdom Theme Park Resort Area","1358"
"2014-11-06","10+","Disney's BoardWalk","282"
"2014-11-06","10+","Disney's Hollywood Studios","4985"
"2014-11-06","10+","Downtown Disney Resort Area","164"
"2014-11-06","10+","Epcot","9989"
"2014-11-06","10+","Epcot Resort Area","1891"
"2014-11-06","10+","Four Seasons Resort Orlando at Walt Disney World Resort","35"
"2014-11-06","10+","Magic Kingdom Park","6981"
"2014-11-06","10+","Magic Kingdom Resort Area","11144"
"2014-11-07","10+","Destination","392"
"2014-11-07","10+","Disney Springs","3538"
"2014-11-07","10+","Disney's Animal Kingdom Theme Park","3243"
"2014-11-07","10+","Disney's Animal Kingdom Theme Park Resort Area","1376"
"2014-11-07","10+","Disney's BoardWalk","215"
"2014-11-07","10+","Disney's Hollywood Studios","6063"
"2014-11-07","10+","Downtown Disney Resort Area","128"
"2014-11-07","10+","Epcot","9443"
"2014-11-07","10+","Epcot Resort Area","2158"
"2014-11-07","10+","Magic Kingdom Park","5980"
"2014-11-07","10+","Magic Kingdom Resort Area","10703"
"2014-11-08","10+","Destination","443"
"2014-11-08","10+","Disney Springs","3608"
"2014-11-08","10+","Disney's Animal Kingdom Theme Park","3365"
"2014-11-08","10+","Disney's Animal Kingdom Theme Park Resort Area","1660"
"2014-11-08","10+","Disney's BoardWalk","231"
"2014-11-08","10+","Disney's Hollywood Studios","4977"
"2014-11-08","10+","Downtown Disney Resort Area","197"
"2014-11-08","10+","Epcot","8907"
"2014-11-08","10+","Epcot Resort Area","1986"
"2014-11-08","10+","Four Seasons Resort Orlando at Walt Disney World Resort","55"
"2014-11-08","10+","Magic Kingdom Park","7194"
"2014-11-08","10+","Magic Kingdom Resort Area","11284"
"2014-11-09","10+","Destination","516"
"2014-11-09","10+","Disney Springs","4069"
"2014-11-09","10+","Disney's Animal Kingdom Theme Park","3531"
"2014-11-09","10+","Disney's Animal Kingdom Theme Park Resort Area","1856"
"2014-11-09","10+","Disney's BoardWalk","256"
"2014-11-09","10+","Disney's Hollywood Studios","6326"
"2014-11-09","10+","Downtown Disney Resort Area","269"
"2014-11-09","10+","Epcot","10190"
"2014-11-09","10+","Epcot Resort Area","2266"
"2014-11-09","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-11-09","10+","Magic Kingdom Park","7951"
"2014-11-09","10+","Magic Kingdom Resort Area","10776"
"2014-11-10","10+","Destination","519"
"2014-11-10","10+","Disney Springs","3264"
"2014-11-10","10+","Disney's Animal Kingdom Theme Park","3498"
"2014-11-10","10+","Disney's Animal Kingdom Theme Park Resort Area","1618"
"2014-11-10","10+","Disney's BoardWalk","263"
"2014-11-10","10+","Disney's Hollywood Studios","7014"
"2014-11-10","10+","Downtown Disney Resort Area","199"
"2014-11-10","10+","Epcot","9570"
"2014-11-10","10+","Epcot Resort Area","2041"
"2014-11-10","10+","Magic Kingdom Park","6113"
"2014-11-10","10+","Magic Kingdom Resort Area","10461"
"2014-11-11","10+","Destination","506"
"2014-11-11","10+","Disney Springs","3422"
"2014-11-11","10+","Disney's Animal Kingdom Theme Park","3488"
"2014-11-11","10+","Disney's Animal Kingdom Theme Park Resort Area","1623"
"2014-11-11","10+","Disney's BoardWalk","213"
"2014-11-11","10+","Disney's Hollywood Studios","6521"
"2014-11-11","10+","Downtown Disney Resort Area","173"
"2014-11-11","10+","Epcot","9572"
"2014-11-11","10+","Epcot Resort Area","2049"
"2014-11-11","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-11-11","10+","Magic Kingdom Park","7168"
"2014-11-11","10+","Magic Kingdom Resort Area","11345"
"2014-11-12","10+","Destination","375"
"2014-11-12","10+","Disney Springs","3336"
"2014-11-12","10+","Disney's Animal Kingdom Theme Park","3563"
"2014-11-12","10+","Disney's Animal Kingdom Theme Park Resort Area","1683"
"2014-11-12","10+","Disney's BoardWalk","182"
"2014-11-12","10+","Disney's Hollywood Studios","6558"
"2014-11-12","10+","Downtown Disney Resort Area","254"
"2014-11-12","10+","Epcot","9717"
"2014-11-12","10+","Epcot Resort Area","1980"
"2014-11-12","10+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-11-12","10+","Magic Kingdom Park","6976"
"2014-11-12","10+","Magic Kingdom Resort Area","10626"
"2014-11-13","10+","Destination","443"
"2014-11-13","10+","Disney Springs","3546"
"2014-11-13","10+","Disney's Animal Kingdom Theme Park","3535"
"2014-11-13","10+","Disney's Animal Kingdom Theme Park Resort Area","1610"
"2014-11-13","10+","Disney's BoardWalk","161"
"2014-11-13","10+","Disney's Hollywood Studios","6287"
"2014-11-13","10+","Downtown Disney Resort Area","181"
"2014-11-13","10+","Epcot","9457"
"2014-11-13","10+","Epcot Resort Area","1860"
"2014-11-13","10+","Four Seasons Resort Orlando at Walt Disney World Resort","31"
"2014-11-13","10+","Magic Kingdom Park","5921"
"2014-11-13","10+","Magic Kingdom Resort Area","11654"
"2014-11-14","10+","Destination","471"
"2014-11-14","10+","Disney Springs","3529"
"2014-11-14","10+","Disney's Animal Kingdom Theme Park","3515"
"2014-11-14","10+","Disney's Animal Kingdom Theme Park Resort Area","1643"
"2014-11-14","10+","Disney's BoardWalk","229"
"2014-11-14","10+","Disney's Hollywood Studios","6285"
"2014-11-14","10+","Downtown Disney Resort Area","209"
"2014-11-14","10+","Epcot","11987"
"2014-11-14","10+","Epcot Resort Area","2027"
"2014-11-14","10+","Four Seasons Resort Orlando at Walt Disney World Resort","11"
"2014-11-14","10+","Magic Kingdom Park","5455"
"2014-11-14","10+","Magic Kingdom Resort Area","10709"
"2014-11-15","10+","Destination","601"
"2014-11-15","10+","Disney Springs","3946"
