"arvl_dt","booking_window_range","rm_nt_cn","gst_cn","gst_cn_2","delta_tkt_cn"
"2015-02-19","10+","25478","75004","19852","0"
"2015-02-20","10+","24324","73593","20867","0"
"2015-02-21","10+","27837","86434","20226","0"
"2015-02-22","10+","34696","99746","21646","0"
"2015-02-23","10+","22902","65803","15185","0"
"2015-02-24","10+","16674","48756","10638","0"
"2015-02-25","10+","20422","60205","14062","0"
"2015-02-26","10+","21874","67204","16788","0"
"2015-02-27","10+","22719","69991","19330","0"
"2015-02-28","10+","28525","90471","19034","0"
"2015-03-01","10+","30811","92598","19132","0"
"2015-03-02","10+","18429","53152","12340","0"
"2015-03-03","10+","15481","44367","10079","0"
"2015-03-04","10+","17784","51883","12322","0"
"2015-03-05","10+","16018","48244","12726","0"
"2015-03-06","10+","20249","65451","17050","0"
"2015-03-07","10+","33606","112729","23608","0"
"2015-03-08","10+","31150","97629","21466","0"
"2015-03-09","10+","21451","63923","15760","0"
"2015-03-10","10+","14227","43774","10733","0"
"2015-03-11","10+","18936","59648","14079","0"
"2015-03-12","10+","23957","75829","18951","0"
"2015-03-13","10+","23905","78310","20284","0"
"2015-03-14","10+","37733","124336","25622","0"
"2015-03-15","10+","34493","108255","24045","0"
"2015-03-16","10+","23508","73288","18486","0"
"2015-03-17","10+","15605","47965","12068","0"
"2015-03-18","10+","18405","59138","15011","0"
"2015-03-19","10+","19038","61452","16165","0"
"2015-03-20","10+","25259","81949","21687","0"
"2015-03-21","10+","35624","116844","25187","0"
"2015-03-22","10+","33774","106525","24074","0"
"2015-03-23","10+","21118","67575","16951","0"
"2015-03-24","10+","17268","53953","13055","0"
"2015-03-25","10+","17901","57239","14542","0"
"2015-03-26","10+","21605","71530","19424","0"
"2015-03-27","10+","25931","90096","22408","0"
"2015-03-28","10+","41593","147462","30446","0"
"2015-03-29","10+","32455","111168","24903","0"
"2015-03-30","10+","21066","70990","17457","0"
"2015-03-31","10+","15639","54178","12497","0"
"2015-04-01","10+","20071","72047","16525","0"
"2015-04-02","10+","20963","75241","17058","0"
"2015-04-03","10+","28167","101060","21967","0"
"2015-04-04","10+","37041","134606","26035","0"
"2015-04-05","10+","26685","94674","20424","0"
"2015-04-06","10+","28339","98399","23658","0"
"2015-04-07","10+","16627","55546","13804","0"
"2015-04-08","10+","15952","51145","13446","0"
"2015-04-09","10+","16709","54248","14126","0"
"2015-04-10","10+","18947","60349","16666","0"
"2015-04-11","10+","25737","82057","18225","0"
"2015-04-12","10+","32366","96574","20474","0"
"2015-04-13","10+","19460","57536","13222","0"
"2015-04-14","10+","16100","48570","10467","0"
"2015-04-15","10+","20855","65049","14365","0"
"2015-04-16","10+","23388","72876","18610","0"
"2015-04-17","10+","25312","79301","20048","0"
"2015-04-18","10+","34557","106664","21869","0"
"2015-04-19","10+","29783","88730","19039","0"
"2015-04-20","10+","20457","60862","13408","0"
"2015-04-21","10+","16737","49798","10510","0"
"2015-04-22","10+","23027","70010","15150","0"
"2015-04-23","10+","26761","84885","19052","0"
"2015-04-24","10+","24103","76224","20039","0"
"2015-04-25","10+","30243","95899","19960","0"
"2015-04-26","10+","26216","78164","16621","0"
"2015-04-27","10+","16604","47126","10793","0"
"2015-04-28","10+","15364","44255","9487","0"
"2015-04-29","10+","19951","61599","13487","0"
"2015-04-30","10+","31861","103518","24769","0"
"2015-05-01","10+","26362","83340","21373","0"
"2015-05-02","10+","32439","102144","20136","0"
"2015-05-03","10+","31767","92742","18835","0"
"2015-05-04","10+","22724","65202","14225","0"
"2015-05-05","10+","18458","52150","10773","0"
"2015-05-06","10+","18807","56630","12291","0"
"2015-05-07","10+","19013","57523","14232","0"
"2015-05-08","10+","23442","72800","19212","0"
"2015-05-09","10+","31929","99529","20735","0"
"2015-05-10","10+","29329","86878","17876","0"
"2015-05-11","10+","23850","63258","14007","0"
"2015-05-12","10+","17576","50230","10884","0"
"2015-05-13","10+","19161","56887","12691","0"
"2015-05-14","10+","20583","63522","15152","0"
"2015-05-15","10+","24501","77855","20122","0"
"2015-05-16","10+","32353","104037","20917","0"
"2015-05-17","10+","30923","93929","19349","0"
"2015-05-18","10+","20393","59451","13025","0"
"2015-05-19","10+","14221","43345","9352","0"
"2015-05-20","10+","19414","61525","12801","0"
"2015-05-21","10+","24555","79224","18726","0"
"2015-05-22","10+","29471","100095","25731","0"
"2015-05-23","10+","34225","119472","24782","0"
"2015-05-24","10+","27325","93940","18523","0"
"2015-05-25","10+","25470","83706","18178","0"
"2015-05-26","10+","17477","57300","12555","0"
"2015-05-27","10+","15249","49723","11216","0"
"2015-05-28","10+","16174","53351","12933","0"
"2015-05-29","10+","21084","71420","19038","0"
"2015-05-30","10+","28389","99945","20505","0"
"2015-05-31","10+","25774","88223","18077","0"
"2015-06-01","10+","21891","71979","15855","0"
"2015-06-02","10+","15143","46221","10292","0"
"2015-06-03","10+","15104","49910","11178","0"
"2015-06-04","10+","16871","56581","13265","0"
"2015-06-05","10+","22442","78002","18920","0"
"2015-06-06","10+","34429","121431","23516","0"
"2015-06-07","10+","35401","124059","24646","0"
"2015-06-08","10+","26174","90600","19417","0"
"2015-06-09","10+","18924","61805","13101","0"
"2015-06-10","10+","18195","59872","12908","0"
"2015-06-11","10+","17025","57266","12894","0"
"2015-06-12","10+","20064","68927","16599","0"
"2015-06-13","10+","31462","111817","21811","0"
"2015-06-14","10+","29596","102553","21424","0"
"2015-06-15","10+","19917","67001","14788","0"
"2015-06-16","10+","22645","73858","16061","0"
"2015-06-17","10+","17728","59848","12898","0"
"2015-06-18","10+","16699","56604","13293","0"
"2015-06-19","10+","18817","64713","15466","0"
"2015-06-20","10+","30626","109385","20652","0"
"2015-06-21","10+","31379","109041","21576","0"
"2015-06-22","10+","24757","84689","18210","0"
"2015-06-23","10+","19082","64062","13322","0"
"2015-06-24","10+","18249","58227","12520","0"
"2015-06-25","10+","18158","58474","13604","0"
"2015-06-26","10+","21557","75959","16890","0"
"2015-06-27","10+","30683","108185","20812","0"
"2015-06-28","10+","29125","103805","20795","0"
"2015-06-29","10+","20202","71313","14119","0"
"2015-06-30","10+","16180","56844","11031","0"
"2015-07-01","10+","19474","68737","13357","0"
"2015-07-02","10+","20726","71202","15373","0"
"2015-07-03","10+","24230","85319","19221","0"
"2015-07-04","10+","20788","72459","13990","0"
"2015-07-05","10+","23509","83563","15764","0"
"2015-07-06","10+","24663","85994","16251","0"
"2015-07-07","10+","19082","65883","12340","0"
"2015-07-08","10+","17907","61583","11977","0"
"2015-07-09","10+","17468","59989","12257","0"
"2015-07-10","10+","21545","74253","14984","0"
"2015-07-11","10+","32641","115272","19245","0"
"2015-07-12","10+","31113","109894","20521","0"
"2015-07-13","10+","23827","82556","16320","0"
"2015-07-14","10+","19371","66476","12334","0"
"2015-07-15","10+","17013","58932","11713","0"
"2015-07-16","10+","16057","54980","11420","0"
"2015-07-17","10+","21285","75241","15326","0"
"2015-07-18","10+","27829","99109","18181","0"
"2015-07-19","10+","28065","99329","18865","0"
"2015-07-20","10+","23408","79502","15527","0"
"2015-07-21","10+","19811","65714","12250","0"
"2015-07-22","10+","16822","58568","11303","0"
"2015-07-23","10+","17783","61401","12814","0"
"2015-07-24","10+","20391","72108","15666","0"
"2015-07-25","10+","26344","92891","17287","0"
"2015-07-26","10+","25528","87436","17190","0"
"2015-07-27","10+","21635","69442","14366","0"
"2015-07-28","10+","20327","58370","11953","0"
"2015-07-29","10+","16021","54164","11124","0"
"2015-07-30","10+","14791","51526","10828","0"
"2015-07-31","10+","17782","61787","14487","0"
"2015-08-01","10+","28702","103328","19069","0"
"2015-08-02","10+","27533","97504","18578","0"
"2015-08-03","10+","21715","73511","14835","0"
"2015-08-04","10+","17781","60819","11531","0"
"2015-08-05","10+","18834","62550","12217","0"
"2015-08-06","10+","15222","52555","10896","0"
"2015-08-07","10+","18216","63891","14174","0"
"2015-08-08","10+","24358","85470","16283","0"
"2015-08-09","10+","22362","78154","15498","0"
"2015-08-10","10+","19846","65292","13594","0"
"2015-08-11","10+","16263","56113","10590","0"
"2015-08-12","10+","16211","55828","10751","0"
"2015-08-13","10+","16708","57166","11512","0"
"2015-08-14","10+","20705","72390","16879","0"
"2015-08-15","10+","35659","124545","22791","0"
"2015-08-16","10+","34122","117891","22389","0"
"2015-08-17","10+","24887","84395","16622","0"
"2015-08-18","10+","21805","73481","13056","0"
"2015-08-19","10+","20231","67573","12303","0"
"2015-08-20","10+","23260","76971","13439","0"
"2015-08-21","10+","25323","83040","16545","0"
"2015-08-22","10+","27701","95059","17785","0"
"2015-08-23","10+","23504","79741","14940","0"
"2015-08-24","10+","19147","63342","12576","0"
"2015-08-25","10+","15412","51205","9630","0"
"2015-08-26","10+","12822","41543","8527","0"
"2015-08-27","10+","12093","38315","8891","0"
"2015-08-28","10+","27827","91691","18708","0"
"2015-08-29","10+","23649","76373","14517","0"
"2015-08-30","10+","19935","64118","11928","0"
"2015-08-31","10+","13619","42221","8007","0"
"2015-09-01","10+","13958","43008","7626","0"
"2015-09-02","10+","15835","48531","9217","0"
"2015-09-03","10+","20353","63989","13122","0"
"2015-09-04","10+","29621","94735","24280","0"
"2015-09-05","10+","34023","106927","22810","0"
"2015-09-06","10+","25849","79374","15421","0"
"2015-09-07","10+","19472","56484","11100","0"
"2015-09-08","10+","19534","53596","10026","0"
"2015-09-09","10+","18084","51559","9822","0"
"2015-09-10","10+","22409","67152","13618","0"
"2015-09-11","10+","26898","85340","21192","0"
"2015-09-12","10+","40955","125882","22882","0"
"2015-09-13","10+","33047","99599","18568","0"
"2015-09-14","10+","20325","57520","10974","0"
"2015-09-15","10+","16998","48097","9187","0"
"2015-09-16","10+","18842","54033","10706","0"
"2015-09-17","10+","19976","59898","12585","0"
"2015-09-18","10+","28032","86591","19148","0"
"2015-09-19","10+","42859","137394","24821","0"
"2015-09-20","10+","33515","101144","19598","0"
"2015-09-21","10+","20972","57911","12113","0"
"2015-09-22","10+","17901","54733","10640","0"
"2015-09-23","10+","18682","57891","11850","0"
"2015-09-24","10+","21297","64552","14441","0"
"2015-09-25","10+","26683","81658","18890","0"
"2015-09-26","10+","38853","122774","23275","0"
"2015-09-27","10+","34475","95706","19358","0"
"2015-09-28","10+","18537","51779","11129","0"
"2015-09-29","10+","14299","40918","8650","0"
"2015-09-30","10+","17879","54087","11806","0"
"2015-10-01","10+","26234","73908","16313","0"
"2015-10-02","10+","32912","107467","21596","0"
"2015-10-03","10+","39670","116058","22278","0"
"2015-10-04","10+","35052","96753","20171","0"
"2015-10-05","10+","17146","48153","10744","0"
"2015-10-06","10+","13718","39852","8408","0"
"2015-10-07","10+","18784","58241","12294","0"
"2015-10-08","10+","25603","82384","19510","0"
"2015-10-09","10+","28483","92306","22759","0"
"2015-10-10","10+","42040","134568","25629","0"
"2015-10-11","10+","31894","102080","20046","0"
"2015-10-12","10+","23624","70622","15658","0"
"2015-10-13","10+","20164","59850","12591","0"
"2015-10-14","10+","22311","67796","14708","0"
"2015-10-15","10+","21219","66940","15129","0"
"2015-10-16","10+","26774","83838","20089","0"
"2015-10-17","10+","41443","132660","25010","0"
"2015-10-18","10+","35537","104468","21791","0"
"2015-10-19","10+","20549","57300","12673","0"
"2015-10-20","10+","17254","50432","10739","0"
"2015-10-21","10+","19947","60647","13334","0"
"2015-10-22","10+","20826","65271","16126","0"
"2015-10-23","10+","22799","71562","20918","0"
"2015-10-24","10+","28067","86928","22441","0"
"2015-10-25","10+","53346","167459","32055","0"
"2015-10-26","10+","22110","64964","13375","0"
"2015-10-27","10+","18637","55665","11085","0"
"2015-10-28","10+","22033","67193","13919","0"
"2015-10-29","10+","21480","69446","15635","0"
"2015-10-30","10+","28407","92318","20509","0"
"2015-10-31","10+","33680","107850","20800","0"
"2015-11-01","10+","33662","97637","21151","0"
"2015-11-02","10+","18337","51499","11629","0"
"2015-11-03","10+","15738","47320","10479","0"
"2015-11-04","10+","21409","63169","14791","0"
"2015-11-05","10+","22915","65913","16873","0"
"2015-11-06","10+","24933","72346","21828","0"
"2015-11-07","10+","24918","77367","20782","0"
"2015-11-08","10+","52995","166482","31351","0"
"2015-11-09","10+","27432","77224","16993","0"
"2015-11-10","10+","19987","61730","13048","0"
"2015-11-11","10+","22775","71939","15674","0"
"2015-11-12","10+","19335","58826","13417","0"
"2015-11-13","10+","23945","76048","18754","0"
"2015-11-14","10+","37633","122054","23118","0"
"2015-11-15","10+","36508","111520","23662","0"
"2015-11-16","10+","17535","49933","11796","0"
"2015-11-17","10+","14210","40991","10003","0"
"2015-11-18","10+","17778","57989","12826","0"
"2015-11-19","10+","31216","110418","22478","0"
"2015-11-20","10+","26239","91979","25379","0"
"2015-11-21","10+","38130","137053","28076","0"
"2015-11-22","10+","28644","99533","22283","0"
"2015-11-23","10+","16211","55373","13400","0"
"2015-11-24","10+","19382","65495","15234","0"
"2015-11-25","10+","21879","73521","18782","0"
"2015-11-26","10+","17811","56625","14254","0"
"2015-11-27","10+","23397","75493","19675","0"
"2015-11-28","10+","34502","110713","23636","0"
"2015-11-29","10+","31208","95010","21017","0"
"2015-11-30","10+","21888","62112","14050","0"
"2015-12-01","10+","21876","63973","14054","0"
"2015-12-02","10+","21805","66135","14978","0"
"2015-12-03","10+","22962","70405","17554","0"
"2015-12-04","10+","23412","73535","20225","0"
"2015-12-05","10+","36703","115617","23369","0"
"2015-12-06","10+","33434","100767","21917","0"
"2015-12-07","10+","21876","63025","15152","0"
"2015-12-08","10+","16692","48943","11915","0"
"2015-12-09","10+","16527","49455","12225","0"
"2015-12-10","10+","19467","59811","16161","0"
"2015-12-11","10+","22258","68328","21940","0"
"2015-12-12","10+","27238","83482","21922","0"
"2015-12-13","10+","31131","89264","21145","0"
"2015-12-14","10+","15215","44708","12093","0"
"2015-12-15","10+","34186","114359","21989","0"
"2015-12-16","10+","19555","66221","14297","0"
"2015-12-17","10+","20651","71905","16621","0"
"2015-12-18","10+","26953","94902","22871","0"
"2015-12-19","10+","33805","120478","24462","0"
"2015-12-20","10+","27517","97411","19593","0"
"2015-12-21","10+","25553","89806","17913","0"
"2015-12-22","10+","16834","58506","12415","0"
"2015-12-23","10+","24236","82557","17847","0"
"2015-12-24","10+","20120","69054","16403","0"
"2015-12-25","10+","17307","60433","13595","0"
"2015-12-26","10+","34762","121661","25459","0"
"2015-12-27","10+","35157","124336","26702","0"
"2015-12-28","10+","24048","82434","19248","0"
"2015-12-29","10+","18465","62422","15241","0"
"2015-12-30","10+","19912","66925","17058","0"
"2015-12-31","10+","14023","47223","14884","0"
"2016-01-01","10+","16361","53507","13373","0"
"2016-01-02","10+","32508","107820","24022","0"
"2016-01-03","10+","31977","100073","22160","0"
"2016-01-04","10+","19837","55723","12618","0"
"2016-01-05","10+","23048","62529","12262","0"
"2016-01-06","10+","29007","81172","17454","0"
"2016-01-07","10+","19092","53516","12502","0"
"2016-01-08","10+","21804","62854","17835","0"
"2016-01-09","10+","20363","60942","13837","0"
"2016-01-10","10+","26195","72905","15381","0"
"2016-01-11","10+","22468","62536","13898","0"
"2016-01-12","10+","13693","39916","8332","0"
"2016-01-13","10+","17401","54792","11550","0"
"2016-01-14","10+","26039","81955","19298","0"
"2016-01-15","10+","26325","82709","22566","0"
"2016-01-16","10+","25801","83602","18643","0"
"2016-01-17","10+","26909","73118","15562","0"
"2016-01-18","10+","24264","68067","14748","0"
"2016-01-19","10+","15311","43682","8913","0"
"2016-01-20","10+","18266","54687","11769","0"
"2016-01-21","10+","22075","66260","16031","0"
"2016-01-22","10+","22588","69291","18020","0"
"2016-01-23","10+","29158","90714","18569","0"
"2016-01-24","10+","29384","77558","16827","0"
"2016-01-25","10+","18586","52248","11528","0"
"2016-01-26","10+","16366","45461","9492","0"
"2016-01-27","10+","20501","61276","13193","0"
"2016-01-28","10+","25786","79238","18416","0"
"2016-01-29","10+","21664","68001","17912","0"
"2016-01-30","10+","29859","95998","19936","0"
"2016-01-31","10+","28135","84669","18532","0"
"2016-02-01","10+","18691","52805","11859","0"
"2016-02-02","10+","18078","46696","10128","0"
"2016-02-03","10+","20279","61454","13842","0"
"2016-02-04","10+","29388","94667","22291","0"
"2016-02-05","10+","25543","84808","21054","0"
"2016-02-06","10+","29332","100754","20286","0"
"2016-02-07","10+","21079","65667","14091","0"
"2016-02-08","10+","23381","65192","15390","0"
"2016-02-09","10+","16197","49723","10930","0"
"2016-02-10","10+","21218","69241","15188","0"
"2016-02-11","10+","26200","85768","19466","0"
"2016-02-12","10+","26695","88972","22764","0"
"2016-02-13","10+","29604","98476","21403","0"
"2016-02-14","10+","25704","78472","18075","0"
"2016-02-15","10+","20801","64794","16387","0"
"2016-02-16","10+","14577","44421","10865","0"
"2016-02-17","10+","22135","62476","15297","0"
"2016-02-18","10+","26761","79284","21085","0"
"2016-02-19","10+","23004","68508","19495","0"
"2016-02-20","10+","26361","82696","18875","0"
"2016-02-21","10+","30429","89662","19572","0"
"2016-02-22","10+","24889","71816","16558","0"
"2016-02-23","10+","18774","53744","12007","0"
"2016-02-24","10+","19304","58487","14068","0"
"2016-02-25","10+","20724","62865","16420","0"
"2016-02-26","10+","21931","67652","18391","0"
"2016-02-27","10+","32177","97531","20910","0"
"2016-02-28","10+","28648","84887","18575","0"
"2016-02-29","10+","17138","47840","11379","0"
"2016-03-01","10+","17996","51495","11503","0"
"2016-03-02","10+","19115","54398","13335","0"
"2016-03-03","10+","20950","61378","17035","0"
"2016-03-04","10+","22142","64701","17704","0"
"2016-03-05","10+","28303","89423","19510","0"
"2016-03-06","10+","26548","79999","17730","0"
"2016-03-07","10+","18158","52360","12915","0"
"2016-03-08","10+","15491","43048","10497","0"
"2016-03-09","10+","19479","57643","13878","0"
"2016-03-10","10+","22413","72999","17909","0"
"2016-03-11","10+","24757","82542","21986","0"
"2016-03-12","10+","37383","126629","26206","0"
"2016-03-13","10+","32041","104774","23529","0"
"2016-03-14","10+","23014","73023","18691","0"
"2016-03-15","10+","17158","54281","13600","0"
"2016-03-16","10+","20267","64506","16316","0"
"2016-03-17","10+","19734","64071","17124","0"
"2016-03-18","10+","24765","83306","20843","0"
"2016-03-19","10+","40729","139721","29149","0"
"2016-03-20","10+","34015","114375","25568","0"
"2016-03-21","10+","22557","74402","18683","0"
"2016-03-22","10+","16667","57561","14159","0"
"2016-03-23","10+","21410","75233","17882","0"
"2016-03-24","10+","23778","83728","19943","0"
"2016-03-25","10+","31017","111336","24152","0"
"2016-03-26","10+","35735","128806","25404","0"
"2016-03-27","10+","25819","91578","19462","0"
"2016-03-28","10+","27452","93201","21863","0"
"2016-03-29","10+","19432","63376","15497","0"
"2016-03-30","10+","18052","55796","14377","0"
"2016-03-31","10+","15556","50763","13610","0"
"2016-04-01","10+","23136","77785","18528","0"
"2016-04-02","10+","38961","132322","26853","0"
"2016-04-03","10+","42868","139958","28694","0"
"2016-04-04","10+","23758","72449","16493","0"
"2016-04-05","10+","17025","53705","11642","0"
"2016-04-06","10+","19218","59862","13998","0"
"2016-04-07","10+","19262","60328","15789","0"
"2016-04-08","10+","22711","70780","19271","0"
"2016-04-09","10+","36561","109992","23227","0"
"2016-04-10","10+","29643","86631","19288","0"
"2016-04-11","10+","17412","52436","12302","0"
"2016-04-12","10+","13999","42516","9685","0"
"2016-04-13","10+","22006","66360","14998","0"
"2016-04-14","10+","27332","83026","21860","0"
"2016-04-15","10+","26958","82893","22503","0"
"2016-04-16","10+","29574","96399","21090","0"
"2016-04-17","10+","33409","100326","22222","0"
"2016-04-18","10+","22558","67274","16049","0"
"2016-04-19","10+","18841","56073","12082","0"
"2016-04-20","10+","22778","72316","15592","0"
"2016-04-21","10+","27096","87974","19806","0"
"2016-04-22","10+","25061","82044","20803","0"
"2016-04-23","10+","32627","107403","22074","0"
"2016-04-24","10+","26530","85929","18991","0"
"2016-04-25","10+","17425","51762","12696","0"
"2016-04-26","10+","17349","49378","11490","0"
"2016-04-27","10+","22327","68315","15665","0"
"2016-04-28","10+","27811","90166","21985","0"
"2016-04-29","10+","22404","70805","19677","0"
"2016-04-30","10+","27598","85254","18110","0"
"2016-05-01","10+","33039","91963","18862","0"
"2016-05-02","10+","25303","70146","15863","0"
"2016-05-03","10+","20760","57144","11753","0"
"2016-05-04","10+","21537","62700","13638","0"
"2016-05-05","10+","20385","60649","14574","0"
"2016-05-06","10+","23674","70638","18180","0"
"2016-05-07","10+","32935","100468","20310","0"
"2016-05-08","10+","29148","87624","18141","0"
"2016-05-09","10+","20247","58016","12672","0"
"2016-05-10","10+","19199","52802","11289","0"
"2016-05-11","10+","19559","56839","12657","0"
"2016-05-12","10+","17797","53623","12830","0"
"2016-05-13","10+","21713","67091","18163","0"
"2016-05-14","10+","32872","101432","21244","0"
"2016-05-15","10+","31949","91396","19277","0"
"2016-05-16","10+","20701","60610","13077","0"
"2016-05-17","10+","18242","52456","11091","0"
"2016-05-18","10+","19057","58940","12520","0"
"2016-05-19","10+","19026","59635","13890","0"
"2016-05-20","10+","26520","85098","21035","0"
"2016-05-21","10+","37761","126465","24376","0"
"2016-05-22","10+","34238","111002","22664","0"
"2016-05-23","10+","21901","66742","15092","0"
"2016-05-24","10+","15218","50268","10778","0"
"2016-05-25","10+","20374","66975","14216","0"
"2016-05-26","10+","23032","77350","17607","0"
