"dining_usg_dt","booking_window_range","park_area_nm","nb_dining_gst"
"2014-10-07","20+","Disney's Hollywood Studios","4138"
"2014-10-07","20+","Downtown Disney Resort Area","189"
"2014-10-07","20+","Epcot","8161"
"2014-10-07","20+","Epcot Resort Area","1999"
"2014-10-07","20+","Magic Kingdom Park","6562"
"2014-10-07","20+","Magic Kingdom Resort Area","9180"
"2014-10-08","20+","Destination","258"
"2014-10-08","20+","Disney Springs","2591"
"2014-10-08","20+","Disney's Animal Kingdom Theme Park","2744"
"2014-10-08","20+","Disney's Animal Kingdom Theme Park Resort Area","978"
"2014-10-08","20+","Disney's BoardWalk","238"
"2014-10-08","20+","Disney's Hollywood Studios","5555"
"2014-10-08","20+","Downtown Disney Resort Area","59"
"2014-10-08","20+","Epcot","9092"
"2014-10-08","20+","Epcot Resort Area","1983"
"2014-10-08","20+","Magic Kingdom Park","6342"
"2014-10-08","20+","Magic Kingdom Resort Area","8506"
"2014-10-09","20+","Destination","274"
"2014-10-09","20+","Disney Springs","2830"
"2014-10-09","20+","Disney's Animal Kingdom Theme Park","2719"
"2014-10-09","20+","Disney's Animal Kingdom Theme Park Resort Area","1108"
"2014-10-09","20+","Disney's BoardWalk","215"
"2014-10-09","20+","Disney's Hollywood Studios","5164"
"2014-10-09","20+","Downtown Disney Resort Area","91"
"2014-10-09","20+","Epcot","7931"
"2014-10-09","20+","Epcot Resort Area","1532"
"2014-10-09","20+","Magic Kingdom Park","5503"
"2014-10-09","20+","Magic Kingdom Resort Area","9371"
"2014-10-10","20+","Destination","354"
"2014-10-10","20+","Disney Springs","2943"
"2014-10-10","20+","Disney's Animal Kingdom Theme Park","3160"
"2014-10-10","20+","Disney's Animal Kingdom Theme Park Resort Area","1025"
"2014-10-10","20+","Disney's BoardWalk","225"
"2014-10-10","20+","Disney's Hollywood Studios","5433"
"2014-10-10","20+","Downtown Disney Resort Area","141"
"2014-10-10","20+","Epcot","9244"
"2014-10-10","20+","Epcot Resort Area","1831"
"2014-10-10","20+","Magic Kingdom Park","5619"
"2014-10-10","20+","Magic Kingdom Resort Area","9444"
"2014-10-11","20+","Destination","420"
"2014-10-11","20+","Disney Springs","3543"
"2014-10-11","20+","Disney's Animal Kingdom Theme Park","2960"
"2014-10-11","20+","Disney's Animal Kingdom Theme Park Resort Area","1392"
"2014-10-11","20+","Disney's BoardWalk","239"
"2014-10-11","20+","Disney's Hollywood Studios","5752"
"2014-10-11","20+","Downtown Disney Resort Area","185"
"2014-10-11","20+","Epcot","10053"
"2014-10-11","20+","Epcot Resort Area","1816"
"2014-10-11","20+","Magic Kingdom Park","6988"
"2014-10-11","20+","Magic Kingdom Resort Area","10349"
"2014-10-12","20+","Destination","398"
"2014-10-12","20+","Disney Springs","3127"
"2014-10-12","20+","Disney's Animal Kingdom Theme Park","3414"
"2014-10-12","20+","Disney's Animal Kingdom Theme Park Resort Area","1460"
"2014-10-12","20+","Disney's BoardWalk","236"
"2014-10-12","20+","Disney's Hollywood Studios","5472"
"2014-10-12","20+","Downtown Disney Resort Area","225"
"2014-10-12","20+","Epcot","9441"
"2014-10-12","20+","Epcot Resort Area","1691"
"2014-10-12","20+","Magic Kingdom Park","7364"
"2014-10-12","20+","Magic Kingdom Resort Area","9728"
"2014-10-13","20+","Destination","273"
"2014-10-13","20+","Disney Springs","2386"
"2014-10-13","20+","Disney's Animal Kingdom Theme Park","3424"
"2014-10-13","20+","Disney's Animal Kingdom Theme Park Resort Area","1258"
"2014-10-13","20+","Disney's BoardWalk","99"
"2014-10-13","20+","Disney's Hollywood Studios","6127"
"2014-10-13","20+","Downtown Disney Resort Area","154"
"2014-10-13","20+","Epcot","8445"
"2014-10-13","20+","Epcot Resort Area","1733"
"2014-10-13","20+","Magic Kingdom Park","5758"
"2014-10-13","20+","Magic Kingdom Resort Area","8957"
"2014-10-14","20+","Destination","248"
"2014-10-14","20+","Disney Springs","2580"
"2014-10-14","20+","Disney's Animal Kingdom Theme Park","3265"
"2014-10-14","20+","Disney's Animal Kingdom Theme Park Resort Area","1127"
"2014-10-14","20+","Disney's BoardWalk","108"
"2014-10-14","20+","Disney's Hollywood Studios","5639"
"2014-10-14","20+","Downtown Disney Resort Area","181"
"2014-10-14","20+","Epcot","8512"
"2014-10-14","20+","Epcot Resort Area","1555"
"2014-10-14","20+","Magic Kingdom Park","6878"
"2014-10-14","20+","Magic Kingdom Resort Area","9282"
"2014-10-15","20+","Destination","234"
"2014-10-15","20+","Disney Springs","2517"
"2014-10-15","20+","Disney's Animal Kingdom Theme Park","3132"
"2014-10-15","20+","Disney's Animal Kingdom Theme Park Resort Area","1018"
"2014-10-15","20+","Disney's BoardWalk","154"
"2014-10-15","20+","Disney's Hollywood Studios","5550"
"2014-10-15","20+","Downtown Disney Resort Area","169"
"2014-10-15","20+","Epcot","9531"
"2014-10-15","20+","Epcot Resort Area","1712"
"2014-10-15","20+","Magic Kingdom Park","6796"
"2014-10-15","20+","Magic Kingdom Resort Area","9254"
"2014-10-16","20+","Destination","290"
"2014-10-16","20+","Disney Springs","2709"
"2014-10-16","20+","Disney's Animal Kingdom Theme Park","2948"
"2014-10-16","20+","Disney's Animal Kingdom Theme Park Resort Area","1132"
"2014-10-16","20+","Disney's BoardWalk","221"
"2014-10-16","20+","Disney's Hollywood Studios","4704"
"2014-10-16","20+","Downtown Disney Resort Area","169"
"2014-10-16","20+","Epcot","8501"
"2014-10-16","20+","Epcot Resort Area","1567"
"2014-10-16","20+","Magic Kingdom Park","5865"
"2014-10-16","20+","Magic Kingdom Resort Area","9976"
"2014-10-17","20+","Destination","300"
"2014-10-17","20+","Disney Springs","2998"
"2014-10-17","20+","Disney's Animal Kingdom Theme Park","3268"
"2014-10-17","20+","Disney's Animal Kingdom Theme Park Resort Area","1264"
"2014-10-17","20+","Disney's BoardWalk","202"
"2014-10-17","20+","Disney's Hollywood Studios","5315"
"2014-10-17","20+","Downtown Disney Resort Area","170"
"2014-10-17","20+","Epcot","9270"
"2014-10-17","20+","Epcot Resort Area","1758"
"2014-10-17","20+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2014-10-17","20+","Magic Kingdom Park","5287"
"2014-10-17","20+","Magic Kingdom Resort Area","9550"
"2014-10-18","20+","Destination","365"
"2014-10-18","20+","Disney Springs","2993"
"2014-10-18","20+","Disney's Animal Kingdom Theme Park","2857"
"2014-10-18","20+","Disney's Animal Kingdom Theme Park Resort Area","1508"
"2014-10-18","20+","Disney's BoardWalk","173"
"2014-10-18","20+","Disney's Hollywood Studios","5131"
"2014-10-18","20+","Downtown Disney Resort Area","178"
"2014-10-18","20+","Epcot","9090"
"2014-10-18","20+","Epcot Resort Area","1849"
"2014-10-18","20+","Magic Kingdom Park","6935"
"2014-10-18","20+","Magic Kingdom Resort Area","10173"
"2014-10-19","20+","Destination","499"
"2014-10-19","20+","Disney Springs","3127"
"2014-10-19","20+","Disney's Animal Kingdom Theme Park","2973"
"2014-10-19","20+","Disney's Animal Kingdom Theme Park Resort Area","1445"
"2014-10-19","20+","Disney's BoardWalk","212"
"2014-10-19","20+","Disney's Hollywood Studios","5990"
"2014-10-19","20+","Downtown Disney Resort Area","212"
"2014-10-19","20+","Epcot","7926"
"2014-10-19","20+","Epcot Resort Area","1775"
"2014-10-19","20+","Magic Kingdom Park","5522"
"2014-10-19","20+","Magic Kingdom Resort Area","9254"
"2014-10-20","20+","Destination","241"
"2014-10-20","20+","Disney Springs","2437"
"2014-10-20","20+","Disney's Animal Kingdom Theme Park","3335"
"2014-10-20","20+","Disney's Animal Kingdom Theme Park Resort Area","1142"
"2014-10-20","20+","Disney's BoardWalk","135"
"2014-10-20","20+","Disney's Hollywood Studios","5553"
"2014-10-20","20+","Downtown Disney Resort Area","175"
"2014-10-20","20+","Epcot","8340"
"2014-10-20","20+","Epcot Resort Area","1649"
"2014-10-20","20+","Magic Kingdom Park","7316"
"2014-10-20","20+","Magic Kingdom Resort Area","8827"
"2014-10-21","20+","Destination","343"
"2014-10-21","20+","Disney Springs","2722"
"2014-10-21","20+","Disney's Animal Kingdom Theme Park","2804"
"2014-10-21","20+","Disney's Animal Kingdom Theme Park Resort Area","1130"
"2014-10-21","20+","Disney's BoardWalk","154"
"2014-10-21","20+","Disney's Hollywood Studios","5364"
"2014-10-21","20+","Downtown Disney Resort Area","180"
"2014-10-21","20+","Epcot","7966"
"2014-10-21","20+","Epcot Resort Area","1561"
"2014-10-21","20+","Magic Kingdom Park","5345"
"2014-10-21","20+","Magic Kingdom Resort Area","9028"
"2014-10-22","20+","Destination","161"
"2014-10-22","20+","Disney Springs","2430"
"2014-10-22","20+","Disney's Animal Kingdom Theme Park","2559"
"2014-10-22","20+","Disney's Animal Kingdom Theme Park Resort Area","1097"
"2014-10-22","20+","Disney's BoardWalk","217"
"2014-10-22","20+","Disney's Hollywood Studios","5334"
"2014-10-22","20+","Downtown Disney Resort Area","137"
"2014-10-22","20+","Epcot","9689"
"2014-10-22","20+","Epcot Resort Area","1642"
"2014-10-22","20+","Magic Kingdom Park","6482"
"2014-10-22","20+","Magic Kingdom Resort Area","8955"
"2014-10-23","20+","Destination","371"
"2014-10-23","20+","Disney Springs","2938"
"2014-10-23","20+","Disney's Animal Kingdom Theme Park","3107"
"2014-10-23","20+","Disney's Animal Kingdom Theme Park Resort Area","1134"
"2014-10-23","20+","Disney's BoardWalk","273"
"2014-10-23","20+","Disney's Hollywood Studios","5176"
"2014-10-23","20+","Downtown Disney Resort Area","147"
"2014-10-23","20+","Epcot","8558"
"2014-10-23","20+","Epcot Resort Area","1685"
"2014-10-23","20+","Magic Kingdom Park","5251"
"2014-10-23","20+","Magic Kingdom Resort Area","9469"
"2014-10-24","20+","Destination","273"
"2014-10-24","20+","Disney Springs","2864"
"2014-10-24","20+","Disney's Animal Kingdom Theme Park","3414"
"2014-10-24","20+","Disney's Animal Kingdom Theme Park Resort Area","1295"
"2014-10-24","20+","Disney's BoardWalk","233"
"2014-10-24","20+","Disney's Hollywood Studios","4949"
"2014-10-24","20+","Downtown Disney Resort Area","120"
"2014-10-24","20+","Epcot","9389"
"2014-10-24","20+","Epcot Resort Area","1776"
"2014-10-24","20+","Magic Kingdom Park","5589"
"2014-10-24","20+","Magic Kingdom Resort Area","9251"
"2014-10-25","20+","Destination","431"
"2014-10-25","20+","Disney Springs","2746"
"2014-10-25","20+","Disney's Animal Kingdom Theme Park","2799"
"2014-10-25","20+","Disney's Animal Kingdom Theme Park Resort Area","1224"
"2014-10-25","20+","Disney's BoardWalk","139"
"2014-10-25","20+","Disney's Hollywood Studios","5221"
"2014-10-25","20+","Downtown Disney Resort Area","173"
"2014-10-25","20+","Epcot","9117"
"2014-10-25","20+","Epcot Resort Area","1578"
"2014-10-25","20+","Magic Kingdom Park","6611"
"2014-10-25","20+","Magic Kingdom Resort Area","10070"
"2014-10-26","20+","Destination","457"
"2014-10-26","20+","Disney Springs","3345"
"2014-10-26","20+","Disney's Animal Kingdom Theme Park","2878"
"2014-10-26","20+","Disney's Animal Kingdom Theme Park Resort Area","1503"
"2014-10-26","20+","Disney's BoardWalk","240"
"2014-10-26","20+","Disney's Hollywood Studios","5396"
"2014-10-26","20+","Downtown Disney Resort Area","256"
"2014-10-26","20+","Epcot","7899"
"2014-10-26","20+","Epcot Resort Area","1676"
"2014-10-26","20+","Magic Kingdom Park","5551"
"2014-10-26","20+","Magic Kingdom Resort Area","8954"
"2014-10-27","20+","Destination","216"
"2014-10-27","20+","Disney Springs","2634"
"2014-10-27","20+","Disney's Animal Kingdom Theme Park","2917"
"2014-10-27","20+","Disney's Animal Kingdom Theme Park Resort Area","1240"
"2014-10-27","20+","Disney's BoardWalk","185"
"2014-10-27","20+","Disney's Hollywood Studios","5237"
"2014-10-27","20+","Downtown Disney Resort Area","166"
"2014-10-27","20+","Epcot","8796"
"2014-10-27","20+","Epcot Resort Area","1557"
"2014-10-27","20+","Magic Kingdom Park","7553"
"2014-10-27","20+","Magic Kingdom Resort Area","8503"
"2014-10-28","20+","Destination","224"
"2014-10-28","20+","Disney Springs","2903"
"2014-10-28","20+","Disney's Animal Kingdom Theme Park","2956"
"2014-10-28","20+","Disney's Animal Kingdom Theme Park Resort Area","1138"
"2014-10-28","20+","Disney's BoardWalk","139"
"2014-10-28","20+","Disney's Hollywood Studios","5379"
"2014-10-28","20+","Downtown Disney Resort Area","111"
"2014-10-28","20+","Epcot","8455"
"2014-10-28","20+","Epcot Resort Area","1479"
"2014-10-28","20+","Magic Kingdom Park","5523"
"2014-10-28","20+","Magic Kingdom Resort Area","8883"
"2014-10-29","20+","Destination","343"
"2014-10-29","20+","Disney Springs","2790"
"2014-10-29","20+","Disney's Animal Kingdom Theme Park","2794"
"2014-10-29","20+","Disney's Animal Kingdom Theme Park Resort Area","1152"
"2014-10-29","20+","Disney's BoardWalk","194"
"2014-10-29","20+","Disney's Hollywood Studios","5160"
"2014-10-29","20+","Downtown Disney Resort Area","159"
"2014-10-29","20+","Epcot","10292"
"2014-10-29","20+","Epcot Resort Area","1567"
"2014-10-29","20+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-10-29","20+","Magic Kingdom Park","6701"
"2014-10-29","20+","Magic Kingdom Resort Area","9107"
"2014-10-30","20+","Destination","286"
"2014-10-30","20+","Disney Springs","3395"
"2014-10-30","20+","Disney's Animal Kingdom Theme Park","2849"
"2014-10-30","20+","Disney's Animal Kingdom Theme Park Resort Area","1246"
"2014-10-30","20+","Disney's BoardWalk","191"
"2014-10-30","20+","Disney's Hollywood Studios","5098"
"2014-10-30","20+","Downtown Disney Resort Area","211"
"2014-10-30","20+","Epcot","9336"
"2014-10-30","20+","Epcot Resort Area","1808"
"2014-10-30","20+","Four Seasons Resort Orlando at Walt Disney World Resort","18"
"2014-10-30","20+","Magic Kingdom Park","5513"
"2014-10-30","20+","Magic Kingdom Resort Area","9877"
"2014-10-31","20+","Destination","336"
"2014-10-31","20+","Disney Springs","3243"
"2014-10-31","20+","Disney's Animal Kingdom Theme Park","2951"
"2014-10-31","20+","Disney's Animal Kingdom Theme Park Resort Area","1282"
"2014-10-31","20+","Disney's BoardWalk","167"
"2014-10-31","20+","Disney's Hollywood Studios","4955"
"2014-10-31","20+","Downtown Disney Resort Area","149"
"2014-10-31","20+","Epcot","8524"
"2014-10-31","20+","Epcot Resort Area","1841"
"2014-10-31","20+","Magic Kingdom Park","5817"
"2014-10-31","20+","Magic Kingdom Resort Area","10166"
"2014-11-01","20+","Destination","561"
"2014-11-01","20+","Disney Springs","3830"
"2014-11-01","20+","Disney's Animal Kingdom Theme Park","3184"
"2014-11-01","20+","Disney's Animal Kingdom Theme Park Resort Area","1732"
"2014-11-01","20+","Disney's BoardWalk","272"
"2014-11-01","20+","Disney's Hollywood Studios","5144"
"2014-11-01","20+","Downtown Disney Resort Area","234"
"2014-11-01","20+","Epcot","10703"
"2014-11-01","20+","Epcot Resort Area","1954"
"2014-11-01","20+","Four Seasons Resort Orlando at Walt Disney World Resort","10"
"2014-11-01","20+","Magic Kingdom Park","7167"
"2014-11-01","20+","Magic Kingdom Resort Area","11055"
"2014-11-02","20+","Destination","402"
"2014-11-02","20+","Disney Springs","3661"
"2014-11-02","20+","Disney's Animal Kingdom Theme Park","3429"
"2014-11-02","20+","Disney's Animal Kingdom Theme Park Resort Area","1540"
"2014-11-02","20+","Disney's BoardWalk","321"
"2014-11-02","20+","Disney's Hollywood Studios","5749"
"2014-11-02","20+","Downtown Disney Resort Area","235"
"2014-11-02","20+","Epcot","9438"
"2014-11-02","20+","Epcot Resort Area","1997"
"2014-11-02","20+","Four Seasons Resort Orlando at Walt Disney World Resort","4"
"2014-11-02","20+","Magic Kingdom Park","6910"
"2014-11-02","20+","Magic Kingdom Resort Area","10224"
"2014-11-03","20+","Destination","364"
"2014-11-03","20+","Disney Springs","2834"
"2014-11-03","20+","Disney's Animal Kingdom Theme Park","3239"
"2014-11-03","20+","Disney's Animal Kingdom Theme Park Resort Area","1539"
"2014-11-03","20+","Disney's BoardWalk","215"
"2014-11-03","20+","Disney's Hollywood Studios","5551"
"2014-11-03","20+","Downtown Disney Resort Area","127"
"2014-11-03","20+","Epcot","10488"
"2014-11-03","20+","Epcot Resort Area","1860"
"2014-11-03","20+","Magic Kingdom Park","6819"
"2014-11-03","20+","Magic Kingdom Resort Area","9650"
"2014-11-04","20+","Destination","227"
"2014-11-04","20+","Disney Springs","2932"
"2014-11-04","20+","Disney's Animal Kingdom Theme Park","3076"
"2014-11-04","20+","Disney's Animal Kingdom Theme Park Resort Area","1341"
"2014-11-04","20+","Disney's BoardWalk","241"
"2014-11-04","20+","Disney's Hollywood Studios","5260"
"2014-11-04","20+","Downtown Disney Resort Area","165"
"2014-11-04","20+","Epcot","9144"
"2014-11-04","20+","Epcot Resort Area","1844"
"2014-11-04","20+","Four Seasons Resort Orlando at Walt Disney World Resort","3"
"2014-11-04","20+","Magic Kingdom Park","6411"
"2014-11-04","20+","Magic Kingdom Resort Area","10122"
"2014-11-05","20+","Destination","214"
"2014-11-05","20+","Disney Springs","2737"
"2014-11-05","20+","Disney's Animal Kingdom Theme Park","2729"
"2014-11-05","20+","Disney's Animal Kingdom Theme Park Resort Area","1193"
"2014-11-05","20+","Disney's BoardWalk","178"
"2014-11-05","20+","Disney's Hollywood Studios","5084"
"2014-11-05","20+","Downtown Disney Resort Area","208"
"2014-11-05","20+","Epcot","10895"
"2014-11-05","20+","Epcot Resort Area","1971"
"2014-11-05","20+","Magic Kingdom Park","6059"
"2014-11-05","20+","Magic Kingdom Resort Area","9558"
"2014-11-06","20+","Destination","255"
"2014-11-06","20+","Disney Springs","3015"
"2014-11-06","20+","Disney's Animal Kingdom Theme Park","2914"
"2014-11-06","20+","Disney's Animal Kingdom Theme Park Resort Area","1223"
"2014-11-06","20+","Disney's BoardWalk","239"
"2014-11-06","20+","Disney's Hollywood Studios","4804"
"2014-11-06","20+","Downtown Disney Resort Area","160"
"2014-11-06","20+","Epcot","9370"
"2014-11-06","20+","Epcot Resort Area","1740"
"2014-11-06","20+","Four Seasons Resort Orlando at Walt Disney World Resort","27"
"2014-11-06","20+","Magic Kingdom Park","6495"
"2014-11-06","20+","Magic Kingdom Resort Area","10573"
"2014-11-07","20+","Destination","326"
"2014-11-07","20+","Disney Springs","2941"
"2014-11-07","20+","Disney's Animal Kingdom Theme Park","2975"
"2014-11-07","20+","Disney's Animal Kingdom Theme Park Resort Area","1239"
"2014-11-07","20+","Disney's BoardWalk","187"
"2014-11-07","20+","Disney's Hollywood Studios","5749"
"2014-11-07","20+","Downtown Disney Resort Area","90"
"2014-11-07","20+","Epcot","8573"
"2014-11-07","20+","Epcot Resort Area","1898"
"2014-11-07","20+","Magic Kingdom Park","5759"
"2014-11-07","20+","Magic Kingdom Resort Area","10079"
"2014-11-08","20+","Destination","392"
"2014-11-08","20+","Disney Springs","3054"
"2014-11-08","20+","Disney's Animal Kingdom Theme Park","3120"
"2014-11-08","20+","Disney's Animal Kingdom Theme Park Resort Area","1438"
"2014-11-08","20+","Disney's BoardWalk","207"
"2014-11-08","20+","Disney's Hollywood Studios","4619"
"2014-11-08","20+","Downtown Disney Resort Area","165"
"2014-11-08","20+","Epcot","8095"
"2014-11-08","20+","Epcot Resort Area","1788"
"2014-11-08","20+","Four Seasons Resort Orlando at Walt Disney World Resort","49"
"2014-11-08","20+","Magic Kingdom Park","6792"
"2014-11-08","20+","Magic Kingdom Resort Area","10562"
"2014-11-09","20+","Destination","425"
"2014-11-09","20+","Disney Springs","3628"
"2014-11-09","20+","Disney's Animal Kingdom Theme Park","3293"
"2014-11-09","20+","Disney's Animal Kingdom Theme Park Resort Area","1729"
"2014-11-09","20+","Disney's BoardWalk","230"
"2014-11-09","20+","Disney's Hollywood Studios","6123"
"2014-11-09","20+","Downtown Disney Resort Area","233"
"2014-11-09","20+","Epcot","9468"
"2014-11-09","20+","Epcot Resort Area","2070"
"2014-11-09","20+","Magic Kingdom Park","7718"
"2014-11-09","20+","Magic Kingdom Resort Area","10133"
"2014-11-10","20+","Destination","469"
"2014-11-10","20+","Disney Springs","2950"
"2014-11-10","20+","Disney's Animal Kingdom Theme Park","3376"
"2014-11-10","20+","Disney's Animal Kingdom Theme Park Resort Area","1456"
"2014-11-10","20+","Disney's BoardWalk","235"
"2014-11-10","20+","Disney's Hollywood Studios","6791"
"2014-11-10","20+","Downtown Disney Resort Area","177"
"2014-11-10","20+","Epcot","9022"
"2014-11-10","20+","Epcot Resort Area","1937"
"2014-11-10","20+","Magic Kingdom Park","5951"
"2014-11-10","20+","Magic Kingdom Resort Area","9875"
"2014-11-11","20+","Destination","427"
"2014-11-11","20+","Disney Springs","3109"
"2014-11-11","20+","Disney's Animal Kingdom Theme Park","3406"
"2014-11-11","20+","Disney's Animal Kingdom Theme Park Resort Area","1516"
"2014-11-11","20+","Disney's BoardWalk","199"
"2014-11-11","20+","Disney's Hollywood Studios","6336"
"2014-11-11","20+","Downtown Disney Resort Area","165"
"2014-11-11","20+","Epcot","9115"
"2014-11-11","20+","Epcot Resort Area","1952"
"2014-11-11","20+","Four Seasons Resort Orlando at Walt Disney World Resort","7"
"2014-11-11","20+","Magic Kingdom Park","6955"
"2014-11-11","20+","Magic Kingdom Resort Area","10786"
"2014-11-12","20+","Destination","343"
"2014-11-12","20+","Disney Springs","3065"
"2014-11-12","20+","Disney's Animal Kingdom Theme Park","3472"
"2014-11-12","20+","Disney's Animal Kingdom Theme Park Resort Area","1589"
"2014-11-12","20+","Disney's BoardWalk","163"
"2014-11-12","20+","Disney's Hollywood Studios","6363"
"2014-11-12","20+","Downtown Disney Resort Area","217"
"2014-11-12","20+","Epcot","9323"
"2014-11-12","20+","Epcot Resort Area","1855"
"2014-11-12","20+","Magic Kingdom Park","6706"
"2014-11-12","20+","Magic Kingdom Resort Area","10203"
"2014-11-13","20+","Destination","390"
"2014-11-13","20+","Disney Springs","3198"
"2014-11-13","20+","Disney's Animal Kingdom Theme Park","3455"
"2014-11-13","20+","Disney's Animal Kingdom Theme Park Resort Area","1468"
"2014-11-13","20+","Disney's BoardWalk","140"
"2014-11-13","20+","Disney's Hollywood Studios","6043"
"2014-11-13","20+","Downtown Disney Resort Area","173"
"2014-11-13","20+","Epcot","8968"
"2014-11-13","20+","Epcot Resort Area","1752"
"2014-11-13","20+","Four Seasons Resort Orlando at Walt Disney World Resort","23"
"2014-11-13","20+","Magic Kingdom Park","5780"
"2014-11-13","20+","Magic Kingdom Resort Area","11038"
"2014-11-14","20+","Destination","394"
"2014-11-14","20+","Disney Springs","3210"
"2014-11-14","20+","Disney's Animal Kingdom Theme Park","3401"
"2014-11-14","20+","Disney's Animal Kingdom Theme Park Resort Area","1494"
"2014-11-14","20+","Disney's BoardWalk","205"
"2014-11-14","20+","Disney's Hollywood Studios","6045"
"2014-11-14","20+","Downtown Disney Resort Area","188"
"2014-11-14","20+","Epcot","11257"
"2014-11-14","20+","Epcot Resort Area","1896"
"2014-11-14","20+","Four Seasons Resort Orlando at Walt Disney World Resort","5"
"2014-11-14","20+","Magic Kingdom Park","5265"
"2014-11-14","20+","Magic Kingdom Resort Area","9999"
"2014-11-15","20+","Destination","543"
"2014-11-15","20+","Disney Springs","3595"
"2014-11-15","20+","Disney's Animal Kingdom Theme Park","3297"
"2014-11-15","20+","Disney's Animal Kingdom Theme Park Resort Area","1519"
"2014-11-15","20+","Disney's BoardWalk","149"
"2014-11-15","20+","Disney's Hollywood Studios","5837"
"2014-11-15","20+","Downtown Disney Resort Area","275"
"2014-11-15","20+","Epcot","8786"
"2014-11-15","20+","Epcot Resort Area","1906"
"2014-11-15","20+","Four Seasons Resort Orlando at Walt Disney World Resort","54"
"2014-11-15","20+","Magic Kingdom Park","7121"
"2014-11-15","20+","Magic Kingdom Resort Area","11162"
"2014-11-16","20+","Destination","549"
"2014-11-16","20+","Disney Springs","3450"
"2014-11-16","20+","Disney's Animal Kingdom Theme Park","3192"
